Unnamed: 0,Environmental fate,SlogP_VSA11,Chi2v,NumRotatableBonds,VSA_EState1,Chi3v,MolLogP,FpDensityMorgan2,SlogP_VSA12,FpDensityMorgan3,AvgIpc,Chi1v,fr_sulfonamd,fr_NH2,NumAromaticHeterocycles,fr_aniline
"N-(3,5-dichlorophenyl)3-isopropyl-2,4-dioxoimidazoline-1-carboxamide (Ref: RP-30228)",Not High,0.0,3.730453211,0,0.0,3.204463155,4.9536,1.0,58.00469945,1.363636364,1.971898344,4.412083817,0,0,0,0
(2RS)-3-cyclopropyl-2-(2-(methylsulfonyl)-4-(trifluoromethyl)benzoyl)-3-oxopropanenitrile (Ref: RPA 202248),High,5.749511833,2.939328818,0,0.0,2.014623462,3.3524,1.4,34.80281967,1.9,1.841127075,3.579147465,0,0,0,0
2-mesyl-4-trifloromethylbenzoic acid (Ref: RPA 203328),High,0.0,4.213053024,1,21.175,3.119621005,0.3955,2.222222222,11.33678588,2.444444444,2.077082558,4.594300235,1,1,1,0
Malathion monocarboxylic acid (Ref: MMCA),Not High,0.0,10.58693916,7,21.20903486,8.722725778,2.0055,2.0,17.0752624,2.384615385,2.168854619,9.503460034,0,0,0,0
Ethylenethiourea,High,0.0,5.140069352,3,26.37379535,3.234200625,1.21332,1.642857143,0.0,2.071428571,2.082298871,5.625889389,0,0,0,1
Ethylene urea,High,5.749511833,6.918193067,5,15.35509747,3.56074181,2.4602,2.0,6.64239854,2.555555556,2.279721281,8.001583251,0,1,0,0
Etem,Not High,0.0,8.332692521,18,1.241735537,5.233989504,4.3482,0.666666667,0.0,0.958333333,2.522447526,10.94109629,0,0,0,0
4-chloro 2-methylphenol,Not High,0.0,2.665767243,0,36.27018519,1.55583764,2.941,1.833333333,11.60093989,2.25,1.918740589,3.410602425,0,1,0,1
"4,6-dimethoxypyrimidine-2-yl-urea (Ref: AE-F099095)",Not High,17.57580793,5.200039327,5,16.20354846,3.255479044,4.1254,1.913043478,11.60093989,2.608695652,2.900290652,7.123640715,0,0,1,0
Mesosulfuron (Ref: AE F154851),High,0.0,2.591436694,0,4.753117284,1.616093527,1.7745,2.272727273,11.60093989,3.090909091,2.274387541,3.417353017,0,0,1,0
4-methylsulfonyl-2-nitrobenzoic acid,High,0.0,2.603803087,0,0.0,1.516277153,0.2253,2.1,11.76188495,2.2,1.900372628,3.832882239,0,0,0,0
"N-(2,6-dimethylphenyl)-N-(methoxyacetyl)alanine (Ref: CGA 62826)",High,0.0,5.86566492,5,4.86175052,4.076857798,3.44064,1.583333333,0.0,2.125,2.573763427,7.953865935,0,0,0,1
Methyl isothiocyanate (Ref: SN-32866),High,0.0,4.857823995,7,5.364861584,3.098107082,3.5414,1.9,11.60093989,2.4,2.458953273,7.318043276,0,0,0,0
Desamino-metamitron,High,0.0,6.635687691,8,36.39010724,3.672787793,2.1904,1.826086957,0.0,2.304347826,2.448368301,8.930007512,0,0,0,0
Methiocarb sulfoxide,High,0.0,5.763739028,2,104.3728338,3.777630307,5.6177,1.448275862,11.60093989,1.931034483,2.537546295,7.635770366,0,0,0,1
Diketo-metribuzin (Ref: BCS-AG59919),High,5.749511833,5.688768761,4,15.29972002,4.094728459,2.45438,1.733333333,6.718607232,2.133333333,2.297350557,6.601930074,0,0,0,0
Desaminodiketo-metribuzin (Ref: BCS-AA68848),High,0.0,5.708396212,9,4.866234849,3.029710868,4.9045,1.894736842,0.0,2.473684211,2.279431211,7.468432913,0,0,0,0
Methyl 2-sulfamoylbenzoate (Ref: IN D5803),High,0.0,7.438148873,5,1.719759893,5.058508918,5.9019,1.8,46.56470462,2.48,3.093504693,9.441982746,0,0,1,0
"1,2-benzisothiazol-3(2H)-one,1,1-dioxide (Ref: IN 00581)",High,0.0,4.905190583,6,5.177148998,3.403405864,3.16412,2.157894737,11.60093989,2.684210526,2.403762103,7.052072839,0,0,0,1
3-(ethylsulfonyl)-2-pyridinesulfonamide (Ref: IN E9260),High,5.749511833,9.977177644,9,5.804511728,7.274302676,5.3741,1.903225806,23.36282484,2.516129032,2.752420715,12.68093071,0,0,0,0
3-chloro-4-methylaniline,Not High,0.0,6.683054279,7,36.22691681,3.978086575,1.81312,2.045454545,0.0,2.545454545,2.387561971,8.664037075,0,0,0,1
3-aminophenol,High,0.0,3.169742276,0,13.1986489,2.228180172,1.7287,2.272727273,11.33678588,3.090909091,2.274387541,3.855885125,0,0,1,0
"5,6-dimethyl-2-(methylamino)pyrimidin-4-ol (Ref: R34865)",Not High,0.0,2.64125133,0,36.00036092,1.655104745,2.941,1.833333333,11.60093989,2.25,1.922545494,3.410602425,0,1,0,1
"3,4-dichloroaniline",Not High,5.749511833,6.843485209,7,7.011940335,4.430321613,5.03338,1.8,45.18174125,2.35,2.419792789,8.836802708,0,0,0,0
Aniline,High,0.0,4.933798443,5,9.946359127,2.285478307,2.7252,1.333333333,0.0,1.619047619,2.359769124,6.418108155,0,0,0,0
Propylene urea,High,0.0,6.575872532,1,0.0,5.707438203,1.9598,1.777777778,31.41370696,2.111111111,1.900372628,6.701173469,0,0,0,0
Pyridafol (Ref: CL 9673),High,17.379012,5.272633637,5,52.95598201,3.2897558,4.4864,1.8,11.60093989,2.32,2.561783061,7.333688396,0,0,1,0
"2-amino-4,6-dimethylpyrimidine (Ref: AE-F1312593)",Not High,0.0,7.009631704,5,11.79985639,5.746583714,2.5801,1.473684211,6.64239854,1.842105263,2.635522196,8.512988774,0,0,0,0
Benzaldehyde,High,0.0,2.959385754,1,4.490061728,1.898401324,2.78,2.083333333,23.20187978,2.666666667,2.077687477,3.938423872,0,0,0,0
Benzyl alcohol,Not High,0.0,8.162867269,18,0.0,4.112089717,2.0767,0.72972973,0.0,0.972972973,2.734883978,12.72466928,0,4,0,0
"2,4,5-trichlorophenol",Not High,0.0,4.746105961,3,6.939596325,3.479223048,2.2795,2.294117647,22.93772577,3.0,2.5696649,6.26085762,0,0,1,0
Thiophene sulfonamide (Ref: IN W8268),High,0.0,10.84344098,9,22.11394999,8.580421641,2.7857,1.8,17.0752624,2.2,2.178064982,10.67852728,0,0,0,0
Thiometon sulfoxide,High,0.0,3.912476251,1,21.49407407,2.553866208,0.9874,1.818181818,11.60093989,2.181818182,1.856065922,4.713776196,1,1,0,0
"N,N-dimethyl-N'-p-tolysulphamide",Not High,6.01046484,1.727521013,1,4.733611111,0.926567521,-0.22918,2.0,0.0,2.5,1.85464186,2.742688357,0,1,1,1
"2-dodecyl-3-hydroxy-1,4-naphthoquinone",Not High,0.0,2.220617372,0,1.123703704,1.485038539,0.0159,2.4,11.60093989,2.9,1.932160173,2.977440407,0,1,1,1
Fenoxaprop-P (Ref: AE-F088406),Not High,0.0,3.402360996,2,4.762507874,1.906992105,3.1307,2.25,23.20187978,2.9375,2.243459874,5.344127847,0,0,0,1
Chlorobenzoxazolone (Ref: AE-F054014),Not High,5.749511833,7.888740821,7,16.51984788,5.913846667,5.3916,1.736842105,41.68237196,2.210526316,2.329465816,10.10773459,0,0,0,0
Methyl 2-(dimethylamino)-N-(((methylamino)carbonyl)oxy)-2-oxoethanimidothioate (Ref: IN A2213),High,0.0,4.080185928,5,25.23465703,2.689783266,1.0537,1.857142857,7.822697123,2.214285714,2.167488047,5.242985371,0,0,0,0
2-chloro-4-methylsulfonyl-benzoic acid,High,0.0,3.721515757,1,1.06842876,2.693243233,2.0476,2.214285714,11.33678588,2.928571429,2.590414113,4.953432881,0,0,1,1
Benalaxyl-M (Ref: IR 6141),High,11.75997667,6.877757862,6,41.99496557,4.841882585,0.1777,1.714285714,11.60093989,2.214285714,2.942320433,9.10326183,1,0,2,1
Pethoxamid (Ref: ASU 96 520H),Not High,0.0,8.72950173,6,65.32456241,5.74291814,2.9434,1.785714286,11.60093989,2.285714286,2.532841546,10.351656,0,0,0,0
N-(2-ethoxyethyl)-N-(2-methyl-1-phenyl-1-propenyl)-2-sulfoacetamide,High,0.0,7.278866517,4,16.09571448,5.471084453,3.64524,1.962962963,0.0,2.592592593,2.890150134,9.421990427,0,0,0,0
Sulfosulfuron sulfonamide (Ref: MON 52729),High,5.879988336,5.943821716,9,23.63230558,3.889911596,4.3906,2.0,23.20187978,2.652173913,2.513960053,8.241772948,0,1,1,1
Bistrifluron (Ref: DBI-3204),High,11.49902367,4.290445745,4,42.88978163,2.758309451,4.3141,1.52173913,0.0,2.0,2.464085495,5.962106416,0,0,0,0
Carpropamid (Ref: KTU 3616),Not High,0.0,3.587725491,0,0.0,2.825708583,2.7548,1.142857143,23.20187978,1.5,2.231989059,4.619491979,0,0,0,0
Cyanophos (Ref: OMS 226),Not High,0.0,5.76818279,9,4.779429293,3.040875418,4.5178,2.0,0.0,2.6,2.353517022,7.403554657,0,0,0,0
Hydroprene (Ref: OMS 1696),Not High,0.0,12.5106797,7,116.5009458,7.358895585,5.69432,1.473684211,22.59087063,1.947368421,2.697958179,13.6752298,0,0,0,1
Imibenconazole (Ref: HF 6305),Not High,17.63996501,6.907495428,6,83.07067866,4.922523238,1.3647,1.827586207,0.0,2.413793103,3.065764925,9.075220897,1,0,3,1
S-metolachlor (Ref: CGA 77102),Not High,11.75997667,7.098245271,7,38.37051642,4.300554966,0.674,1.620689655,0.0,2.172413793,2.658969834,9.524899751,0,0,1,2
Profoxydim (Ref: BAS 625H),Not High,5.749511833,8.795526805,2,5.696564037,5.184678564,4.52256,1.689655172,0.0,2.310344828,2.639289034,10.06815576,0,0,0,0
Metolachlor ethane sulfonic acid (Ref: CGA 354743),High,0.0,9.993684553,4,66.39314696,7.829656442,1.33432,1.846153846,15.9299439,2.461538462,3.128844513,10.66978888,0,0,2,0
6-fluoro-2-hydroxybenzothiazole (Ref: KIF-230-M1),High,0.0,7.476098378,5,1.759485597,5.5091066,3.5875,2.043478261,11.60093989,2.652173913,3.104866238,8.658179831,0,0,1,0
"((2,6-dimethylphenyl)-2-methoxyethyl)carbamoyl)methanesulfonic acid sodium salt (Ref: CGA 354742)",High,5.879988336,6.870962262,6,36.42650508,4.587614157,1.8257,1.925925926,11.60093989,2.592592593,2.603691248,9.311346097,1,0,1,1
Dodemorph acetate (Ref: BAS 238F),Not High,6.01046484,6.646398853,7,36.48195318,4.535369168,0.609,1.785714286,0.0,2.428571429,2.664046944,9.364262714,1,0,1,2
"2,4-dichlorobenzoic acid",High,11.75997667,7.53718998,8,38.53074582,4.877565758,1.5649,1.689655172,0.0,2.275862069,3.514495041,10.01203748,0,0,1,2
Haloaniline,Not High,17.50948851,6.644137293,7,77.46897642,4.201737701,1.3403,1.793103448,0.0,2.344827586,2.646319284,8.975838217,1,0,2,1
Glyphosate-trimesium,Not High,0.0,5.430745113,3,0.0,3.639041223,1.37932,2.1,0.0,2.6,2.664155024,6.370275448,0,0,1,0
Ioxynil octanoate,Not High,6.01046484,7.201654434,6,51.91301202,4.855207312,1.9029,2.107142857,11.60093989,2.785714286,3.077332833,9.583691249,1,0,2,1
Nitrothal-isopropyl (Ref: BAS 300 OOF),High,6.01046484,7.051535433,5,46.85192107,4.714020961,2.7697,1.96,23.20187978,2.6,2.962140442,9.084141377,1,0,2,1
Thiocyclam,High,47.03990669,8.854582733,12,32.80708603,6.062705784,5.495,0.955555556,0.0,1.333333333,3.084991486,13.33935466,0,0,2,0
Haloxyfop-etotyl (Ref: DOWCO 453EE),Not High,0.0,4.950078509,6,0.0,3.036851558,2.4817,1.764705882,11.76188495,2.294117647,2.284558655,7.093477541,0,0,1,2
Haloxyfop-P-methyl (Ref: DE 535),Not High,0.0,5.257431866,1,1.646319444,2.027250261,0.2382,1.941176471,0.0,2.294117647,2.409056121,5.427856842,0,1,1,0
Ditalimfos (Ref: DOWCO 199),Not High,11.49902367,6.387872959,7,53.21965467,4.069351942,5.1677,1.870967742,11.60093989,2.419354839,2.680990774,9.020970783,0,0,0,0
Calcium phosphide,Not High,5.749511833,7.467422688,8,24.96368742,5.284406916,4.3351,1.793103448,11.60093989,2.413793103,2.956172271,10.19718783,0,0,0,1
"2,5-dichlorobenzoic acid methyl ester",Not High,5.749511833,6.50321485,3,25.05559295,4.356852738,4.5776,1.958333333,11.60093989,2.541666667,3.108374738,8.154269445,0,0,0,1
Iminoctadine triacetate (Ref: DF 125),High,5.749511833,6.034009957,5,5.335409817,4.466552947,4.14554,1.952380952,22.93772577,2.523809524,2.920043713,8.02433307,0,0,1,1
Benazolin-ethyl,Not High,5.749511833,5.124312772,4,5.744394605,3.444343144,4.2458,1.590909091,0.0,2.363636364,2.553562533,7.236043698,0,0,0,1
Butroxydim (Ref: ICIA0500),Not High,0.0,6.304101516,3,1.871406998,4.764563077,2.7051,1.958333333,11.60093989,2.625,2.980921384,8.618609276,0,0,1,0
Disulfoton sulfoxide (Ref: BAY 23323),Not High,0.0,11.38004381,7,10.35501615,8.595439927,4.3319,1.857142857,28.67620229,2.285714286,2.464807091,10.87040692,0,0,0,1
Magnesium phosphide,Not High,0.0,11.62903835,9,11.48271463,8.615967282,4.1983,1.904761905,17.0752624,2.428571429,2.492019405,12.08067924,0,0,0,0
2-chlorobenzenesulfonamide (Ref: IN A4097),High,0.0,5.737407972,5,0.0,4.195889894,4.4062,1.833333333,11.76188495,2.333333333,2.378070777,7.517283353,0,0,0,0
Quizalofop (Ref: CGA 287422),Not High,0.0,4.625986653,4,26.06158624,2.826402484,2.6037,1.875,0.0,2.5,2.511509388,6.626231453,0,0,1,1
Sodium 5-nitroguaiacolate,Not High,0.0,7.046017801,4,5.758415848,5.555107338,4.4312,1.666666667,11.60093989,2.166666667,3.353294739,8.488032098,0,0,0,0
Sodium o-nitrophenolate,Not High,11.49902367,8.002468981,6,11.39211969,5.168517619,5.82518,1.785714286,0.0,2.428571429,3.195228206,9.406573921,0,0,0,0
Sodium p-nitrophenolate,Not High,5.749511833,3.486641496,3,5.167592593,2.469080413,2.9183,2.133333333,0.0,2.733333333,2.282807857,5.17110318,0,0,0,0
Dioxathion (Ref: Hercules AC25),Not High,5.749511833,2.962935052,1,4.975138889,1.609874378,2.02164,1.769230769,0.0,2.230769231,2.016526511,4.094423243,0,0,0,0
5-amino-4-chloro-3(2H)-pyridazinone,High,0.0,3.583310666,4,0.0,2.329060336,2.8414,1.611111111,0.0,2.222222222,2.459545814,5.342355936,0,0,0,1
5-amino-4-chloro-2-methyl-3(2H)-pyridazinone,High,0.0,3.217532032,5,0.0,1.57067686,1.9907,1.75,23.20187978,2.0,2.025164507,4.291162113,0,0,0,0
Barban (Ref: A-980),Not High,0.0,3.346922388,3,0.0,2.315678462,2.47702,1.928571429,0.0,2.428571429,2.192368838,5.045767242,0,0,0,0
Chlorthiophos (Ref: ENT 27635),Not High,0.0,1.988722061,1,0.0,0.987800709,1.8525,2.0,23.20187978,2.0,1.378783493,2.442035956,0,0,0,0
Monocrotophos (Ref: ENT 27129),High,0.0,2.276963611,5,0.0,1.394625917,1.4258,1.818181818,11.60093989,2.090909091,2.028021414,3.848516753,0,0,0,0
Dikegulac,High,5.749511833,3.482239683,2,5.010530045,2.06473663,1.77922,2.066666667,0.0,2.533333333,2.166756623,4.718440296,0,0,0,1
Benzthiazuron (Ref: BAY 60618 ),High,0.0,3.584624187,2,0.0,2.664448765,3.2739,1.769230769,34.80281967,2.307692308,2.053525381,4.496361455,0,0,0,0
Halosulfuron-methyl (Ref: CGA 288239),Not High,0.0,3.051643115,3,5.169956381,2.002968465,-0.6204,2.571428571,0.0,3.071428571,2.636580079,4.415224094,0,0,0,0
Tembotrione (Ref: AE 0172747),High,0.0,5.7728864,4,13.79537021,4.040797254,3.2633,2.285714286,23.20187978,2.904761905,3.091130401,7.480733054,0,0,1,0
Spirotetramat (Ref: BYI 08330),Not High,0.0,5.996671609,6,53.12258678,4.253122122,5.3408,1.642857143,11.60093989,2.035714286,2.593816378,8.06582597,0,0,0,1
Fluroxypyr-meptyl,Not High,5.749511833,3.939623005,2,5.091363379,2.326460883,2.08764,1.75,0.0,2.125,2.150441761,5.135106963,0,0,0,1
MCPA-thioethyl,High,0.0,4.511791282,0,-1.495138889,1.796920808,3.5617,1.818181818,46.40375956,2.181818182,1.85538611,4.209017369,0,0,1,0
Sodium chlorate,High,0.0,6.313532845,5,5.281918304,4.657726997,4.4147,2.142857143,23.20187978,2.857142857,2.476263223,8.195103697,0,0,0,0
Fluorodifen (Ref: C 6989),Not High,0.0,5.053168642,7,39.07699027,3.281217338,3.7304,1.625,0.0,1.958333333,2.438329134,7.130758344,0,1,0,2
Dichlone (Ref: USR 604),Not High,6.01046484,3.453285637,6,5.014830168,2.120230175,1.5224,1.875,0.0,2.4375,2.285472596,5.496053869,0,0,1,2
Fenaminosulf (Ref: BAY 5027),High,0.0,10.80740479,6,18.37451909,8.776305462,5.7156,1.315789474,28.53600745,1.684210526,2.405522772,10.42367445,0,0,0,0
Kinoprene,Not High,0.0,16.57086016,10,15.20529779,10.3736382,8.4208,0.982758621,23.20187978,1.275862069,3.973662362,19.57905268,0,0,2,0
Flubendiamide (Ref: NNI-0001),High,0.0,8.49375295,7,23.4591695,5.902702624,4.8779,1.555555556,18.17935229,2.0,2.255168655,9.197403339,0,0,0,0
Pyroxsulam (Ref: XDE 742),High,0.0,6.724163015,2,7.50087725,4.693768808,3.96052,2.130434783,11.60093989,2.739130435,2.838687272,7.915366791,0,0,1,1
Orthosulfamuron (Ref: IR5878),Not High,5.749511833,7.58408851,3,79.31854444,4.916967314,6.14622,1.692307692,43.19667367,2.153846154,2.828332916,8.786885872,0,0,1,1
Chromafenozide (Ref: ANS 118),High,0.0,7.193750874,5,39.98768273,4.70622283,4.9023,2.041666667,11.33678588,2.625,3.03214736,8.46747548,0,0,2,1
Amisulbrom,Not High,11.49902367,4.112866241,5,5.815067082,2.737906944,2.5754,1.714285714,0.0,2.380952381,2.535710344,6.414835581,0,0,0,0
Chlorantraniliprole (Ref: DPX E2Y45),High,0.0,4.197472842,0,4.769845679,3.75725163,3.9706,1.5,46.40375956,2.142857143,2.538687647,5.068263654,0,0,0,0
Pyridalyl (Ref: S-1812),High,5.749511833,6.136564397,5,5.519988032,3.867188501,3.81518,2.0,23.20187978,2.476190476,2.408059578,7.298885716,0,0,0,0
Ipconazole (Ref: KNF 317),High,0.0,6.663606572,3,0.0,5.528778507,6.5575,1.333333333,69.60563934,1.875,2.520222197,8.277552281,0,0,0,1
"2,3,3-trichloro-2-propene sulfonic acid",High,0.0,4.185723763,1,0.0,3.040990886,3.05212,1.8125,23.20187978,2.3125,2.260598594,5.350615301,0,0,1,0
Orysastrobin,High,5.749511833,5.052343858,6,28.64449775,3.643114497,4.60302,1.909090909,11.60093989,2.5,2.49108094,7.170892816,0,0,1,1
Cyflumetofen (Ref: OK-5101),Not High,11.49902367,6.072326522,5,29.34946631,4.440340936,3.1334,1.62962963,0.0,2.259259259,2.724168314,8.688015198,0,0,0,0
Spinetoram (Ref: XDE 175),Not High,5.749511833,5.519615986,3,26.28664456,2.87859197,1.4565,1.875,11.76188495,2.3125,2.184345918,6.929105238,0,0,0,0
Chlorimuron-ethyl (Ref: DPX F6025),High,0.0,5.870328916,5,26.23506073,4.013786708,4.9481,1.888888889,42.62551679,2.333333333,2.361993093,7.276767052,0,0,0,0
Ethametsulfuron-methyl (Ref: DPX-A7881),Not High,5.749511833,6.970927144,4,15.29889125,5.082459016,4.5429,1.5,41.5214269,2.0,2.254984238,7.662496738,0,0,0,0
Cyclosulfamuron (Ref: BAS 710H),Not High,0.0,3.575425225,2,0.0,1.821697127,2.86982,2.076923077,11.60093989,2.615384615,2.020555671,4.439412349,0,0,0,0
Pyrazosulfuron-ethyl (Ref: NC 311),Not High,0.0,1.299307742,2,0.0,0.745095606,-0.4216,2.166666667,11.60093989,2.166666667,1.650022422,2.192706962,0,0,0,0
Sulfometuron-methyl (Ref: DPX T5648),High,0.0,6.825841439,5,5.20236182,4.424163805,1.6229,2.086956522,0.0,2.652173913,2.853730413,7.541824528,0,0,0,0
Trifloxysulfuron (Ref: CGA 292230),High,0.0,0.0,0,0.0,0.0,1.0512,1.5,22.59087063,1.5,1.0,2.535462764,0,0,0,0
Imazapic (Ref: AC 263222),High,0.0,6.604364109,6,65.1738929,4.657051803,4.2809,1.52,0.0,1.96,3.103064189,7.80025825,0,0,0,0
Cloransulam-methyl (Ref: XDE 565),High,0.0,7.270117765,3,63.10245648,4.545718337,1.67512,1.833333333,0.0,2.25,2.686377715,8.44477337,0,0,1,0
Diclosulam (Ref: XDE 564),Not High,6.01046484,7.380036684,4,37.23540654,5.676538125,-0.30648,1.96,11.33678588,2.48,3.077424233,8.935264114,1,0,2,0
Pyribenzoxim (Ref: LGC 40863 ),Not High,0.0,9.009648805,5,80.66538871,6.396590805,1.6623,1.75,11.60093989,2.25,2.636008873,10.5027545,0,0,1,0
Flucarbazone-sodium (Ref: BAY MKH 6562),High,0.0,2.125302113,1,0.0,1.225900621,0.7097,1.75,0.0,2.25,2.057052417,3.292538691,0,0,0,1
Dimethametryn (Ref: C 18898),High,0.0,6.489698523,4,41.06163814,4.508131638,5.7229,1.888888889,23.20187978,2.555555556,3.010606876,8.395872877,0,0,1,1
Amicarbazone (Ref: BAY MKH 3586),High,0.0,8.651807906,0,3.715725309,8.916845313,5.2243,1.111111111,92.80751912,1.444444444,2.680428036,8.009742388,0,0,0,0
Lactofen (Ref: PPG 844),Not High,0.0,4.929078064,7,38.47115693,3.123616593,3.977,1.608695652,11.60093989,1.913043478,2.440251281,7.014110423,0,0,0,1
Flumiclorac-pentyl (Ref: S 23031),High,0.0,7.099300513,8,23.31258472,4.260023153,2.5329,1.391304348,0.0,1.652173913,2.440251281,8.939604076,0,0,0,1
Pentoxazone (Ref: KPP-314),Not High,0.0,3.406160899,2,10.13171296,2.07950375,-0.1411,2.125,7.595762327,2.125,1.620335266,3.971007632,0,1,0,0
Butafenacil (Ref: CGA 276854),Not High,5.749511833,7.614271267,7,27.60020165,5.322660076,3.1003,1.666666667,6.718607232,2.055555556,2.295381855,9.640507834,0,0,0,0
Pyraclonil (Ref: NAI-1886),Not High,0.0,13.60686164,0,-3.838950617,17.28991493,6.223,0.363636364,139.2112787,0.5,2.621957487,10.30336051,0,0,0,0
Benzofenap (Ref: MY 71),Not High,0.0,3.303378957,5,0.0,2.014971791,1.4571,1.5,11.76188495,1.857142857,2.182306618,5.800078437,0,0,1,2
Benzobicyclon (Ref: SB 500),Not High,0.0,2.871098318,2,0.0,1.793327308,4.102,0.857142857,0.0,1.214285714,2.292487573,4.468580801,0,0,0,0
Thenylchlor (Ref: NSK 850),Not High,0.0,1.991441328,0,0.0,1.083770879,1.9222,2.125,11.60093989,2.5,1.642371449,2.676989049,0,1,0,1
Naproanilide,Not High,0.0,2.099335306,0,0.0,1.411230926,1.5196,1.571428571,0.0,1.857142857,1.685616163,2.911230926,0,0,0,0
Fentrazamide (Ref: BAY YRC 2388),High,0.0,0.447213595,1,0.0,0.1,-1.029,1.25,0.0,1.25,1.370950594,1.132455532,0,0,0,0
Anilofos (Ref: HOE 30374),Not High,0.0,2.347150628,0,0.0,1.658689248,2.8398,0.8,0.0,1.1,2.050414481,3.404700538,0,0,0,0
Piperophos (Ref: C 19 490),Not High,0.0,4.159486078,8,0.0,2.492997509,3.2153,1.428571429,0.0,1.928571429,2.156961036,5.882818306,0,0,0,0
Esprocarb (Ref: C 14526),High,0.0,2.911505496,7,0.0,1.744195557,2.8216,1.636363636,0.0,2.181818182,1.958503117,4.488391115,0,0,0,0
Flupropanate-sodium (Ref: Orga 3045),High,0.0,3.208787518,2,0.0,2.221612094,2.4669,1.785714286,0.0,2.571428571,2.175248503,4.456204929,0,0,0,0
Diflufenzopyr (Ref: HSDB 7010),Not High,5.749511833,3.191370621,3,5.075982615,2.083241182,2.3032,1.866666667,0.0,2.6,2.258788741,4.589467754,0,0,0,0
Indanofan (Ref: MK 243),Not High,0.0,0.519018036,0,0.0,0.0,0.0909,2.0,0.0,2.0,0.811278124,0.927730943,0,0,0,0
Cyphenothrin (Ref: S 2703),Not High,5.749511833,6.921670662,8,26.87887307,3.703681428,3.6021,1.857142857,11.60093989,2.380952381,2.421358758,8.375926165,0,0,0,0
Fenobucarb (Ref: BAY 41367C),Not High,0.0,2.857050808,2,0.0,1.836253271,3.4302,0.923076923,0.0,1.307692308,2.207941986,4.321367205,0,0,0,2
XMC (Ref: H 69),Not High,5.749511833,2.883174462,1,0.0,1.988843641,3.0592,1.307692308,0.0,2.0,2.198429108,4.211640669,0,0,0,0
EPN (Ref: OMS 219),Not High,0.0,0.223606798,0,0.0,0.0,0.52988,2.0,0.0,2.0,0.918295834,0.723606798,0,0,0,0
Cycloprothrin (Ref: OMS 3049),High,0.0,3.857142857,0,-1.611111111,0.0,2.5529,0.8,46.40375956,0.8,0.721928095,2.267786838,0,0,0,0
Benquinox (Ref: BAY 15080),Not High,0.0,3.974770033,0,0.0,1.817563683,2.3218,2.0,0.0,2.4,1.542844216,3.695687977,0,0,0,0
Dichlormid,High,5.749511833,2.352259833,0,0.0,1.611419382,1.9404,1.909090909,0.0,2.727272727,2.05595014,3.404771222,0,0,1,0
Diethyltoluamide,Not High,5.749511833,6.721141547,5,121.4555476,4.220480998,6.2446,1.545454545,23.20187978,2.060606061,2.673984624,8.829183256,0,0,0,1
"1,2-dichloropropane (Ref: ENT 15406 )",High,0.0,2.877482404,0,3.683518519,2.248738674,1.5896,2.1,11.53248661,2.9,2.340584889,3.756219286,0,0,1,0
Allidochlor (Ref: CP 6343),High,0.0,5.606712753,4,76.24595163,3.696415323,4.7451,1.730769231,11.60093989,2.307692308,2.541146973,7.537252415,0,0,1,0
Aminocarb (Ref: BAY 44646),Not High,0.0,4.737376059,2,3.770755622,3.895945291,3.57388,2.111111111,34.73436639,2.722222222,2.705419944,6.272676422,0,0,1,1
Chlorfenac,High,0.0,1.689532624,5,4.973194444,0.877853185,0.7954,2.125,0.0,2.625,1.808812125,3.100684816,0,0,0,0
Dinotefuran (Ref: MTI 446),High,5.879988336,7.893470235,4,93.38891668,4.827621919,2.4675,1.96,0.0,2.4,2.917945322,8.436999227,0,0,1,0
Etaconazole (Ref: CGA 64251 ),Not High,0.0,0.316227766,0,0.0,0.0,-0.0014,2.0,0.0,2.0,0.918295834,1.023334547,0,0,0,0
Flumetralin (Ref: CGA 41065),High,0.0,5.003377194,6,5.582304737,3.153108072,3.51172,2.105263158,11.60093989,2.631578947,2.390263016,7.106657664,0,0,0,1
Nitrapyrin,Not High,0.0,3.573335447,8,0.0,2.132392159,3.7161,1.416666667,0.0,1.916666667,2.024364145,5.264784317,0,0,0,0
Piperalin (Ref: HSDB 7058),Not High,0.0,8.244390689,8,0.764658211,5.936502629,4.34884,1.303030303,0.0,1.757575758,2.824901002,11.31398798,0,0,0,1
Secbumeton,High,0.0,0.882868808,1,0.0,0.331559217,0.8235,2.333333333,11.60093989,2.333333333,1.348587896,1.704393082,0,0,0,0
Edifenphos (Ref: BAY 78418),Not High,11.49902367,3.803917794,0,5.575046296,2.070322157,2.1057,2.166666667,0.0,2.833333333,2.250542871,4.082978805,0,0,0,0
Oxpoconazole fumarate (Ref: UR 50302),Not High,0.0,2.457106781,6,0.0,1.414213562,2.1762,1.333333333,0.0,1.666666667,1.885234836,4.121320344,0,0,0,0
Iprobenfos,Not High,0.0,4.385070726,3,39.61978511,2.983615637,2.22822,2.047619048,11.60093989,2.523809524,2.638045927,5.805153232,0,0,1,0
Furametpyr (Ref: S 82658),Not High,17.379012,4.548730906,5,23.92745169,2.679638798,3.5183,1.952380952,11.60093989,2.523809524,2.434925769,6.316958285,0,0,1,0
Thifluzamide (Ref: MON 24000),High,11.49902367,4.271452773,3,5.485676808,2.699741161,4.6939,1.722222222,23.20187978,2.277777778,2.332745025,5.690297956,0,0,0,0
