Name,Environmental fate,Ecotoxicity,Human health,SMILES
Zeta-cypermethrin (Ref: FMC 56701),Moderate,High,High,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
Zineb (Ref: ENT 14874),Moderate,Moderate,High,C(CNC(=S)[S-])NC(=S)[S-].[Zn+2]
Ziram,Moderate,High,High,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]
Zoxamide (Ref: RH 7281),Moderate,High,Low,CCC(C)(C(=O)CCl)NC(=O)C1=CC(=C(C(=C1)Cl)C)Cl
Topramezone (Ref: BAS 670 H),High,Moderate,High,CC1=C(C=CC(=C1C2=NOCC2)S(=O)(=O)C)C(=O)C3=CNN(C3=O)C
"Benzo(1,2,3)thiadiazole-7-carboxylic acid (Ref: CGA 210007)",Moderate,Moderate,Moderate,-
Aldicarb sulfoxide,High,High,High,CC(C)(C=NOC(=O)NC)S(=O)C
3-phenoxybenzoic acid,Moderate,Moderate,Moderate,C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)O
(E)-2-(2-(6-(2-cyanophenoxy)pyrimidin-4-yloxy)phenyl)-3-methoxyacrylic acid (Ref: R234886),Moderate,Low,Low,-
4-fluoro-3-phenoxybenzoic acid,High,Moderate,Low,C1=CC=C(C=C1)OC2=C(C=CC(=C2)C(=O)O)F
"3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylic acid",Moderate,Moderate,Moderate,-
Bifenox acid,High,Low,Low,C1=CC(=C(C=C1OC2=C(C=C(C=C2)Cl)Cl)C(=O)O)[N+](=O)[O-]
"1,2,4-triazole (Ref: CGA 71019)",Moderate,High,Moderate,C1=NC=NN1
Tetrahydrophthalimide,High,Moderate,Low,C1C=CCC2C1C(=O)NC2=O
1-naphthol,Low,Moderate,Moderate,C1=CC=C2C(=C1)C=CC=C2O
2-aminobenzimidazole,High,Low,Moderate,C1=CC=C2C(=C1)NC(=N2)N
Carboxin sulfoxide,High,Moderate,Low,CC1=C(S(=O)CCO1)C(=O)NC2=CC=CC=C2
"3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)propanoic acid",Moderate,Moderate,High,O=C(O)CCc1cc(c(F)cc1Cl)N2N=C(C)N(C2=O)C(F)F
"(2E)-3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)acrylic acid",Moderate,Moderate,High,O=C(O)/C=C/c1cc(c(F)cc1Cl)N2N=C(C)N(C2=O)C(F)F
Oxychlordane,Low,High,Moderate,C12C(C(C3(C1O3)Cl)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl
"4-hydroxy-2,5,6-trichloroisophtalonitrile (Ref: R182281)",Moderate,Moderate,High,-
"3,5,6-trichloro-2-pyridinol",High,High,Moderate,C1=C(C(=O)NC(=C1Cl)Cl)Cl
Clethodim sulfoxide,High,Moderate,Low,CCC(=NOCC=CCl)C1=C(CC(CC1=O)CC(C)S(=O)CC)O
"2,4-dichloroaniline",Moderate,Moderate,Moderate,C1=CC(=C(C=C1Cl)Cl)N
Cycloxydim sulfoxide (Ref: BH 517-TSO),Moderate,Low,Low,-
"N-cyclopropylmethoxy-2,3-difluoro-6-trifluoromethylbenzamidine (Ref: 149-F)",High,Moderate,Low,-
"((Z)-N-(alpha-cylcopropylmethoxyimino-2,3-difluoro-6-trifluoromethylbenzyl)carbamoylacetic acid (Ref: 149-F11)",High,Moderate,Moderate,-
Bromoxynil-octanoate,Moderate,High,High,CCCCCCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br
Cyhalofop,Moderate,Moderate,Low,CC(C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F
Cyhalofop diacid (Ref: XDE-537 ),Moderate,Moderate,Low,-
4-cyclopropyl-6-methyl-pyrimidine-2-ylamine (Ref: CGA 249287),High,Moderate,Low,-
Melamine (Ref: CGA 235129),High,Moderate,Low,C1(=NC(=NC(=N1)N)N)N
Thiocyclam oxalate (Ref: SAN 1551),High,High,Moderate,CN(C)C1CSSSC1.C(=O)(C(=O)O)O
DDE (Ref: HSDB 1625),High,High,High,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl
DDD (Ref: ENT 4225),High,High,High,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
Decamethrinic acid (Ref: AE F108565),High,High,Low,CC1(C(C1C(=O)O)C=C(Br)Br)C
Ethyl 3-hydroxycarbamate,Moderate,Moderate,High,CCOC(=O)NC1=CC(=CC=C1)O
Pyrimidinol (Ref: GS-27550),High,Low,Low,CC1=CC(=O)N=C(N1)C(C)C
"3,6-dichlorosalicylic acid (Ref: NOA 414746)",Moderate,Moderate,Moderate,C1=CC(=C(C(=C1Cl)C(=O)O)O)Cl
Dimethylaminosulfanilide,High,Moderate,Moderate,CN(C)S(=O)(=O)NC1=CC=CC=C1
"2,4-dichlorophenol",Moderate,High,High,C1=CC(=C(C=C1Cl)Cl)O
Diclofop (Ref: AE F021079),Moderate,Moderate,Moderate,CC(C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl
2-(3-trifluoromethylphenoxy)nicotinamide (Ref: AE-0542291),High,Moderate,Low,-
2-(3-trifluoromethylphenoxy)nicotinic acid (Ref: AE-B107137),High,Moderate,Moderate,-
"2-((2,4-dimethyl-3-thienyl)-((1S)-2-methoxy-1-methyl-ethyl)amino)-2-oxo-acetic acid (Ref: M656PH023)",High,Moderate,Low,-
"2-((2,4-dimethyl-3-thienyl)-((1S)-2-methoxy-1-methyl-ethyl)amino)-2-oxo-ethanesulfonic (Ref: M656PH027)",High,Moderate,Low,-
(E-O-(2-hydroxycarbonyl-5-methyl)phenoxymethyl)-2-methoxyimino-N-methylphenyl acetamide (Ref: BF 505-7),High,Low,Moderate,-
(E-O-(5-hydroxycarbonyl-2-methyl)phenoxymethyl)-2-methoxyimino-N-methylphenyl acetamide (Ref: BF 505-8),High,Low,Moderate,-
Endosulfan sulfate,Low,High,High,C1C2C(COS(=O)(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
"2-amino-4,6-dimethoxypyrimidine (Ref: AE-F092944)",Moderate,Moderate,Moderate,COc1cc(OC)nc(N)n1
"(S)-5-methyl-5-phenylimidazolidine-2,4-dione (Ref: RPA 412636)",High,Moderate,Moderate,CC1([11C](=O)NC(=O)N1)C2=CC=CC=C2
"(S)-5-methyl-2-methylthio-5-phenyl-3,5-dihydroimidazol-4-one (Ref: RPA 412708)",High,Moderate,Moderate,-
Fenamiphos sulfoxide,Moderate,High,Moderate,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)S(=O)C)C
4-hydroxyquinazoline,Moderate,Moderate,Moderate,C1=CC=C2C(=C1)C(=O)N=CN2
4-tert-butylphenylethyl alcohol,Moderate,Moderate,Low,-
3-methyl-4-nitrophenol,Moderate,Moderate,Moderate,CC1=C(C=CC(=C1)O)[N+](=O)[O-]
Fenthion sulfoxide (Ref: BAY S 2281),Moderate,High,High,CC1=C(C=CC(=C1)OP(=S)(OC)OC)S(=O)C
"1-(4,6-dimethoxypyrimidin-2-yl)-1-(3-trifluoromethyl-2-pyridyl)urea",High,Moderate,Moderate,O=C(N)N(c1nc(cc(OC)n1)OC)c2ncccc2C(F)(F)F
3-trifluoromethyl-2-pyridylsulfonamide,High,Moderate,Moderate,O=S(N)(=O)c1ncccc1C(F)(F)F
"4,6-dimethoxy-N-(3-(trifluoromethyl)pyridin-2-yl)pyrimidin-2-amine",High,Moderate,Low,FC(F)(F)c2cccnc2Nc1nc(cc(OC)n1)OC
4-trifluoromethylnicotinic acid,High,Moderate,Low,C1=CN=CC(=C1C(F)(F)F)C(=O)O
N-(4-trifluoromethyl-nicotinoyl)glycinamide,High,Moderate,Low,-
"N-(2,6-difluorophenyl)-8-fluoro-5-hydroxy(1,2,4)triazolo(1,5-c)pyrimidine-2-sulfonamide",High,Moderate,Low,-
"5-(aminosulfonyl)-1H-1,2,4-triazole-3-carboxylic acid",High,High,Low,-
Flufenacet sulphonic acid (Ref: AE 0841914),High,Moderate,Low,CC(C)N(C1=CC=C(C=C1)F)C(=O)CS(=O)(=O)O
Flufenacet oxalate (Ref: AE 0841913),High,Moderate,Low,CC(C)N(C1=CC=C(C=C1)F)C(=O)C(=O)O
"4-N-[3-chloro-5-trifluoromethyl-pyridin-2-yl-(hydroxyl)methyl]-2,6-dichlorobenzamide (Ref: AE-0608000)",Moderate,Moderate,Moderate,-
"2,6-dichlorobenzamide (Ref: AE C653711)",High,Moderate,Moderate,C1=CC(=C(C(=C1)Cl)C(=O)N)Cl
3-chloro-5-trifluoromethyl-pyridine-2-carboxylic acid (Ref: AE-C657188),High,Moderate,Low,Clc1cc(cnc1C(=O)O)C(F)(F)F
Acifluorfen (Ref: RH 5781),High,Moderate,Moderate,C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O
"(E)-5,6-dihydro-1,4,2-dioxazin-3-yl[2-(5-fluoro-6-hydroxypyrimidin-4-yloxy)phenyl]methanone O-methyloxime (Ref: HEC 7155)",High,Low,Low,-
"N-(4,6-dimethoxypyrimidine-2-yl)-N-(3-methoxycarbonyl-6-trifluoromethylpyridine-2-yl)-amine (Ref: IN KY374)",High,Low,Low,-
"1-(4,6-dimethoxypyrimidine-2-yl)-2,4-diketo-7-trifluoro-methyl-1,2,3,4-tetrahydropyridol(2,3-d)pyrimidine (Ref: IN JV460)",High,Moderate,Low,-
Trifluoroethanoic acid,High,Low,Low,C(=O)(C(F)(F)F)O
3-trifluoromethylbenzoic acid (Ref: RE-54488),High,Moderate,Low,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O
Phthalimide,Moderate,Moderate,Moderate,C1=CC=C2C(=C1)C(=O)NC2=O
Phthalic acid,Moderate,Low,High,C1=CC=C(C(=C1)C(=O)O)C(=O)O
Phthalamic acid,High,Low,Moderate,C1=CC=C(C(=C1)C(=O)N)C(=O)O
3-chloroallyl alcohol,High,Moderate,Moderate,C(C=CCl)O
2-butanesulfonic acid,High,Moderate,Moderate,CCC(C)S(=O)(=O)O
Aminomethylphosphonic acid,High,Moderate,Moderate,C(N)P(=O)(O)O
3-chloro-1-methyl-5-(trifluoromethyl)-2(1H)-pyridinone,High,Moderate,Moderate,-
Heptachlor epoxide (Ref: ENT 25584),Low,High,High,C12C(C(C3C1O3)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl
Trans-5-(4-chlorophenyl)-4-methyl-2-oxothiazolidine (Ref: PT-1-3),Moderate,Moderate,Moderate,-
"2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-3,5,pyridinecarboxylic acid (Ref: CL 312622)",Moderate,Moderate,Low,CC1(N=C(NC1=O)c2ncc(cc2C(=O)O)C(=O)O)C(C)C
"5-hydroxy-6-((4RS)-4-isopropyl-4-methyl-5-oxo-4,5-dihydro-1H-imidazol-2-yl)nicotinic acid (Ref: CL-354825)",High,Moderate,Low,CC1(N=C(NC1=O)c2ncc(cc2O)C(=O)O)C(C)C
6-chloronicotinic acid (Ref: IC-0),Moderate,Moderate,Low,C1=CC(=NC=C1C(=O)O)Cl
"Methyl-7-chloro-2,5-dihydro-2-(((trifluoromethoxy)phenyl)amino)carbonyl(indeno(1,3,4)oxadiazine-4a(3H)-carboxylate (Ref: IN JT333)",High,High,High,FC(F)(F)Oc1ccc(cc1)NC(=O)N2N=C3c4ccc(Cl)cc4C[C@]3(OC2)C(=O)OC
"(E)-methyl 5-chloro-2,3-dihydro-2-hydroxy-1-((((methoxycarbonyl)(4-trifluoromethoxy)phenyl)amino)carbonyl)hydrazono)-1H-indene-2-carboxylate (Ref: IN KG433)",Moderate,Moderate,Moderate,-
(4-trifluoromethoxy)phenyl urea (Ref: IN MK638),Moderate,Moderate,Moderate,C1=CC(=CC=C1NC(=O)N)OC(F)(F)F
"N-(3,5-dichlorophenyl)3-isopropyl-2,4-dioxoimidazoline-1-carboxamide (Ref: RP-30228)",Moderate,Moderate,High,O=C2N(c1cc(Cl)cc(Cl)c1)C(=O)CN2C(=O)NC(C)C
"1-(3,5-dichlorophenyl)-5-isopropyl biuret (Ref: RP 36221)",High,Moderate,Low,-
"N-(3-(1-hydroxy-1-methyl-propyl)-5-isoxazolyl)-2,6,dimethoxybenzamide",High,Moderate,Low,-
(2RS)-3-cyclopropyl-2-(2-(methylsulfonyl)-4-(trifluoromethyl)benzoyl)-3-oxopropanenitrile (Ref: RPA 202248),High,Moderate,Moderate,CS(=O)(=O)c1cc(ccc1C(=O)C(C#N)C(=O)C2CC2)C(F)(F)F
2-mesyl-4-trifloromethylbenzoic acid (Ref: RPA 203328),High,Low,Low,FC(F)(F)c1ccc(c(c1)S(C)(=O)=O)C(O)=O
(E)-methoxyamino(alpha-(o-tolyloxy)-o-tolyl)acetic acid (Ref: BF 490-1),High,Low,Moderate,-
Malathion monocarboxylic acid (Ref: MMCA),Low,Moderate,Low,CCOC(=O)CC(C(=O)O)SP(=S)(OC)OC
Ethylenethiourea,High,High,High,C1CNC(=S)N1
Ethylene urea,High,Moderate,Moderate,C1CNC(=O)N1
Etem,Moderate,High,Moderate,C1CN2C(=N1)SSC2=S
4-chloro 2-methylphenol,Moderate,Moderate,Moderate,CC1=C(C=CC(=C1)Cl)O
Paraffin oil (CAS No. 72623-86-0),Moderate,High,High,-
"4,6-dimethoxypyrimidine-2-yl-urea (Ref: AE-F099095)",Moderate,Moderate,Low,O=C(N)Nc1nc(cc(OC)n1)OC
Mesosulfuron (Ref: AE F154851),High,Moderate,Moderate,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)O)OC
4-methylsulfonyl-2-nitrobenzoic acid,High,Low,Low,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)O)[N+](=O)[O-]
2-amino-4-methylsulfonylbenzoic acid,Moderate,Low,Low,-
"N-(2,6-dimethylphenyl)-N-(methoxyacetyl)alanine (Ref: CGA 62826)",High,Low,Low,CC(N(C(=O)COC)c1c(C)cccc1C)C(=O)O
Methyl isothiocyanate (Ref: SN-32866),High,High,High,CN=C=S
Desamino-metamitron,High,Moderate,Low,CC1=NC(=O)C(=NN1)C2=CC=CC=C2
Metazachlor oxalic acid (Ref: BH 479-4),High,Moderate,Low,-
Metazachlor sulfonic acid (Ref: BH 479-8),High,Moderate,Low,-
Methiocarb sulfoxide,High,High,High,CC1=CC(=CC(=C1S(=O)C)C)OC(=O)NC
Methiocarb sulfoxide phenol,High,Low,Low,-
Methiocarb sulfone phenol,Moderate,Moderate,Low,-
Diketo-metribuzin (Ref: BCS-AG59919),High,Moderate,Moderate,O=C(NN=C1C(C)(C)C)N(N)C1=O
Desaminodiketo-metribuzin (Ref: BCS-AA68848),High,Moderate,Moderate,CC(C)(C)C1=NNC(=O)NC1=O
Methyl 2-sulfamoylbenzoate (Ref: IN D5803),High,Low,Low,O=S(N)(=O)c1ccccc1C(=O)OC
"1,2-benzisothiazol-3(2H)-one,1,1-dioxide (Ref: IN 00581)",High,High,Low,C1=CC=C2C(=C1)C(=O)NS2(=O)=O
3-(ethylsulfonyl)-2-pyridinesulfonamide (Ref: IN E9260),High,Moderate,Low,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)N
3-chloro-4-methylaniline,Moderate,Moderate,Moderate,CC1=C(C=C(C=C1)[N+](=O)[O-])Cl
3-aminophenol,High,Moderate,Moderate,C1=CC(=CC(=C1)O)N
"8-(2,6-diethyl-4-methylphenyl)-tetrahydropyrazolo-1,2-d (Ref: NOA 407854)",High,Moderate,Low,-
"8-(2,6-diethyl-4-methyl-phehyl)-8-hydroxy-tetrahydropyrazolo(1,2-d)(1,4,5)oxadiazepine-7,9-dione (Ref: NOA 447204)",High,Low,Low,-
"2-dimethylamino-5,6-dimethylpyrimidin-4-ol (Ref: R31805)",High,Low,Moderate,-
"5,6-dimethyl-2-(methylamino)pyrimidin-4-ol (Ref: R34865)",Moderate,Low,Low,Cc1cccc(C)c1O
"5,6-dimethyl-2-(methylformamido)pyrimidin-4-yl dimethylcarbamate (Ref: R34885)",Moderate,High,High,-
"3,4-dichloroaniline",Moderate,High,High,C1=CC(=C(C=C1N)Cl)Cl
Aniline,High,High,High,C1=CC=C(C=C1)N
Propylene urea,High,Moderate,Low,C1CNC(=O)NC1
"2-(3,3,3-trifluoropropyl)phenyl sulfonamide (Ref: CGA 159902)",High,Moderate,Low,-
"Alpha-(1-chlorocyclopropyl)-alpha-o(2-chlorophenyl)methyl-1H-1,2,4-triazole-1-ethanol",Moderate,High,High,-
Pyridafol (Ref: CL 9673),High,Moderate,Low,C1=CC=C(C=C1)C2=NNC(=CC2=O)Cl
"2-amino-4,6-dimethylpyrimidine (Ref: AE-F1312593)",Moderate,Moderate,Moderate,CC1=CC(=NC(=N1)N)C
Pentachlorobenzene,High,Moderate,High,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl
Benzaldehyde,High,Moderate,Moderate,C1=CC=C(C=C1)C=O
Benzyl alcohol,Moderate,Moderate,Moderate,C1=CC=C(C=C1)CO
"2,4,5-trichlorophenol",Moderate,Moderate,High,C1=C(C(=CC(=C1Cl)Cl)Cl)O
Paraffin oil (CAS No: 97862-82-3),Moderate,High,High,-
Thiophene sulfonamide (Ref: IN W8268),High,Moderate,Low,C1=CSC(=C1)S(=O)(=O)N
Thifensulfuron (Ref: IN L9225),High,Moderate,High,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(SC=C2)C(=O)O
Thiometon sulfoxide,High,Moderate,Moderate,CCS(=O)CCSP(=S)(OC)OC
"N,N-dimethyl-N'-p-tolysulphamide",Moderate,Moderate,Low,CC1=CC=C(C=C1)NS(=O)(=O)N(C)C
N-methyl triazine amine (Ref: IN L5296),High,Moderate,Moderate,-
Isocarbophos (Ref: BAY 93820),Moderate,High,High,CC(C)OC(=O)C1=CC=CC=C1OP(=S)(N)OC
Didecyldimethylammonium chloride (Ref: P0151),Low,High,Moderate,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-]
4-chloro-2-(trifluoromethyl)aniline (Ref: FA-1-1),Moderate,Moderate,Moderate,C1=CC(=C(C=C1Cl)C(F)(F)F)N
"(1R,3R,E)-3-(4-chlorobenzylidene)-5,5-dimethyl-1-((1H)-1,2,4-triazol-1-ylmethyl)-cyclopentan-1,3-diol (Ref: RPA 406341)",High,Moderate,Low,-
"(E)-2-(4-chlorobenzylidene)-5,5-dimethyl-1-((1H)-1,2,4-triazol-1-ylmethyl)-cyclopentan-1,3-diol (Ref: RPA 404766)",High,Low,Low,-
"2-dodecyl-3-hydroxy-1,4-naphthoquinone",Low,High,Low,CCCCCCCCCCCCC1=C(C2=CC=CC=C2C(=O)C1=O)O
Fenoxaprop-P (Ref: AE-F088406),Moderate,Moderate,High,CC(C(=O)O)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl
Chlorobenzoxazolone (Ref: AE-F054014),Moderate,Moderate,Moderate,C1=CC2=C(C=C1Cl)NC(=O)O2
Methyl 2-(dimethylamino)-N-(((methylamino)carbonyl)oxy)-2-oxoethanimidothioate (Ref: IN A2213),High,Low,Low,CN(C)C(=O)C(=NO)SC
"N,N’-dimethyloxamic acid (Ref: IN D2708)",High,Moderate,Low,-
2-chloro-4-methylsulfonyl-benzoic acid,High,Low,Low,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)O)Cl
Benalaxyl-M (Ref: IR 6141),High,Moderate,Moderate,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)CC2=CC=CC=C2
Pethoxamid (Ref: ASU 96 520H),Moderate,Moderate,Moderate,CCOCCN(C(=O)CCl)C(=C(C)C)C1=CC=CC=C1
N-(2-ethoxyethyl)-N-(2-methyl-1-phenyl-1-propenyl)-2-sulfoacetamide,High,Moderate,Low,c1ccccc1C(=C(C)C)N(CCOCC)C(=O)CS(=O)(=O)O
Sulfosulfuron sulfonamide (Ref: MON 52729),High,Low,Low,NS(=O)(=O)c1c(nc2ccccn12)S(=O)(=O)CC
2-propoxy-3-propylquinazolin-4(3H)-one (Ref: IN MM671),High,Moderate,Low,-
Acrolein,High,High,High,C=CC=O
Bistrifluron (Ref: DBI-3204),High,Moderate,Moderate,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=CC(=C2Cl)C(F)(F)F)C(F)(F)F)F
Carpropamid (Ref: KTU 3616),Low,Moderate,Low,CCC1(C(C1(Cl)Cl)C)C(=O)NC(C)C2=CC=C(C=C2)Cl
Cinmethylin (Ref: BAS 684 H),Moderate,Moderate,Moderate,CC1=CC=CC=C1COC2CC3(CCC2(O3)C)C(C)C
Cyanophos (Ref: OMS 226),Moderate,High,High,COP(=S)(OC)OC1=CC=C(C=C1)C#N
Hydroprene (Ref: OMS 1696),Moderate,High,Moderate,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C
Imibenconazole (Ref: HF 6305),Moderate,Moderate,Low,C1=CC(=CC=C1CSC(=NC2=C(C=C(C=C2)Cl)Cl)CN3C=NC=N3)Cl
S-metolachlor (Ref: CGA 77102),Moderate,Moderate,High,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C
Profoxydim (Ref: BAS 625H),Moderate,Moderate,High,CCCC(=C1C(=O)CC(CC1=O)C2CCCSC2)NOCC(C)OC3=CC=C(C=C3)Cl
Metolachlor ethane sulfonic acid (Ref: CGA 354743),High,Moderate,Low,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CS(=O)(=O)O)C
"2-(2,4-dichlorophenyl)-3-(1H-1,2,4-triazol-1-yl)propan-1-ol (Ref: M14360-alcohol)",High,Moderate,Low,-
"1H-1,2,4-triazol-1-ylacetic acid (Ref: CGA 142856)",High,Low,Low,-
6-fluoro-2-hydroxybenzothiazole (Ref: KIF-230-M1),High,Moderate,Moderate,Fc1ccc2NC(=O)Sc2c1
1-(6-fluoro-2-benzothiazol-2-yl)ethanol (Ref: KIF 230-M3),Moderate,Moderate,Low,-
1-(6-fluoro-2-benzothiazolyl)ethylamine (Ref: KIF 230-M5),Moderate,Moderate,Moderate,-
"1-(2-(2-chloro-4-(4-chloro-phenoxy)-phenyl)-2-1H-(1,2,4)triazol-yl)-ethanol (Ref: CGA 205375)",High,Moderate,Low,-
"N-(2,6-dimethylphenyl)-N-(2-methoxyethyl)oxalamic acid (Ref: CGA 50266)",High,Low,Low,-
"((2,6-dimethylphenyl)-2-methoxyethyl)carbamoyl)methanesulfonic acid sodium salt (Ref: CGA 354742)",High,Low,Low,Na+].COCCN(C(=O)CS(=O)(=O)[O-])c1c(C)cccc1C
Dodemorph acetate (Ref: BAS 238F),Moderate,Moderate,Moderate,CC1CN(CC(O1)C)C2CCCCCCCCCCC2.CC(=O)O
"2,4-dichlorobenzoic acid",High,Moderate,Moderate,C1=CC(=C(C=C1Cl)Cl)C(=O)O
"2,5-dichloro-4-(1,1,2,3,3,3-hexafluoro-propoxy)-phenylamine (Ref: CGA 224443)",Moderate,Moderate,Moderate,-
Anilino acid,Moderate,Moderate,Moderate,-
Haloaniline,Moderate,Moderate,Moderate,C1=CC(=C(C=C1C(F)(F)F)Cl)N
Bromoxynil-heptanoate,Low,High,High,-
Glyphosate-trimesium,Moderate,Moderate,Moderate,C[S+](C)C.C(C(=O)O)NCP(=O)(O)[O-]
Ioxynil octanoate,Moderate,High,High,CCCCCCCC(=O)OC1=C(C=C(C=C1I)C#N)I
Nitrothal-isopropyl (Ref: BAS 300 OOF),High,Moderate,Low,CC(C)OC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)OC(C)C
Thiocyclam,High,High,Moderate,CN(C)C1CSSSC1
Haloxyfop (Ref: DOWCO 453),High,Moderate,Moderate,CC(C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl
Haloxyfop-etotyl (Ref: DOWCO 453EE),Moderate,Moderate,Moderate,CCOCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl
Haloxyfop-P-methyl (Ref: DE 535),Low,High,Moderate,CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl
Ditalimfos (Ref: DOWCO 199),Moderate,Moderate,High,CCOP(=S)(N1C(=O)C2=CC=CC=C2C1=O)OCC
Calcium phosphide,Low,High,High,[P-3].[P-3].[Ca+2].[Ca+2].[Ca+2]
"2,5-dichlorobenzoic acid methyl ester",Moderate,Moderate,Moderate,COC(=O)C1=C(C=CC(=C1)Cl)Cl
"N-(2,6-dichloro-3-methylphenyl)-5-methoxy-7-hydroxy-1,2,4-triazolo(1,5-alpha)pyrimidine-2-sulfonamide",Moderate,Low,Low,-
"N,N-dimethyl-6-(2,2,2-trifluoroethoxy)-1,3,5-triazine-2,4-diamine (Ref: IN D8526)",Moderate,Moderate,Moderate,-
N-desmethyl triazine amine (Ref: IN E7710),High,Moderate,Moderate,-
"N,N-bis-desmethyl triazine amine (Ref: IN M7222)",High,Moderate,Moderate,-
Iminoctadine triacetate (Ref: DF 125),High,Moderate,Moderate,CC(=O)O.CC(=O)O.CC(=O)O.C(CCCCN=C(N)N)CCCNCCCCCCCCN=C(N)N
Benazolin-ethyl,Moderate,High,Low,CCOC(=O)CN1C2=C(C=CC=C2Cl)SC1=O
Butroxydim (Ref: ICIA0500),Moderate,Moderate,Moderate,CCCC(=O)C1=C(C(=C(C=C1C)C)C2CC(=O)C(=C(CC)NOCC)C(=O)C2)C
Disulfoton sulfoxide (Ref: BAY 23323),Moderate,High,High,CCOP(=S)(OCC)SCCS(=O)CC
Magnesium phosphide,Low,High,High,[Mg+2].[Mg+2].[Mg+2].[P-3].[P-3]
2-chlorobenzenesulfonamide (Ref: IN A4097),High,Moderate,Low,C1=CC=C(C(=C1)S(=O)(=O)N)Cl
"2-amino-4-methoxy-6-methyl-1,3,5-triazine (Ref: CGA 150829)",High,Moderate,Moderate,CC1=NC(=NC(=N1)OC)N
Quizalofop (Ref: CGA 287422),Moderate,Moderate,Moderate,CC(C(=O)O)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl
Sodium 5-nitroguaiacolate,Moderate,Moderate,Moderate,COC1=C(C=C(C=C1)[N+](=O)[O-])[O-].[Na+]
Sodium o-nitrophenolate,Moderate,Moderate,Moderate,C1=CC=C(C(=C1)[N+](=O)[O-])[O-].[Na+]
Sodium p-nitrophenolate,Moderate,Moderate,Moderate,C1=CC(=CC=C1[N+](=O)[O-])[O-].[Na+]
Dioxathion (Ref: Hercules AC25),Moderate,High,High,CCOP(=S)(OCC)SC1C(OCCO1)SP(=S)(OCC)OCC
"2-amido-3,5,6-trichlo-4-cyanobenzenesulphonic acid (Ref: R417888)",High,Moderate,Low,-
"3-carbamyl-2,4,5-trichlorobenzoic acid (Ref: R611965)",High,Low,Moderate,-
5-amino-4-chloro-3(2H)-pyridazinone,High,Moderate,Low,NC=1/C=N\NC(=O)C=1Cl
5-amino-4-chloro-2-methyl-3(2H)-pyridazinone,High,Moderate,Moderate,Cl\C1=C(\C=N/N(C1=O)C)N
Barban (Ref: A-980),Moderate,Moderate,Moderate,C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl
