Unnamed: 0,Environmental fate,BCUT2D_LOGPHI,qed,Chi2v,Chi3v,BalabanJ,Chi1v,BCUT2D_LOGPLOW,MolLogP,Chi4v,Chi0v,FpDensityMorgan2,Kappa3,Kappa2,SPS,BCUT2D_CHGHI
Benzthiazuron (Ref: BAY 60618 ),High,2.310267032,0.804345974,3.584624187,2.664448765,3.170868005,4.496361455,-2.011169006,3.2739,1.563667911,8.618949463,1.769230769,2.499351845,4.180581047,10.07692308,2.117556543
Halosulfuron-methyl (Ref: CGA 288239),Not High,2.096385935,0.275388813,3.051643115,2.002968465,2.230137716,4.415224094,-2.420954712,-0.6204,1.240386909,8.024949456,2.571428571,3.564522335,5.379331244,22.07142857,2.158466816
Tembotrione (Ref: AE 0172747),High,2.402986571,0.864315915,5.7728864,4.040797254,1.994481785,7.480733054,-2.33840129,3.2633,2.95381901,13.01134616,2.285714286,2.918451602,5.926701502,25.38095238,2.443380022
Spirotetramat (Ref: BYI 08330),Not High,2.43377872,0.356516456,5.996671609,4.253122122,2.725550043,8.06582597,-2.250590807,5.3408,2.816186149,14.92135017,1.642857143,4.300278913,7.966212724,11.35714286,2.387723532
Fluroxypyr-meptyl,Not High,2.275942921,0.832680877,3.939623005,2.326460883,3.048039434,5.135106963,-2.219441586,2.08764,1.838573276,10.41841071,1.75,2.655123564,4.87601073,9.8125,2.089423621
MCPA-thioethyl,High,2.36491284,0.490824205,4.511791282,1.796920808,3.059901692,4.209017369,-2.020841983,3.5617,1.045690683,8.214838079,1.818181818,2.676410905,3.359310173,11.63636364,2.236814413
Sodium chlorate,High,2.226258343,0.591356872,6.313532845,4.657726997,1.723722009,8.195103697,-2.379241913,4.4147,2.926825736,13.79064556,2.142857143,4.87232266,8.019196681,19.47619048,2.171895843
Fluorodifen (Ref: C 6989),Not High,2.477743637,0.454925289,5.053168642,3.281217338,3.869113877,7.130758344,-2.273015273,3.7304,2.404790586,13.09165503,1.625,3.836389126,7.320420245,11.375,2.423242744
Dichlone (Ref: USR 604),Not High,2.113299911,0.76450551,3.453285637,2.120230175,2.852731014,5.496053869,-2.169754563,1.5224,1.071957515,10.24145291,1.875,3.524599179,6.093471214,12.0,2.072342997
Fenaminosulf (Ref: BAY 5027),High,2.734627138,0.637785168,10.80740479,8.776305462,2.156886975,10.42367445,-1.831069575,5.7156,8.207942722,13.08823658,1.315789474,4.734332397,7.202786677,11.42105263,2.259622493
Kinoprene,Not High,2.398494062,0.147935354,16.57086016,10.3736382,2.17e-07,19.57905268,-2.549117743,8.4208,7.40648259,35.1894439,0.982758621,12.24509953,19.61955155,20.55172414,2.522423836
Flubendiamide (Ref: NNI-0001),High,2.626042158,0.669940982,8.49375295,5.902702624,2.640460092,9.197403339,-2.056556626,4.8779,5.353265627,13.03968919,1.555555556,6.053949478,7.343650288,12.33333333,2.280252157
Pyroxsulam (Ref: XDE 742),High,2.456391225,0.904581101,6.724163015,4.693768808,1.992479323,7.915366791,-2.158525545,3.96052,3.534676768,14.65421827,2.130434783,2.537096774,5.354204699,18.7826087,2.370474881
Orthosulfamuron (Ref: IR5878),Not High,2.387404664,0.487281903,7.58408851,4.916967314,2.334751386,8.786885872,-2.184526092,6.14622,3.982050689,16.33886445,1.692307692,5.099234633,7.348518684,12.19230769,2.391052688
Chromafenozide (Ref: ANS 118),High,2.351241171,0.82507339,7.193750874,4.70622283,2.246640988,8.46747548,-2.179398151,4.9023,3.598966413,14.7551719,2.041666667,4.168145991,6.962864085,13.33333333,2.386781518
Amisulbrom,Not High,2.253000653,0.677826552,4.112866241,2.737906944,2.400038917,6.414835581,-2.284162923,2.5754,1.789409595,11.86811089,1.714285714,3.595952441,7.093633436,10.85714286,2.179545563
Chlorantraniliprole (Ref: DPX E2Y45),High,2.4346694,0.405460519,4.197472842,3.75725163,2.839800155,5.068263654,-1.957430324,3.9706,2.258874232,9.559177038,1.5,1.292727772,3.455949753,14.14285714,2.303534699
Pyridalyl (Ref: S-1812),High,2.280511608,0.893244445,6.136564397,3.867188501,2.778030462,7.298885716,-2.521422403,3.81518,1.926740759,13.91824836,2.0,4.519128936,7.016339399,14.95238095,2.317663055
Ipconazole (Ref: KNF 317),High,2.417481514,0.413399652,6.663606572,5.528778507,2.611597466,8.277552281,-2.18107865,6.5575,3.197950123,15.7991215,1.333333333,3.54350582,7.562710345,10.58333333,2.287499352
"2,3,3-trichloro-2-propene sulfonic acid",High,2.291573824,0.850636544,4.185723763,3.040990886,2.564936613,5.350615301,-2.05062256,3.05212,1.78550275,9.932649801,1.8125,2.1030357,4.276007951,10.4375,2.062117207
Orysastrobin,High,2.280306551,0.841734385,5.052343858,3.643114497,2.156825318,7.170892816,-2.116621955,4.60302,2.178379522,12.94105651,1.909090909,4.037526955,7.354567175,12.27272727,2.136621275
Cyflumetofen (Ref: OK-5101),Not High,2.327002756,0.757982898,6.072326522,4.440340936,2.028402626,8.688015198,-2.394615602,3.1334,2.965038618,15.40540051,1.62962963,4.462324497,8.684449443,14.77777778,2.175458742
Spinetoram (Ref: XDE 175),Not High,2.217700419,0.658406358,5.519615986,2.87859197,2.717874339,6.929105238,-2.102709554,1.4565,1.945102306,10.39188398,1.875,4.5394848,5.219109113,10.875,2.052661063
Chlorimuron-ethyl (Ref: DPX F6025),High,2.515718345,0.565568225,5.870328916,4.013786708,3.086993895,7.276767052,-1.955445289,4.9481,2.50262593,12.68571528,1.888888889,3.886927858,6.804611741,12.61111111,2.267173245
Ethametsulfuron-methyl (Ref: DPX-A7881),Not High,2.501808243,0.600780193,6.970927144,5.082459016,3.063766854,7.662496738,-1.969901972,4.5429,2.40399279,12.34751132,1.5,3.474220247,5.873406506,11.5625,2.204074545
Cyclosulfamuron (Ref: BAS 710H),Not High,2.211337809,0.524797177,3.575425225,1.821697127,2.897205091,4.439412349,-2.065305727,2.86982,1.168054711,8.837721687,2.076923077,3.070998764,4.282623273,10.76923077,1.951321699
Pyrazosulfuron-ethyl (Ref: NC 311),Not High,1.813721151,0.474260911,1.299307742,0.745095606,2.754184786,2.192706962,-2.119829785,-0.4216,0.146385011,4.019884442,2.166666667,2.447529691,3.40193858,14.5,1.93608939
Sulfometuron-methyl (Ref: DPX T5648),High,2.593532323,0.334305869,6.825841439,4.424163805,1.932590402,7.541824528,-2.357137061,1.6229,2.970573818,13.95814177,2.086956522,3.235654439,6.071789324,25.17391304,2.610940531
Trifloxysulfuron (Ref: CGA 292230),High,1.47977869,0.349907335,0.0,0.0,1.0,2.535462764,-0.79757869,1.0512,0.0,3.535462764,1.5,0.099863014,1.73,3.0,0.949645086
Imazapic (Ref: AC 263222),High,2.590868202,0.328747201,6.604364109,4.657051803,2.179483278,7.80025825,-2.146898013,4.2809,3.04783472,14.4602174,1.52,3.422954465,7.154566101,21.6,2.607489397
Cloransulam-methyl (Ref: XDE 565),High,2.320871846,0.841560606,7.270117765,4.545718337,2.749385463,8.44477337,-2.210668953,1.67512,3.182700709,13.67089586,1.833333333,3.13701226,5.61944507,12.41666667,2.334474802
Diclosulam (Ref: XDE 564),Not High,2.266937431,0.701815745,7.380036684,5.676538125,2.43631359,8.935264114,-2.403730394,-0.30648,4.469677026,15.22621883,1.96,3.275158577,6.67935947,11.2,2.300733457
Pyribenzoxim (Ref: LGC 40863 ),Not High,2.273543102,0.627851274,9.009648805,6.396590805,2.674411771,10.5027545,-2.44297524,1.6623,3.803455671,18.5627795,1.75,4.861251007,8.672062167,12.46875,2.351631018
Flucarbazone-sodium (Ref: BAY MKH 6562),High,2.03365487,0.602012614,2.125302113,1.225900621,2.650397773,3.292538691,-2.210904769,0.7097,0.706046903,6.150461522,1.75,2.086362156,3.521794514,9.0,2.092209263
Dimethametryn (Ref: C 18898),High,2.336103938,0.593549967,6.489698523,4.508131638,2.005101833,8.395872877,-2.139521867,5.7229,2.857492497,15.32315789,1.888888889,4.091759167,7.61881907,11.07407407,2.231581384
Amicarbazone (Ref: BAY MKH 3586),High,2.788289728,0.496298764,8.651807906,8.916845313,2.299242536,8.009742388,-2.467526528,5.2243,7.18273815,14.28879672,1.111111111,1.273627884,4.056444663,57.33333333,2.855650858
Lactofen (Ref: PPG 844),Not High,2.426348604,0.419029663,4.929078064,3.123616593,3.699377936,7.014110423,-2.278354495,3.977,2.281578875,12.72554845,1.608695652,4.438954755,7.444914695,11.34782609,2.385026394
Flumiclorac-pentyl (Ref: S 23031),High,2.396629525,0.523450215,7.099300513,4.260023153,3.769656534,8.939604076,-2.264485628,2.5329,2.922175907,13.99900306,1.391304348,4.3761032,7.35665216,11.26086957,2.319762905
Pentoxazone (Ref: KPP-314),Not High,2.386926762,0.464657122,3.406160899,2.07950375,3.823378455,3.971007632,-2.174843089,-0.1411,0.713504746,5.506123588,2.125,2.425723536,2.596867015,16.0,2.209954113
Butafenacil (Ref: CGA 276854),Not High,2.491393119,0.724283339,7.614271267,5.322660076,2.809298824,9.640507834,-2.01649106,3.1003,3.829769207,13.14773833,1.666666667,4.782741287,7.35874037,13.27777778,2.205114889
Pyraclonil (Ref: NAI-1886),Not High,3.125698198,0.317211732,13.60686164,17.28991493,2.077829676,10.30336051,-3.03324529,6.223,16.02653965,18.60672103,0.363636364,0.707758877,3.349143549,80.18181818,3.318685171
Benzofenap (Ref: MY 71),Not High,2.124616889,0.721941568,3.303378957,2.014971791,2.880038731,5.800078437,-2.085896262,1.4571,1.277640943,9.48059922,1.5,3.02449287,5.640096231,9.928571429,2.02890052
Benzobicyclon (Ref: SB 500),Not High,2.159356598,0.624436588,2.871098318,1.793327308,2.159341418,4.468580801,-1.621507272,4.102,1.104791596,7.667929883,0.857142857,2.263271662,4.325414892,10.57142857,1.861932672
Thenylchlor (Ref: NSK 850),Not High,2.101474453,0.529786082,1.991441328,1.083770879,3.077660438,2.676989049,-1.803150833,1.9222,0.70532046,5.020644765,2.125,1.138019489,2.052669548,9.125,1.828973443
Naproanilide,Not High,2.116969019,0.448625541,2.099335306,1.411230926,2.249544095,2.911230926,-2.018661867,1.5196,0.946114263,4.443782196,1.571428571,1.29814875,2.101967961,22.57142857,2.054314777
Fentrazamide (Ref: BAY YRC 2388),High,1.392607251,0.407527891,0.447213595,0.1,1.974744871,1.132455532,-1.84530091,-1.029,0.0,2.308640753,1.25,1.92,2.92,7.5,1.575298676
Anilofos (Ref: HOE 30374),Not High,2.105716284,0.511431199,2.347150628,1.658689248,2.888051602,3.404700538,-1.665455302,2.8398,1.132905825,5.618802154,0.8,0.780533544,2.143052886,10.0,1.845797867
Piperophos (Ref: C 19 490),Not High,2.081539569,0.549621882,4.159486078,2.492997509,3.095845581,5.882818306,-2.204708009,3.2153,1.456939304,10.01231614,1.428571429,8.085816371,9.041866652,10.21428571,2.015629612
Esprocarb (Ref: C 14526),High,2.057487373,0.578319877,2.911505496,1.744195557,2.849761282,4.488391115,-1.928024335,2.8216,1.056555811,7.305209354,1.636363636,9.47,7.575596621,9.909090909,1.947530261
Flupropanate-sodium (Ref: Orga 3045),High,2.180765264,0.781775211,3.208787518,2.221612094,2.587530917,4.456204929,-1.997414494,2.4669,1.609564251,7.604020551,1.785714286,1.592969852,3.499332613,10.28571429,2.032491054
Diflufenzopyr (Ref: HSDB 7010),Not High,2.197276005,0.830197544,3.191370621,2.083241182,2.264114488,4.589467754,-2.086636157,2.3032,1.402261567,8.012268842,1.866666667,2.255082718,4.002881594,10.13333333,1.994625445
Indanofan (Ref: MK 243),Not High,1.415654394,0.429882883,0.519018036,0.0,2.803039488,0.927730943,-1.777043743,0.0909,0.0,2.355461886,2.0,1.156009256,0.8748583,6.25,1.650995185
Cyphenothrin (Ref: S 2703),Not High,2.238423036,0.681278124,6.921670662,3.703681428,2.391393303,8.375926165,-2.203085271,3.6021,2.321373124,14.49970314,1.857142857,7.268227871,8.733290352,14.71428571,2.135150106
Fenobucarb (Ref: BAY 41367C),Not High,2.138511645,0.72580301,2.857050808,1.836253271,2.161475751,4.321367205,-1.873301255,3.4302,1.209639038,7.273502692,0.923076923,2.089799938,3.764211048,9.538461538,1.893649743
XMC (Ref: H 69),Not High,2.271501489,0.696938489,2.883174462,1.988843641,2.536070446,4.211640669,-1.761549944,3.0592,1.335460669,7.143366018,1.307692308,1.541151578,3.31491082,9.846153846,1.997322308
EPN (Ref: OMS 219),Not High,1.214615215,0.38698058,0.223606798,0.0,2.475534206,0.723606798,-1.100101722,0.52988,0.0,1.947213595,2.0,1.49,1.49,2.666666667,1.172732527
Cycloprothrin (Ref: OMS 3049),High,2.29343692,0.469795536,3.857142857,0.0,3.023715784,2.267786838,-1.80603692,2.5529,0.0,5.035573676,0.8,38.29198573,1.741848257,12.0,2.10788998
Benquinox (Ref: BAY 15080),Not High,2.323749925,0.501755282,3.974770033,1.817563683,2.79815417,3.695687977,-2.202449174,2.3218,1.665893013,6.899812122,2.0,1.693077005,2.223844673,24.3,2.246603359
Dichlormid,High,2.199070486,0.614103357,2.352259833,1.611419382,2.913161164,3.404771222,-1.75874547,1.9404,1.088109167,5.858528806,1.909090909,0.923217269,2.234974333,10.18181818,1.957253463
Diethyltoluamide,Not High,2.437874885,0.356081665,6.721141547,4.220480998,2.246567179,8.829183256,-2.45362944,6.2446,2.707873008,16.78096331,1.545454545,5.930040568,9.549627262,12.81818182,2.593513247
"1,2-dichloropropane (Ref: ENT 15406 )",High,2.110377198,0.608972746,2.877482404,2.248738674,3.070614738,3.756219286,-1.944058904,1.5896,1.629448013,5.942394239,2.1,0.674947435,1.95199328,10.4,1.957097092
Allidochlor (Ref: CP 6343),High,2.321098739,0.758106126,5.606712753,3.696415323,2.040281776,7.537252415,-2.279525479,4.7451,2.384017095,13.63545732,1.730769231,4.873695685,7.527031202,12.11538462,2.345357259
Aminocarb (Ref: BAY 44646),Not High,2.289006311,0.921246877,4.737376059,3.895945291,2.275881727,6.272676422,-2.112117221,3.57388,2.378584655,11.10460827,2.111111111,2.459235118,5.357184543,9.833333333,2.176589159
Chlorfenac,High,1.853647966,0.540825252,1.689532624,0.877853185,2.530060457,3.100684816,-1.991461344,0.7954,0.413011435,5.390995792,2.125,5.92,6.92,9.75,1.819361319
Dinotefuran (Ref: MTI 446),High,2.375183476,0.736759918,7.893470235,4.827621919,2.469442488,8.436999227,-2.238438706,2.4675,3.710504641,14.08076502,1.96,4.192774884,6.107800686,17.56,2.431068963
Etaconazole (Ref: CGA 64251 ),Not High,1.296242638,0.406807966,0.316227766,0.0,1.632993162,1.023334547,-1.568363547,-0.0014,0.0,2.154320377,2.0,1.96,1.96,6.0,1.340293519
Flumetralin (Ref: CGA 41065),High,2.259668748,0.590534808,5.003377194,3.153108072,3.125908796,7.106657664,-2.359658818,3.51172,2.092517959,12.82832502,2.105263158,4.21804306,7.510031316,10.84210526,2.193954134
Nitrapyrin,Not High,2.076195165,0.507357706,3.573335447,2.132392159,2.861387339,5.264784317,-1.885898879,3.7161,1.33105226,8.56510254,1.416666667,9.67,8.763720712,10.16666667,1.930218872
Piperalin (Ref: HSDB 7058),Not High,2.20418656,0.523234914,8.244390689,5.936502629,3.57e-07,11.31398798,-2.51028454,4.34884,3.766886804,20.00593909,1.303030303,7.881342734,12.55930339,10.66666667,2.273121063
Secbumeton,High,1.741892328,0.502844525,0.882868808,0.331559217,3.301627872,1.704393082,-1.826180627,0.8235,0.1616671,3.644055843,2.333333333,3.5,2.722222222,9.5,1.774508746
Edifenphos (Ref: BAY 78418),Not High,2.40187406,0.635934924,3.803917794,2.070322157,2.483360106,4.082978805,-2.241977976,2.1057,1.599352928,7.294619475,2.166666667,1.035740148,2.15679774,18.5,2.309437103
Oxpoconazole fumarate (Ref: UR 50302),Not High,1.846537983,0.541921467,2.457106781,1.414213562,2.595082707,4.121320344,-2.153983073,2.1762,0.728553391,6.742640687,1.333333333,7.96,7.96,10.0,1.827467678
Iprobenfos,Not High,2.226847163,0.940107328,4.385070726,2.983615637,2.737813936,5.805153232,-2.25160443,2.22822,1.952710084,11.10518861,2.047619048,2.512410221,5.243385975,11.14285714,2.218356481
Furametpyr (Ref: S 82658),Not High,2.255421836,0.914653737,4.548730906,2.679638798,2.068142491,6.316958285,-2.222424004,3.5183,1.574131292,11.67248184,1.952380952,4.060147899,6.40672882,11.76190476,2.123796811
Thifluzamide (Ref: MON 24000),High,2.315123456,0.606269085,4.271452773,2.699741161,2.20564439,5.690297956,-1.884680782,4.6939,1.767912841,10.48119719,1.722222222,2.910731082,5.246450354,10.11111111,2.068039253
Penthiopyrad (Ref: MTF 753),Not High,1.128696431,0.355007613,0.23570226,0.0,2.187496097,0.81305253,-1.358030367,0.2052,0.0,1.98559856,2.0,1.67,1.67,4.333333333,1.240992307
Metominostrobin (Ref: SSF 126),High,2.258666,0.78855592,6.592206682,3.797907199,2.148641348,7.790018089,-2.295803651,4.1878,2.183083471,14.97712053,1.826086957,4.419579333,6.95938845,11.0,2.156942413
Phthalide (Ref: BAY 96610),Not High,2.033293166,0.645798859,3.156936362,3.378082812,2.754184786,4.140903875,-1.976991719,2.3836,0.642857143,7.053379275,2.166666667,3.44047619,4.41,14.5,1.939908399
Fenoxanil (Ref: BAS 546F),Not High,2.607588542,0.847585215,7.776683692,5.954701056,1.67301583,9.139493802,-2.161286001,4.8568,5.113933194,15.16897041,2.0,2.540259353,6.179723727,23.73076923,2.475137476
Tecloftalam (Ref: SF 7402),High,0.8612,0.332022922,0.0,0.0,0.0,0.0,0.8612,0.0581,0.0,2.121320344,1.0,5.732325581,0.755581395,0.0,-0.153391161
Diclomezine (Ref: F-850),Not High,2.201814832,0.321192631,6.973284229,3.644920778,4.052073193,8.266030793,-2.216570282,5.062,2.082734398,15.43992334,1.863636364,11.55666494,10.60521535,14.63636364,2.152977645
Flumorph (Ref: SYP L190),Not High,1.590982544,0.326608259,0.582868717,0.128554893,2.847378923,1.090822476,-1.890508911,0.0225,0.0,2.763710176,2.2,3.43,1.72154519,6.8,1.78816691
Methasulfocarb (Ref: NK 191),Not High,1.853925396,0.490252972,1.524373784,0.82789504,2.190609687,2.655790079,-1.650359087,1.7163,0.474341649,4.46296113,2.2,4.35,4.35,8.4,1.683111582
Fenchlorphos (Ref: Dow ET-14),Not High,1.822863389,0.549640042,1.963961012,1.928571429,1.974744871,3.277460299,-1.610072033,1.7762,0.0,5.342135587,1.25,2.96,3.96,7.5,1.604031991
Alpha-chlorohydrin (Ref: U 5897),High,2.117333732,0.716805957,3.999308437,1.281252519,2.896293578,4.197262631,-2.272489154,1.3176,0.92337224,8.552884475,1.846153846,3.415169495,3.334193689,11.38461538,2.116781474
Imiprothrin (Ref: S 41311),Not High,2.080718111,0.688737067,4.233724665,1.489320973,2.936527397,4.909211508,-2.29427844,0.8071,1.049914374,9.509782263,1.866666667,3.967945181,4.288367535,11.2,2.111479498
Iodomethane (Ref: TM 425),Not High,2.283257919,0.37641332,7.210467875,4.799865903,1.401529964,9.810793614,-2.379576539,5.8429,3.139829137,17.46748148,1.806451613,4.616374434,8.65220493,11.87096774,2.219833743
Lithium perfluorooctane sulfonate,High,2.327469317,0.581274956,7.657477527,6.005591458,2.001243627,9.714829035,-2.305965795,2.7951,4.418259753,15.71796774,2.12,3.98747078,7.75522957,14.44,2.147745011
Metofluthrin (Ref: S 1264),Not High,2.148482172,0.518745287,5.69971184,3.724381391,2.058820608,8.768404692,-2.085546281,4.3674,2.423631508,14.05839263,1.5,9.800132642,13.59246665,10.81818182,1.971482575
Pyrasulfotole (Ref: AE 0317309 ),Not High,2.275682421,0.837230837,4.720865306,3.193519301,3.369702176,6.574466666,-2.452967338,2.00992,2.290609886,12.3427867,2.05,3.359603025,7.050088442,12.0,2.292780039
Thiencarbazone-methyl (Ref: BYH 18636 ),Not High,2.144484052,0.452106394,3.504573019,2.290259223,1.12e-06,4.665256622,-2.997,-4.9894,1.386870871,10.78101618,0.875,3.472455621,6.459772336,8.875,2.00314742
T-oxanilic acid (Ref: MON 52766),High,2.331515875,0.844255021,3.600752855,2.34347571,2.866629469,4.62962428,-2.090984907,3.1102,1.345797196,9.027197753,1.785714286,2.941320128,4.731837043,9.928571429,2.07783648
Bixafen,High,2.274526117,0.884248922,5.570947894,3.820516225,2.559840281,6.510478228,-2.408386079,1.98432,2.104404639,12.02032485,2.05,2.194535467,4.739575425,21.85,2.420813696
Isobenzan (Ref: ENT 25545),High,2.171255281,0.616694097,6.776141102,4.351689837,2.12103339,8.987678919,-2.355028345,0.8435,3.099710836,15.10973353,1.703703704,5.536701161,8.313148521,10.74074074,2.200514859
Fluchloralin (Ref: BAS 392H),High,2.289934014,0.578147062,6.785710322,4.459886656,2.363244681,8.977966199,-2.361212999,1.1162,2.987517087,15.82903322,1.633333333,5.218682448,8.355568658,11.5,2.359653616
Nitralin (Ref: HSDB 789),High,2.190937959,0.516545668,7.594642199,4.867160524,2.272595248,9.316378436,-2.353851824,1.00182,3.638281175,16.32235428,1.923076923,4.751539672,7.774560958,10.88461538,2.248554296
Ampropylfos (Ref: PNL 62),Not High,2.162865988,0.750211268,6.59112665,4.509137792,2.314847775,8.532390642,-2.415992581,0.42152,3.071204019,14.81145538,1.846153846,4.029025189,7.308300945,10.88461538,2.263213308
Fensulfothion (Ref: ENT 24945),Not High,2.210915987,0.529757608,7.975488069,5.064924073,2.292234072,9.973591051,-2.358785506,1.39572,3.624352932,17.57510531,1.84375,6.401785362,9.208211205,11.5625,2.29699006
Chlordecone (Ref: ENT 16391),High,2.159957702,0.676337323,6.93364707,4.750187503,2.360092601,9.241993657,-2.4034512,0.1038,3.188271141,15.64773833,1.925925926,4.162643199,8.033672117,11.07407407,2.268756025
Mirex (Ref: GC 1283),High,2.344214232,0.571471973,5.519033055,3.803169268,2.167177374,7.246630694,-2.236354984,5.409,2.398455921,13.15405591,1.708333333,3.045249582,5.992908048,11.70833333,2.397592995
Simetryn,High,1.853334023,0.408382243,1.135016644,0.0,4.062942299,1.9258201,-1.687298711,0.1702,0.0,2.797170398,1.2,345.7601385,0.891220876,11.6,1.943017414
Azobenzene (Ref: ENT 14611),Not High,2.501337898,0.742881864,8.490472381,4.630035057,2.868246661,9.167605849,-2.153724092,3.8389,3.806866179,14.62471531,1.8,5.444482894,6.941010344,12.75,2.243769936
3-chloroaniline,Not High,2.302450365,0.354429544,5.823810128,4.424879739,2.154897583,6.679711213,-1.68931589,3.56018,3.666752898,9.585169663,2.285714286,2.20821345,4.689859357,10.21428571,2.021274157
Cyclohexanone,High,2.033346088,0.583797475,4.245291199,2.98928421,2.56e-06,6.227144599,-3.114265886,-1.55968,1.694383698,11.88707669,1.647058824,6.667779326,9.45905864,10.35294118,2.009965551
Ethylene glycol,High,2.361895769,0.781053492,5.414465807,3.11567325,2.175954979,6.09746602,-2.453269018,2.7193,2.165962946,11.03360343,2.294117647,2.436855947,4.517423126,23.35294118,2.444619096
Naphthalene,Not High,2.176275265,0.813803854,2.992127578,1.691806631,2.688220173,4.121896667,-2.222498805,2.1919,0.975118097,7.784354941,2.307692308,2.951371503,4.14078301,12.15384615,2.113495286
"N,N-dimethyl capramide",Not High,2.291949738,0.420948716,4.866866677,3.311899298,2.543686495,7.479713413,-2.114698792,2.4431,2.153240369,15.10053161,1.692307692,4.180451372,8.653192042,10.88461538,2.215634227
Pelargonic acid,Not High,2.594041008,0.597719909,7.106488139,4.545535435,1.983725069,7.609877892,-2.107861287,4.58504,3.044445647,13.98770498,1.952380952,3.368679496,5.668019653,22.57142857,2.608725364
1-naphthylacetic acid,High,2.104341101,0.485221398,3.940289915,2.591898616,2.830118712,5.826856032,-2.297757494,1.8519,1.603628741,11.01564543,2.388888889,4.213029095,6.804125598,11.16666667,2.105005117
2-naphthyloxyacetic acid,High,2.457906942,0.644414828,9.533643669,5.484775482,5.108227201,5.626425128,-2.311129974,3.0566,3.543011949,9.844601966,0.909090909,2.831200543,3.445708144,15.09090909,2.517407905
Acetic acid,High,2.215060988,0.438559516,6.823222475,4.52223816,2.262502466,9.297017699,-2.353218269,1.9764,3.150443445,16.03021987,1.548387097,6.662185038,9.876310801,11.19354839,2.250602641
Diphenylamine,Not High,2.259664574,0.487137708,3.53213888,1.363705935,3.168489873,2.856177245,-2.010231961,2.5954,0.0,5.742680457,1.333333333,5.16,2.463200692,12.0,2.15541599
2-phenylphenol,Not High,1.945469196,0.40598289,2.05161483,0.0,2.323790008,1.886657611,-1.629809484,1.81,0.0,3.845137107,1.5,19.14599287,1.859329609,9.0,1.74707813
"1,1,1-acetonitrile (Ref: USAF EK-488)",High,1.985889986,0.524728274,2.140315334,1.704434989,2.754184786,3.074717703,-1.99058203,2.0714,0.371153744,5.393244089,1.5,3.075338809,4.040357751,10.0,1.949803227
Carbon tetrachloride (Ref: ENT 4705),Not High,1.522153786,0.396333969,0.471404521,0.166666667,2.732050808,1.149829914,-1.210320249,1.3584,0.0,2.568914101,1.25,1.48,2.48,5.0,1.2909089
Isophorone,Not High,1.845903911,0.41574925,1.224744871,0.744016936,2.0,2.154700538,-2.158799402,0.0332,0.439826406,3.644923706,1.0,0.953692476,2.157216947,24.0,1.938198286
8-hydroxyquinoline,Not High,2.125550605,0.728077962,3.659939943,2.367686683,2.146711376,4.92719146,-1.90478015,2.4418,1.506679273,8.480609473,0.933333333,2.4984504,4.047909046,10.13333333,1.953959812
Noviflumuron,High,2.042418415,0.425686211,1.918847178,1.309920344,2.478438739,2.544725695,-2.173220282,0.2386,0.78301432,4.47678223,2.428571429,0.734423082,1.523475772,21.28571429,2.136073784
"1,2-benzisothiazolin-3-one",Not High,2.198561396,0.751207694,5.265454473,3.765659871,2.022598596,7.744427246,-2.096372631,3.1719,2.592362319,12.60040917,1.85,3.264983823,7.217371591,11.3,2.123059103
Fluopyram,High,2.301592825,0.807731267,6.797815759,4.82274982,1.584958738,8.165338054,-2.308652635,4.43462,3.398410916,13.75245568,2.043478261,3.428823856,6.372574111,20.43478261,2.357263629
Isotianil (Ref: BYF1047),Not High,2.294146836,0.894925916,6.446798212,3.944140908,2.280560769,7.902106365,-2.161091679,4.26952,2.947420202,14.35184835,1.956521739,3.781522081,6.939849895,12.47826087,2.215965275
2-butoxyethanol (Ref: A13-0993),High,2.204469938,0.655521004,7.14950676,4.004531129,2.948924561,9.112121821,-2.506429613,3.2196,2.494819744,17.00104381,1.62962963,7.864859314,10.76852466,13.03703704,2.281561541
Pyroxasulfone (Ref: KIH-485),Not High,2.758819828,0.575408709,8.767340035,8.946869492,2.187726044,8.45621071,-2.451620457,3.6898,6.598894658,14.32176436,1.315789474,1.589442747,4.526742856,52.21052632,2.820580394
Ethanol,High,2.256566682,0.602278891,7.153370981,4.709236021,2.062740063,9.470800993,-2.235127772,3.4752,3.294603801,17.66730701,2.034482759,4.132869781,8.426176652,10.31034483,2.21808845
Propisochlor,Not High,2.59824553,0.895552731,6.787234896,4.984446148,1.563375092,8.26261471,-2.143871308,4.1235,3.583216011,13.37607719,2.083333333,2.808612762,5.685088875,22.66666667,2.481869588
Calcium carbide,Not High,2.387148821,0.772784462,3.587025864,2.411847743,2.5122858,4.532951694,-2.085727799,1.2878,1.313589713,7.952696597,2.142857143,1.504040927,3.093263025,15.5,2.287496641
Methyl nonyl ketone,Not High,2.288746611,0.780527499,6.281067325,4.452644348,3.119863436,6.790924343,-2.108436099,2.74028,2.190731692,10.41792844,2.111111111,3.196291138,4.937315409,13.77777778,2.319876943
Denatonium benzoate (Ref: ASU 90 820 P),High,2.77338046,0.567611285,9.074390717,8.46215778,1.756071047,9.091796793,-2.527563675,2.1362,7.657247605,13.95567088,2.083333333,1.287376716,4.061936565,57.5,2.826586202
Iron sulphate,High,2.342541703,0.7571556,6.535162076,4.529646142,1.962195541,7.409048571,-2.422694534,1.0415,3.604293346,12.09424372,1.75,3.449745588,6.037731964,33.95,2.37766062
