Unnamed: 0,Environmental fate,VSA_EState5,MaxPartialCharge,MolLogP,BCUT2D_LOGPHI,MinAbsPartialCharge,BCUT2D_LOGPLOW,BCUT2D_MRHI,qed,SPS,FpDensityMorgan1,BCUT2D_MWLOW,BCUT2D_CHGHI,MinAbsEStateIndex,Kappa3,MaxAbsEStateIndex
Halosulfuron-methyl (Ref: CGA 288239),Not High,0.599263039,0.25348608,-0.6204,2.096385935,0.25348608,-2.420954712,5.778336638,0.275388813,22.07142857,1.785714286,10.1170294,2.158466816,0.182314815,3.564522335,10.11363237
Tembotrione (Ref: AE 0172747),High,-0.962253086,0.216672032,3.2633,2.402986571,0.216672032,-2.33840129,6.346579085,0.864315915,25.38095238,1.428571429,10.0563135,2.443380022,0.028024219,2.918451602,6.340428792
Spirotetramat (Ref: BYI 08330),Not High,-0.76095574,0.416414444,5.3408,2.43377872,0.356122791,-2.250590807,6.309332223,0.356516456,11.35714286,1.107142857,10.08102198,2.387723532,0.031789074,4.300278913,14.07384847
Fluroxypyr-meptyl,Not High,0.569398148,0.411838675,2.08764,2.275942921,0.410342294,-2.219441586,5.708462502,0.832680877,9.8125,1.25,10.08141413,2.089423621,0.447774943,2.655123564,11.07885881
MCPA-thioethyl,High,0.0,0.232125496,3.5617,2.36491284,0.232125496,-2.020841983,6.661712581,0.490824205,11.63636364,1.181818182,10.37538199,2.236814413,0.313726852,2.676410905,5.563858025
Sodium chlorate,High,-0.346982132,0.337673805,4.4147,2.226258343,0.337673805,-2.379241913,6.417037842,0.591356872,19.47619048,1.333333333,10.0374798,2.171895843,0.346982132,4.87232266,11.88607875
Fluorodifen (Ref: C 6989),Not High,0.0,0.418400224,3.7304,2.477743637,0.392586846,-2.273015273,5.857402249,0.454925289,11.375,1.125,10.05789405,2.423242744,0.208655282,3.836389126,13.02566342
Dichlone (Ref: USR 604),Not High,1.066947279,0.322270299,1.5224,2.113299911,0.322270299,-2.169754563,5.357662381,0.76450551,12.0,1.1875,10.26019705,2.072342997,0.31643802,3.524599179,5.014830168
Fenaminosulf (Ref: BAY 5027),High,-2.829807099,0.32199894,5.7156,2.734627138,0.313425114,-1.831069575,8.887706689,0.637785168,11.42105263,0.894736842,10.37108884,2.259622493,0.441413612,4.734332397,12.855702
Kinoprene,Not High,-2.514074074,0.331702928,8.4208,2.398494062,0.331702928,-2.549117743,6.303868119,0.147935354,20.55172414,0.637931034,9.986611418,2.522423836,0.102784325,12.24509953,12.96414611
Flubendiamide (Ref: NNI-0001),High,0.62257716,0.389433119,4.8779,2.626042158,0.297968297,-2.056556626,8.542431887,0.669940982,12.33333333,1.055555556,10.24019132,2.280252157,0.113095658,6.053949478,12.52586404
Pyroxsulam (Ref: XDE 742),High,-0.258420257,0.260209423,3.96052,2.456391225,0.260209423,-2.158525545,6.332950193,0.904581101,18.7826087,1.434782609,9.933128963,2.370474881,0.081511821,2.537096774,12.64725529
Orthosulfamuron (Ref: IR5878),Not High,-1.687334249,0.57259758,6.14622,2.387404664,0.405712234,-2.184526092,9.109398408,0.487281903,12.19230769,1.153846154,10.24785115,2.391052688,0.033082483,5.099234633,12.95243715
Chromafenozide (Ref: ANS 118),High,-0.093598394,0.43547244,4.9023,2.351241171,0.320840901,-2.179398151,7.102055826,0.82507339,13.33333333,1.375,9.966420054,2.386781518,0.218782295,4.168145991,12.99799267
Amisulbrom,Not High,0.863597359,0.273339977,2.5754,2.253000653,0.273339977,-2.284162923,6.453186436,0.677826552,10.85714286,1.047619048,10.08863466,2.179545563,0.158825113,3.595952441,11.92957263
Chlorantraniliprole (Ref: DPX E2Y45),High,-0.522716049,0.340014951,3.9706,2.4346694,0.340014951,-1.957430324,6.527489889,0.405460519,14.14285714,0.928571429,10.11178787,2.303534699,0.079567901,1.292727772,11.2350526
Pyridalyl (Ref: S-1812),High,-0.038462181,0.261519711,3.81518,2.280511608,0.261519711,-2.521422403,6.350541961,0.893244445,14.95238095,1.380952381,9.896624619,2.317663055,0.029842724,4.519128936,12.14821773
Ipconazole (Ref: KNF 317),High,-2.384406459,0.337646311,6.5575,2.417481514,0.337646311,-2.18107865,6.539362702,0.413399652,10.58333333,0.791666667,10.06147041,2.287499352,0.075621781,3.54350582,12.51847317
"2,3,3-trichloro-2-propene sulfonic acid",High,0.0,0.263667878,3.05212,2.291573824,0.263667878,-2.05062256,6.359374887,0.850636544,10.4375,1.1875,10.0990426,2.062117207,0.242541152,2.1030357,10.87079288
Orysastrobin,High,0.679110773,0.387031973,4.60302,2.280306551,0.387031973,-2.116621955,6.32999129,0.841734385,12.27272727,1.227272727,10.04390379,2.136621275,0.048703704,4.037526955,12.15214017
Cyflumetofen (Ref: OK-5101),Not High,0.720715061,0.246857443,3.1334,2.327002756,0.246857443,-2.394615602,5.989963041,0.757982898,14.77777778,1.0,9.96400046,2.175458742,0.1042501,4.462324497,13.37823294
Spinetoram (Ref: XDE 175),Not High,0.225700586,0.305745994,1.4565,2.217700419,0.305745994,-2.102709554,8.131500311,0.658406358,10.875,1.3125,10.3387827,2.052661063,0.183535722,4.5394848,11.01965244
Chlorimuron-ethyl (Ref: DPX F6025),High,0.060524691,0.529073064,4.9481,2.515718345,0.402378405,-1.955445289,7.483363668,0.565568225,12.61111111,1.277777778,10.17879941,2.267173245,0.060524691,3.886927858,11.83626557
Ethametsulfuron-methyl (Ref: DPX-A7881),Not High,0.280648148,0.379571642,4.5429,2.501808243,0.379571642,-1.969901972,8.072836812,0.600780193,11.5625,1.0,10.32712896,2.204074545,0.280648148,3.474220247,5.913775825
Cyclosulfamuron (Ref: BAS 710H),Not High,0.0,0.090672232,2.86982,2.211337809,0.090672232,-2.065305727,6.302592998,0.524797177,10.76923077,1.384615385,10.18802551,1.951321699,0.751206538,3.070998764,5.817362878
Pyrazosulfuron-ethyl (Ref: NC 311),Not High,0.107638889,0.090536192,-0.4216,1.813721151,0.090536192,-2.119829785,6.177473976,0.474260911,14.5,1.666666667,10.45030222,1.93608939,0.107638889,2.447529691,8.284722222
Sulfometuron-methyl (Ref: DPX T5648),High,1.415787128,0.33031461,1.6229,2.593532323,0.33031461,-2.357137061,6.016652765,0.334305869,25.17391304,1.434782609,10.08379814,2.610940531,0.062818966,3.235654439,12.24344837
Trifloxysulfuron (Ref: CGA 292230),High,0.0,-0.012097335,1.0512,1.47977869,0.012097335,-0.79757869,14.10806642,0.349907335,3.0,1.5,12.00229691,0.949645086,1.97,0.099863014,2.15
Imazapic (Ref: AC 263222),High,-7.433777808,0.309959341,4.2809,2.590868202,0.309959341,-2.146898013,5.778585097,0.328747201,21.6,1.04,10.08542436,2.607489397,0.04421754,3.422954465,14.00327265
Cloransulam-methyl (Ref: XDE 565),High,-0.955093065,0.415953188,1.67512,2.320871846,0.299496175,-2.210668953,7.903958182,0.841560606,12.41666667,1.25,10.01977437,2.334474802,0.186897164,3.13701226,12.80528794
Diclosulam (Ref: XDE 564),Not High,-0.866809001,0.360227396,-0.30648,2.266937431,0.360227396,-2.403730394,7.899493581,0.701815745,11.2,1.32,10.30073118,2.300733457,0.181007739,3.275158577,12.49737347
Pyribenzoxim (Ref: LGC 40863 ),Not High,-2.631297294,0.431271611,1.6623,2.273543102,0.291878817,-2.44297524,7.87283579,0.627851274,12.46875,1.1875,10.14762327,2.351631018,0.061928802,4.861251007,14.50501263
Flucarbazone-sodium (Ref: BAY MKH 6562),High,-2.513839758,0.394239184,0.7097,2.03365487,0.394239184,-2.210904769,6.35988315,0.602012614,9.0,1.166666667,10.29924518,2.092209263,0.476759259,2.086362156,10.60157785
Dimethametryn (Ref: C 18898),High,-1.324039553,0.282462072,5.7229,2.336103938,0.282462072,-2.139521867,6.417395592,0.593549967,11.07407407,1.148148148,10.02836886,2.231581384,0.225794911,4.091759167,13.76206351
Amicarbazone (Ref: BAY MKH 3586),High,-1.044753086,0.166638123,5.2243,2.788289728,0.166638123,-2.467526528,6.655799222,0.496298764,57.33333333,0.777777778,9.842611131,2.855650858,0.103796296,1.273627884,6.538912037
Lactofen (Ref: PPG 844),Not High,0.009256779,0.416414444,3.977,2.426348604,0.35915796,-2.278354495,6.17749198,0.419029663,11.34782609,1.130434783,10.09324222,2.385026394,0.009256779,4.438954755,12.82371898
Flumiclorac-pentyl (Ref: S 23031),High,0.0,0.300472765,2.5329,2.396629525,0.300472765,-2.264485628,7.903175974,0.523450215,11.26086957,1.0,10.15751311,2.319762905,0.1425,4.3761032,11.65629236
Pentoxazone (Ref: KPP-314),Not High,-0.983796296,0.341587276,-0.1411,2.386926762,0.32334113,-2.174843089,7.520137564,0.464657122,16.0,1.75,10.5000572,2.209954113,0.309799383,2.425723536,10.13171296
Butafenacil (Ref: CGA 276854),Not High,0.564290123,0.380044484,3.1003,2.491393119,0.380044484,-2.01649106,8.072998994,0.724283339,13.27777778,1.166666667,10.33880911,2.205114889,0.438827519,4.782741287,11.25417415
Pyraclonil (Ref: NAI-1886),Not High,0.0,0.163244785,6.223,3.125698198,0.112941707,-3.03324529,6.818017293,0.317211732,80.18181818,0.227272727,9.412682045,3.318685171,1.785162037,0.707758877,6.788634259
Benzofenap (Ref: MY 71),Not High,1.255185185,0.227981675,1.4571,2.124616889,0.227981675,-2.085896262,7.979902359,0.721941568,9.928571429,1.0,10.68484583,2.02890052,0.627592593,3.02449287,4.213510015
Benzobicyclon (Ref: SB 500),Not High,0.0,0.085659039,4.102,2.159356598,0.085659039,-1.621507272,5.386198697,0.624436588,10.57142857,0.5,10.31057775,1.861932672,0.871623205,2.263271662,4.101481481
Thenylchlor (Ref: NSK 850),Not High,0.0,0.042595504,1.9222,2.101474453,0.042595504,-1.803150833,6.303343193,0.529786082,9.125,1.375,10.31984789,1.828973443,0.685185185,1.138019489,5.564969136
Naproanilide,Not High,0.46412037,0.132411328,1.5196,2.116969019,0.132411328,-2.018661867,5.783227987,0.448625541,22.57142857,1.0,9.9975763,2.054314777,0.46412037,1.29814875,10.46305556
Fentrazamide (Ref: BAY YRC 2388),High,0.0,0.06622664,-1.029,1.392607251,0.06622664,-1.84530091,4.062481069,0.407527891,7.5,1.0,10.81832367,1.575298676,0.125,1.92,7.625
Anilofos (Ref: HOE 30374),Not High,0.0,-0.018404251,2.8398,2.105716284,0.018404251,-1.665455302,5.814842361,0.511431199,10.0,0.5,10.13209434,1.845797867,1.310185185,0.780533544,2.12037037
Piperophos (Ref: C 19 490),Not High,0.262553881,0.221546655,3.2153,2.081539569,0.221546655,-2.204708009,5.748779262,0.549621882,10.21428571,0.928571429,10.08337512,2.015629612,0.262553881,8.085816371,11.20393372
Esprocarb (Ref: C 14526),High,-0.666211551,0.302839557,2.8216,2.057487373,0.302839557,-1.928024335,5.660139695,0.578319877,9.909090909,1.090909091,10.10370292,1.947530261,0.339409722,9.47,10.08816697
Flupropanate-sodium (Ref: Orga 3045),High,-0.790413832,0.307337784,2.4669,2.180765264,0.307337784,-1.997414494,5.880794864,0.781775211,10.28571429,1.071428571,10.02506199,2.032491054,0.084675926,1.592969852,10.6123956
Diflufenzopyr (Ref: HSDB 7010),Not High,-0.389575355,0.341222123,2.3032,2.197276005,0.341222123,-2.086636157,5.833464453,0.830197544,10.13333333,1.133333333,10.11994027,1.994625445,0.307202145,2.255082718,10.31121614
Indanofan (Ref: MK 243),Not High,-0.833333333,0.299684553,0.0909,1.415654394,0.299684553,-1.777043743,5.624779759,0.429882883,6.25,2.0,10.85498522,1.650995185,0.833333333,1.156009256,9.0
Cyphenothrin (Ref: S 2703),Not High,1.033354582,0.304531641,3.6021,2.238423036,0.304531641,-2.203085271,7.747225525,0.681278124,14.71428571,1.238095238,9.870924145,2.135150106,0.116658007,7.268227871,11.33117901
Fenobucarb (Ref: BAY 41367C),Not High,0.0,0.038370137,3.4302,2.138511645,0.038370137,-1.873301255,5.582914534,0.72580301,9.538461538,0.538461538,10.25513839,1.893649743,1.119166667,2.089799938,3.303888889
XMC (Ref: H 69),Not High,0.3275,0.122898377,3.0592,2.271501489,0.122898377,-1.761549944,5.690478934,0.696938489,9.846153846,0.692307692,10.05354475,1.997322308,0.3275,1.541151578,9.563947468
EPN (Ref: OMS 219),Not High,0.0,0.058714824,0.52988,1.214615215,0.058714824,-1.100101722,4.507020971,0.38698058,2.666666667,2.0,10.95508812,1.172732527,1.430555556,1.49,7.319444444
Cycloprothrin (Ref: OMS 3049),High,0.0,0.265685211,2.5529,2.29343692,0.066421303,-1.80603692,6.831492563,0.469795536,12.0,0.8,11.84161175,2.10788998,1.611111111,38.29198573,4.826388889
Benquinox (Ref: BAY 15080),Not High,0.28587963,0.155678092,2.3218,2.323749925,0.155678092,-2.202449174,5.912207331,0.501755282,24.3,1.4,9.7723719,2.246603359,0.204282407,1.693077005,11.01270833
Dichlormid,High,0.238981481,0.14129788,1.9404,2.199070486,0.14129788,-1.75874547,5.831318291,0.614103357,10.18181818,1.090909091,10.1894095,1.957253463,0.238981481,0.923217269,9.308703704
Diethyltoluamide,Not High,-7.672562155,0.438868009,6.2446,2.437874885,0.426818928,-2.45362944,6.374808344,0.356081665,12.81818182,1.0,10.16022557,2.593513247,0.322171517,5.930040568,14.32245013
"1,2-dichloropropane (Ref: ENT 15406 )",High,0.0,0.265406356,1.5896,2.110377198,0.265406356,-1.944058904,7.127374372,0.608972746,10.4,1.3,10.27501373,1.957097092,0.014444444,0.674947435,10.93356481
Allidochlor (Ref: CP 6343),High,-0.957445253,0.417441616,4.7451,2.321098739,0.351632354,-2.279525479,6.3080245,0.758106126,12.11538462,1.076923077,10.06616239,2.345357259,0.044746788,4.873695685,12.88356623
Aminocarb (Ref: BAY 44646),Not High,-0.43787037,0.268502598,3.57388,2.289006311,0.268502598,-2.112117221,7.089867541,0.921246877,9.833333333,1.388888889,10.16971128,2.176589159,0.097578709,2.459235118,11.92320515
Chlorfenac,High,0.0,0.069719362,0.7954,1.853647966,0.069719362,-1.991461344,4.302115955,0.540825252,9.75,1.375,10.35962769,1.819361319,0.142573696,5.92,8.240586735
Dinotefuran (Ref: MTI 446),High,-2.235740268,0.435121803,2.4675,2.375183476,0.416848442,-2.238438706,8.052776746,0.736759918,17.56,1.36,10.08513737,2.431068963,0.164698051,4.192774884,13.08599513
Etaconazole (Ref: CGA 64251 ),Not High,0.0,0.040220582,-0.0014,1.296242638,0.040220582,-1.568363547,3.835802336,0.406807966,6.0,2.0,10.90816804,1.340293519,0.25,1.96,7.569444444
Flumetralin (Ref: CGA 41065),High,-0.175754598,0.243316442,3.51172,2.259668748,0.243316442,-2.359658818,6.290183514,0.590534808,10.84210526,1.421052632,10.04811549,2.193954134,0.042714475,4.21804306,12.05932067
Nitrapyrin,Not High,0.336627955,0.12933995,3.7161,2.076195165,0.12933995,-1.885898879,5.747935398,0.507357706,10.16666667,0.916666667,10.07616497,1.930218872,0.336627955,9.67,10.57893372
Piperalin (Ref: HSDB 7058),Not High,-1.039230442,0.2791584,4.34884,2.20418656,0.2791584,-2.51028454,5.927603982,0.523234914,10.66666667,0.787878788,10.09534728,2.273121063,0.089843632,7.881342734,12.71377677
Secbumeton,High,-1.023148148,0.328691675,0.8235,1.741892328,0.328691675,-1.826180627,6.260523487,0.502844525,9.5,1.833333333,10.67630351,1.774508746,0.848765432,3.5,9.428055556
Edifenphos (Ref: BAY 78418),Not High,0.903310185,0.164575697,2.1057,2.40187406,0.164575697,-2.241977976,5.485971103,0.635934924,18.5,1.416666667,10.01813969,2.309437103,0.165509259,1.035740148,9.438564815
Oxpoconazole fumarate (Ref: UR 50302),Not High,0.0,-0.004902053,2.1762,1.846537983,0.004902053,-2.153983073,4.447522723,0.541921467,10.0,0.888888889,10.29023389,1.827467678,1.204861111,7.96,3.387222222
Iprobenfos,Not High,-2.868931038,0.354829037,2.22822,2.226847163,0.354829037,-2.25160443,6.331346875,0.940107328,11.14285714,1.428571429,10.16464904,2.218356481,0.050086924,2.512410221,13.82778345
Furametpyr (Ref: S 82658),Not High,-1.251946334,0.34409367,3.5183,2.255421836,0.34409367,-2.222424004,6.299811705,0.914653737,11.76190476,1.333333333,10.28840132,2.123796811,0.172459427,4.060147899,13.51434948
Thifluzamide (Ref: MON 24000),High,0.902539053,0.269195977,4.6939,2.315123456,0.269195977,-1.884680782,6.350554724,0.606269085,10.11111111,1.055555556,10.27408199,2.068039253,0.004215797,2.910731082,10.49110241
Penthiopyrad (Ref: MTF 753),Not High,0.0,0.116405283,0.2052,1.128696431,0.116405283,-1.358030367,5.439544345,0.355007613,4.333333333,2.0,10.96029404,1.240992307,0.75,1.67,8.805555556
Metominostrobin (Ref: SSF 126),High,1.921645399,0.269839627,4.1878,2.258666,0.269839627,-2.295803651,7.798752097,0.78855592,11.0,1.130434783,9.869752037,2.156942413,0.056788323,4.419579333,5.816457152
Phthalide (Ref: BAY 96610),Not High,0.671875,0.037775807,2.3836,2.033293166,0.037775807,-1.976991719,9.117491928,0.645798859,14.5,1.666666667,10.57637834,1.939908399,0.429783951,3.44047619,5.375239198
Fenoxanil (Ref: BAS 546F),Not High,1.632210146,0.282462072,4.8568,2.607588542,0.282462072,-2.161286001,6.052004344,0.847585215,23.73076923,1.269230769,9.845113175,2.475137476,0.066047204,2.540259353,13.16626929
Tecloftalam (Ref: SF 7402),High,0.0,-0.153391161,0.0581,0.8612,0.153391161,0.8612,6.92,0.332022922,0.0,1.0,30.974,-0.153391161,0.0,5.732325581,0.0
Diclomezine (Ref: F-850),Not High,0.366960348,0.330764713,5.062,2.201814832,0.330764713,-2.216570282,5.828593867,0.321192631,14.63636364,1.227272727,9.945747473,2.152977645,0.022161367,11.55666494,11.48035982
Flumorph (Ref: SYP L190),Not High,-0.689814815,0.338535834,0.0225,1.590982544,0.301375313,-1.890508911,5.644158078,0.326608259,6.8,2.0,10.85076632,1.78816691,0.689814815,3.43,9.340277778
Methasulfocarb (Ref: NK 191),Not High,1.038194444,-0.00980149,1.7163,1.853925396,0.00980149,-1.650359087,7.797365662,0.490252972,8.4,1.6,10.3870526,1.683111582,1.038194444,4.35,4.00066358
Fenchlorphos (Ref: Dow ET-14),Not High,0.0,0.012858598,1.7762,1.822863389,0.012858598,-1.610072033,9.11487511,0.549640042,7.5,1.0,10.99651659,1.604031991,1.048611111,2.96,3.201388889
Alpha-chlorohydrin (Ref: U 5897),High,0.51087963,0.228698104,1.3176,2.117333732,0.228698104,-2.272489154,6.279406444,0.716805957,11.38461538,1.230769231,10.11825882,2.116781474,0.096527778,3.415169495,5.596751701
Imiprothrin (Ref: S 41311),Not High,0.863611111,0.373016923,0.8071,2.080718111,0.355879708,-2.29427844,5.337204621,0.688737067,11.2,1.266666667,10.11821089,2.111479498,0.152005976,3.967945181,11.14955215
Iodomethane (Ref: TM 425),Not High,0.079648604,0.399781331,5.8429,2.283257919,0.399781331,-2.379576539,6.307012103,0.37641332,11.87096774,1.096774194,10.22300368,2.219833743,0.084253139,4.616374434,13.93377846
Lithium perfluorooctane sulfonate,High,-0.923198653,0.324648674,2.7951,2.327469317,0.324648674,-2.305965795,7.996489445,0.581274956,14.44,1.4,10.26598776,2.147745011,0.060518366,3.98747078,14.2513818
Metofluthrin (Ref: S 1264),Not High,0.885105636,0.118938104,4.3674,2.148482172,0.118938104,-2.085546281,5.267972024,0.518745287,10.81818182,0.818181818,10.044798,1.971482575,0.062798474,9.800132642,8.58989657
Pyrasulfotole (Ref: AE 0317309 ),Not High,-2.391843348,0.39447845,2.00992,2.275682421,0.39447845,-2.452967338,6.371915779,0.837230837,12.0,1.4,10.02843618,2.292780039,0.274314059,3.359603025,12.05093726
Thiencarbazone-methyl (Ref: BYH 18636 ),Not High,0.0,0.168629983,-4.9894,2.144484052,0.168629983,-2.997,5.603977408,0.452106394,8.875,0.625,10.10393243,2.00314742,0.0,3.472455621,2.12037037
T-oxanilic acid (Ref: MON 52766),High,-0.892957609,0.341223621,3.1102,2.331515875,0.341223621,-2.090984907,6.431254128,0.844255021,9.928571429,1.214285714,10.31978361,2.07783648,0.197654321,2.941320128,10.20865471
Bixafen,High,-0.860341553,0.335934025,1.98432,2.274526117,0.335934025,-2.408386079,6.179257624,0.884248922,21.85,1.4,9.890969957,2.420813696,0.026006708,2.194535467,12.11419548
Isobenzan (Ref: ENT 25545),High,-2.038609995,0.335497283,0.8435,2.171255281,0.335497283,-2.355028345,7.888093071,0.616694097,10.74074074,1.111111111,10.1072624,2.200514859,0.032036654,5.536701161,12.16654762
Fluchloralin (Ref: BAS 392H),High,-2.47901496,0.4328865,1.1162,2.289934014,0.4328865,-2.361212999,7.896502923,0.578147062,11.5,1.066666667,10.22871554,2.359653616,0.062300329,5.218682448,12.8370382
Nitralin (Ref: HSDB 789),High,-1.440791315,0.336591924,1.00182,2.190937959,0.336591924,-2.353851824,14.11191783,0.516545668,10.88461538,1.230769231,10.20799903,2.248554296,0.068116955,4.751539672,12.38388259
Ampropylfos (Ref: PNL 62),Not High,-1.32985508,0.337408514,0.42152,2.162865988,0.337408514,-2.415992581,7.897702266,0.750211268,10.88461538,1.192307692,10.20863345,2.263213308,0.049787065,4.029025189,12.39388259
Fensulfothion (Ref: ENT 24945),Not High,-2.339587674,0.422194769,1.39572,2.210915987,0.422194769,-2.358785506,7.898218035,0.529757608,11.5625,1.1875,10.13548192,2.29699006,0.058418585,6.401785362,12.58751436
Chlordecone (Ref: ENT 16391),High,-0.894741749,0.360226881,0.1038,2.159957702,0.360226881,-2.4034512,7.897533859,0.676337323,11.07407407,1.259259259,10.20628703,2.268756025,0.134852904,4.162643199,12.51125751
Mirex (Ref: GC 1283),High,-1.324722765,0.449849487,5.409,2.344214232,0.409668639,-2.236354984,6.423080519,0.571471973,11.70833333,1.083333333,10.29040956,2.397592995,0.007821974,3.045249582,13.22974584
Simetryn,High,0.0,0.475730989,0.1702,1.853334023,0.160238087,-1.687298711,7.806054002,0.408382243,11.6,1.2,15.93551276,1.943017414,5.666666667,345.7601385,9.993055556
Azobenzene (Ref: ENT 14611),Not High,1.217382291,0.380416629,3.8389,2.501337898,0.380416629,-2.153724092,8.073043488,0.742881864,12.75,1.25,9.957471747,2.243769936,0.067453651,5.444482894,5.677345994
3-chloroaniline,Not High,0.0,0.151463414,3.56018,2.302450365,0.151463414,-1.68931589,8.182665738,0.354429544,10.21428571,1.428571429,10.33644915,2.021274157,0.746351096,2.20821345,8.366690602
Cyclohexanone,High,0.0,0.100827341,-1.55968,2.033346088,0.100827341,-3.114265886,5.199698101,0.583797475,10.35294118,1.058823529,10.15636858,2.009965551,0.0,6.667779326,5.672880763
Ethylene glycol,High,0.334684587,0.257704453,2.7193,2.361895769,0.257704453,-2.453269018,6.53031814,0.781053492,23.35294118,1.588235294,10.22680529,2.444619096,0.281450617,2.436855947,11.82728883
Naphthalene,Not High,-0.53946712,0.344093682,2.1919,2.176275265,0.344093682,-2.222498805,6.302241966,0.813803854,12.15384615,1.615384615,10.31206724,2.113495286,0.460555556,2.951371503,10.43058343
"N,N-dimethyl capramide",Not High,0.088815493,0.341859875,2.4431,2.291949738,0.341859875,-2.114698792,6.087396727,0.420948716,10.88461538,1.038461538,10.02676392,2.215634227,0.051077386,4.180451372,12.31198554
Pelargonic acid,Not High,0.245133535,0.309956259,4.58504,2.594041008,0.309956259,-2.107861287,5.779300706,0.597719909,22.57142857,1.285714286,10.06748736,2.608725364,0.001708816,3.368679496,12.31292785
1-naphthylacetic acid,High,0.455972222,0.273795523,1.8519,2.104341101,0.273795523,-2.297757494,6.288752518,0.485221398,11.16666667,1.666666667,10.24232299,2.105005117,0.427288963,4.213029095,10.51878725
2-naphthyloxyacetic acid,High,0.0,0.296321985,3.0566,2.457906942,0.219863058,-2.311129974,8.018492792,0.644414828,15.09090909,0.727272727,11.78532264,2.517407905,2.626736111,2.831200543,10.88194444
Acetic acid,High,-3.802966476,0.388171329,1.9764,2.215060988,0.388171329,-2.353218269,7.897697991,0.438559516,11.19354839,1.0,10.20628686,2.250602641,0.387499617,6.662185038,12.4305816
Diphenylamine,Not High,0.039351852,0.203436391,2.5954,2.259664574,0.122062738,-2.010231961,6.690914752,0.487137708,12.0,1.166666667,10.92878007,2.15541599,0.039351852,5.16,5.116512346
2-phenylphenol,Not High,0.0,0.104589173,1.81,1.945469196,0.104589173,-1.629809484,6.434202771,0.40598289,9.0,1.5,10.96940588,1.74707813,0.222222222,19.14599287,5.040123457
"1,1,1-acetonitrile (Ref: USAF EK-488)",High,0.871141975,0.060618612,2.0714,1.985889986,0.060618612,-1.99058203,6.319148329,0.524728274,10.0,1.166666667,10.55719089,1.949803227,0.061728395,3.075338809,5.385802469
Carbon tetrachloride (Ref: ENT 4705),Not High,0.0,-0.070082308,1.3584,1.522153786,0.070082308,-1.210320249,4.880053786,0.396333969,5.0,1.0,10.64557975,1.2909089,1.638888889,1.48,3.361111111
Isophorone,Not High,0.0,0.070114395,0.0332,1.845903911,0.070114395,-2.158799402,4.365979954,0.41574925,24.0,0.666666667,10.63857183,1.938198286,0.777777778,0.953692476,4.944444444
8-hydroxyquinoline,Not High,0.0,0.031367979,2.4418,2.125550605,0.031367979,-1.90478015,5.42695293,0.728077962,10.13333333,0.6,10.04609707,1.953959812,0.801903817,2.4984504,5.623390653
Noviflumuron,High,0.291666667,0.221873564,0.2386,2.042418415,0.221873564,-2.173220282,5.771081934,0.425686211,21.28571429,1.714285714,10.38011002,2.136073784,0.291666667,0.734423082,10.5
"1,2-benzisothiazolin-3-one",Not High,1.309216654,0.25379882,3.1719,2.198561396,0.25379882,-2.096372631,5.490274151,0.751207694,11.3,1.1,10.02932519,2.123059103,0.60282018,3.264983823,6.222707513
Fluopyram,High,-1.206217134,0.163289844,4.43462,2.301592825,0.163289844,-2.308652635,7.119355771,0.807731267,20.43478261,1.304347826,9.990025359,2.357263629,0.065425905,3.428823856,13.56627951
Isotianil (Ref: BYF1047),Not High,-0.205445315,0.261736246,4.26952,2.294146836,0.261736246,-2.161091679,6.050442645,0.894925916,12.47826087,1.304347826,9.906055319,2.215965275,0.001096571,3.781522081,14.04639893
2-butoxyethanol (Ref: A13-0993),High,-1.077046737,0.407548817,3.2196,2.204469938,0.407548817,-2.506429613,6.300948032,0.655521004,13.03703704,1.037037037,9.998915915,2.281561541,0.050468133,7.864859314,12.7668912
Pyroxasulfone (Ref: KIH-485),Not High,-0.910895062,0.304118821,3.6898,2.758819828,0.268096469,-2.451620457,7.747130332,0.575408709,52.21052632,0.947368421,9.828011504,2.820580394,0.010740741,1.589442747,11.3160034
Ethanol,High,-0.667656579,0.274037931,3.4752,2.256566682,0.274037931,-2.235127772,9.102404753,0.602278891,10.31034483,1.275862069,10.02650607,2.21808845,0.156566069,4.132869781,13.04234922
Propisochlor,Not High,1.506968166,0.282462072,4.1235,2.59824553,0.282462072,-2.143871308,6.050190056,0.895552731,22.66666667,1.333333333,10.04576653,2.481869588,0.072367672,2.808612762,13.04871283
Calcium carbide,Not High,-0.385246914,0.355777615,1.2878,2.387148821,0.355777615,-2.085727799,6.348378951,0.772784462,15.5,1.5,10.3041868,2.287496641,0.042561728,1.504040927,10.73893424
Methyl nonyl ketone,Not High,0.0,0.432830954,2.74028,2.288746611,0.251456996,-2.108436099,7.927515114,0.780527499,13.77777778,1.5,10.18222655,2.319876943,0.34212963,3.196291138,12.29478821
Denatonium benzoate (Ref: ASU 90 820 P),High,-1.778488284,0.314974045,2.1362,2.77338046,0.314974045,-2.527563675,5.849494905,0.567611285,57.5,1.333333333,9.586729041,2.826586202,0.087847222,1.287376716,12.7137015
Iron sulphate,High,-0.498840309,0.226338055,1.0415,2.342541703,0.226338055,-2.422694534,5.972794045,0.7571556,33.95,1.15,9.714543217,2.37766062,0.004920005,3.449745588,12.17643424
