Unnamed: 0,Environmental fate,MolLogP,VSA_EState1,Chi4n,SlogP_VSA10,Chi3v,Chi1v,PEOE_VSA1,fr_halogen,BCUT2D_CHGHI,SMR_VSA5,VSA_EState10,NumHDonors,fr_quatN,fr_NH1,Chi2v
Propargite (Ref: ENT 27226),Not High,2.1656,0.0,0.995584273,11.89667856,1.612702233,5.295338842,10.63357721,1,2.058576441,39.77863046,5.77468128,2,0,2,4.187792556
Propazine (Ref: G 30028),High,2.3388,15.49454192,0.975950624,0.0,4.299965779,7.958467147,13.78435728,0,2.172881868,33.79891519,5.181734746,1,0,1,6.824662345
Propetamphos (Ref: OMS 1502),Not High,2.6435,4.904084467,0.882876274,10.48192346,1.362929056,4.209334692,4.736862954,0,2.032750634,19.95144079,0.0,1,0,1,2.945088803
Propham,Not High,3.6534,13.95849096,2.664407806,0.0,4.196105863,7.980733054,9.473725908,2,2.44558727,38.20121439,12.37085351,0,0,0,6.153313244
Propineb (Ref: BAY 46131),Not High,2.192,10.5062141,1.036680297,4.794537184,1.618609418,4.784249649,14.79051451,0,2.0852143,19.95144079,0.0,1,0,1,3.252860524
Propoxycarbazone-sodium (Ref: MKH 6561),High,3.1999,8.27738027,1.897056425,0.0,3.434649512,7.577557198,4.736862954,1,2.112066684,33.23387405,2.201790633,0,0,0,5.606733047
Proquinazid (Ref: DPX KQ926),Not High,3.135,0.0,1.077008298,0.0,2.34805489,5.358743506,5.316788604,2,2.179760152,19.38639965,11.58909915,1,0,1,4.75445689
Propyzamide (Ref: RH 315),High,4.1618,0.0,1.644805835,4.794537184,3.433202814,7.21703487,4.899909731,0,2.11386744,32.44197125,1.404537037,0,0,0,4.953820494
Prosulfocarb (Ref: SC 0574),Not High,2.19392,68.7768953,2.157470625,23.91412161,4.733029584,9.234285999,4.736862954,3,2.284796763,30.83716244,0.0,2,0,2,7.126276321
Prosulfuron (Ref: CGA 152005),High,3.33929,2.03031914,2.541457539,0.0,5.427133153,7.848912058,5.106527395,2,2.57646838,36.28244438,17.88787132,2,0,1,7.01694734
Prothioconazole (Ref: JAU 6476 ),Not High,5.7764,11.40206389,1.120870255,0.0,7.801822458,10.526746,9.047494323,2,2.215723404,20.26829602,18.93146763,0,0,0,10.5618315
Prothiofos (Ref: OMS 2006),High,2.5417,10.82385204,0.929357224,0.0,6.783792597,9.490422904,14.36428293,0,2.200794684,33.73678963,6.574332011,1,0,1,9.588418636
Prothoate (Ref: EI 18682),Not High,0.8166,0.0,1.20682768,4.794537184,1.986034696,4.802014435,0.0,0,2.163421107,6.9237372,0.0,1,0,1,3.352610653
Pymetrozine (Ref: CGA 215944),Not High,5.1923,25.09255081,1.668737553,0.0,6.812139423,10.46504235,4.523747162,1,2.266657406,20.26829602,7.071105405,0,0,0,8.94084369
Pyraclofos (Ref: OMS 3040),High,4.2389,12.19450931,2.458665216,10.48192346,4.016741023,8.44397046,9.473725908,1,2.191208172,6.606881965,5.905442051,0,0,0,5.875768494
Pyraclostrobin (Ref: BAS 500F),Not High,4.0763,54.32376483,2.027685055,13.17124514,3.703884288,7.948648448,14.21058886,5,2.234104477,13.53524229,11.87984402,0,0,0,5.611189503
Pyraflufen-ethyl (Ref: ET 751),Not High,2.89072,22.94228407,1.963727625,0.0,5.307710615,10.10470501,9.260610116,0,2.232653632,27.6949488,5.315052133,0,0,0,7.554891769
Pyrazophos (Ref: HOE 2873),Not High,4.52802,7.107314701,2.713557248,0.0,4.555956077,8.881639045,4.736862954,2,2.249724793,6.9237372,12.06861727,0,0,0,6.763974708
Pyrazoxyfen (Ref: SL 49),Not High,5.2415,1.428093661,2.258178896,0.0,5.312164071,9.36847691,0.0,1,2.192721972,63.144676,7.800770349,0,0,0,9.341318569
Pyridaben (Ref: BAS 300l),Not High,2.9088,17.66100317,1.717959221,0.0,4.971904239,9.378335065,4.523747162,0,2.219908119,13.8474744,5.292044176,0,0,0,7.066251017
Pyridafenthion (Ref: ENT 23968)),Not High,6.3895,5.462961068,2.383400645,4.794537184,4.683979996,10.00007123,4.736862954,1,2.141112462,45.44866694,7.095633721,0,0,0,7.131740592
Pyridate (Ref: CL 11344),Not High,3.9816,0.0,1.706422669,0.0,3.085682189,6.403878061,4.837588584,2,2.106049156,6.420821623,12.08309172,0,0,0,4.726409637
Pyrifenox (Ref: CGA 179945),Not High,2.83704,0.0,1.432429726,11.63572556,2.012214255,4.882461063,5.316788604,0,1.984036018,13.8474744,0.0,1,0,1,3.465339321
Pyrimethanil (Ref: SN 100309),Not High,4.7202,17.16427953,2.099059886,0.0,3.24703358,7.829004165,14.21058886,0,2.059415569,13.02770359,0.0,0,0,0,5.293966862
Pyriproxyfen (Ref: S 9318),Not High,3.3061,16.39791667,1.504953525,0.0,4.621792098,8.527068009,4.523747162,0,2.216842126,13.8474744,5.281563471,0,0,0,6.506044082
Quinalphos (Ref: ENT 27397),Not High,3.2398,0.0,1.353695097,0.0,2.504192731,4.820139056,5.106527395,2,2.137929409,0.0,11.53164289,1,0,0,3.796429049
Quinclorac (Ref: BAS 514H),High,2.89482,0.0,1.490575158,0.0,2.467581315,4.753192346,5.106527395,1,2.135581679,6.9237372,5.817162856,1,0,0,3.719125647
Quinmerac (Ref: BAS 518H),Not High,1.4747,0.0,1.364428446,0.0,2.472005695,4.341220404,5.733667477,1,2.2849898,0.0,5.624411061,1,0,0,3.309453917
Quinoclamine,Not High,5.473,18.61877956,1.889015492,4.390415048,3.277872472,6.561005845,4.736862954,3,2.095649695,0.0,12.14145213,0,0,0,4.990443944
Quinoxyfen (Ref: DE 795),High,4.8618,0.0,0.753609428,5.687386275,3.626004921,4.923488717,0.0,5,2.265261975,0.0,27.9341232,0,0,0,4.06545013
Quintozene,High,4.4059,16.15007295,2.234902581,0.0,3.694812817,8.46217251,14.21058886,1,2.151475073,19.95144079,5.936202614,0,0,0,5.863306561
Quizalofop-ethyl (Ref: DPX Y6202),High,4.4059,16.15007295,2.234902581,0.0,3.694812817,8.46217251,14.21058886,1,2.151475073,19.95144079,5.936202614,0,0,0,5.863306561
Quizalofop-P-ethyl (Ref: DPX 79376),Not High,4.565,22.11891494,3.043506575,0.0,4.843691473,10.0959397,18.94745182,1,2.21066834,31.97331322,5.960241606,0,0,0,7.376325898
Quizalofop-P-tefuryl (Ref: UBI C4874 ),Not High,5.152,11.12565944,3.433908458,0.0,4.987841259,8.795486214,9.154013891,0,2.608819818,40.72265239,0.0,0,0,0,7.760192075
Resmethrin (Ref: OMS 1206),Not High,0.1928,60.65825482,1.936484521,10.74287647,6.433074207,10.74804346,9.473725908,0,2.282850771,16.84518065,0.0,2,0,2,8.890380018
Rimsulfuron (Ref: DPX E9636),High,3.6616,0.0,2.917748835,0.0,4.858565602,9.366503702,0.0,0,2.329127262,65.04899494,1.886735209,1,0,1,7.476337266
Sethoxydim (Ref: BAS 9052H),Not High,3.3868,0.0,2.387743542,10.48192346,3.459628476,6.380663066,10.63357721,0,2.220246309,38.64886452,0.0,2,0,2,4.832721123
Siduron,Not High,2.82594,1.300057634,1.681757158,0.0,7.476812112,10.09891899,5.316788604,0,2.278056519,33.48850846,1.784773794,1,0,1,11.82318986
Silthiofam (Ref: MON 65500),High,1.3886,0.0,0.824428698,11.89667856,1.446934231,4.52990784,10.63357721,1,2.013996456,13.8474744,5.67925422,2,0,2,2.650376517
Simazine (Ref: G 27692),Not High,2.41752,12.03069506,2.619866016,0.0,3.900697974,8.007782327,14.5802533,0,2.197641873,6.9237372,0.0,1,0,0,5.721771662
Sodium chloride,High,5.9436,11.70628819,3.491052117,0.0,6.173800539,10.11443912,9.473725908,2,2.517057001,64.89719215,12.35391314,0,0,0,8.743355014
Spirodiclofen (Ref: BAJ 2740),Not High,5.17196,11.76814413,4.387484474,0.0,5.36189023,9.793658972,9.473725908,0,2.522974811,79.24758212,0.0,0,0,0,9.280265957
Spiromesifen (Ref: BSN 2060),Not High,4.0663,12.49530919,3.875126943,0.0,5.334748617,8.924297624,14.37363564,0,2.454728206,78.61387165,0.0,0,0,0,7.995075675
Spiroxamine (Ref: KWG 4168),High,1.8645,22.84047374,2.279319974,0.0,4.80960132,8.577602509,0.0,1,2.367782023,24.15794834,5.937084199,0,0,0,7.420196369
Sulcotrione (Ref: SC 0051),High,2.41582,51.27147153,1.835585496,14.46821637,3.941996951,8.592504069,0.0,4,2.206587674,13.47311673,11.83959796,1,0,1,7.109801087
Sulfentrazone (Ref: FMC 97285),High,4.8926,241.6744997,1.59886632,74.63705581,4.965200734,8.248103064,0.0,17,2.957493412,53.88977188,0.0,1,0,1,7.270500867
Sulfluramid (Ref: GX 071),Not High,0.4455,63.49043385,2.501932044,10.74287647,7.051554439,11.75219718,9.473725908,0,2.328652821,16.97565716,0.0,2,0,2,9.68150896
Sulfosulfuron (Ref: MON 37500),High,3.598,26.91350907,0.923746523,0.0,7.711470999,10.55579835,18.09498865,0,2.314430258,27.6949488,10.44443405,0,0,0,8.805303946
Sulfotep (Ref: ENT 16273),Not High,0.1128,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.196935358,0.0,0.0,0,0,0,0.0
Sulphur (Ref: SAN 7116),Not High,5.1915,11.55485591,1.216861037,0.0,8.201616272,11.31330322,9.047494323,0,2.200792812,25.1637795,8.87424486,0,0,0,10.69863322
Sulprofos (Ref: NTN 9306),High,7.39568,49.99637968,3.197906665,18.85863142,5.33173495,11.02251815,14.79051451,4,2.319546221,32.16958013,6.020858239,1,0,1,8.399240583
TCA-sodium,High,3.3415,1.687610597,2.275800816,0.0,4.278706838,7.471604209,5.106527395,1,2.397269875,45.75866206,5.901238005,1,0,0,6.937547356
Tebuconazole (Ref: HWG 1608),Not High,4.45154,0.0,2.808285168,0.0,4.180270703,8.943146868,0.0,0,2.294148018,53.50217007,0.0,1,0,1,7.679175889
Tebufenozide (Ref: RH 5992 2F ),Not High,3.8634,1.540874486,2.414903661,0.0,4.275735769,8.204632204,5.316788604,1,2.193144453,46.0755173,6.233158368,1,0,1,7.094008634
Tebufenpyrad (Ref: AC 801757),Not High,3.4697,0.0,1.699822385,0.0,2.721547572,6.17109513,4.899909731,0,2.281531061,47.20528323,0.0,0,0,0,5.762400569
Tebutam (Ref: GPC-5544),High,1.6112,0.0,0.908692367,9.926095664,3.286817338,5.470509803,5.316788604,0,2.215046642,26.18620207,1.434490741,1,0,1,5.20992923
Tebuthiuron (Ref: EL 103),High,4.2084,0.0,0.720849902,5.687386275,2.826056519,4.433892277,0.0,4,2.227445797,0.0,22.20888889,0,0,0,3.644223084
Tecnazene,Not High,4.5117,53.81999654,1.697746964,28.04358365,3.374577812,6.869437861,5.316788604,6,2.212536154,0.0,10.7962505,2,0,2,5.137968617
Teflubenzuron (Ref: CME 13406),Not High,5.55182,96.81805333,2.837749673,30.73290533,5.03413128,8.011666386,4.736862954,8,2.61861128,33.55439208,5.154836739,0,0,0,7.211578087
Tefluthrin (Ref: R 151993),Not High,5.63,31.70855987,1.829510866,0.0,9.121528057,13.48139142,27.14248297,0,2.188158418,9.790966951,11.98546644,0,0,0,12.29698023
Temephos (Ref: OMS 786),Not High,2.899,5.364471734,3.278442458,0.0,4.682989738,8.608726582,4.736862954,1,2.363913366,39.02784531,5.418100368,1,0,1,6.198322798
Tepraloxydim (Ref: BAS 620H),High,1.25342,1.113425926,1.23123187,0.0,2.333577531,4.646015393,4.983978521,1,2.197811591,33.23387405,5.757361111,1,0,1,4.558482428
Terbacil (Ref: DPX D732),High,4.5063,11.34533281,0.695709896,0.0,8.612292415,10.21776753,9.047494323,0,2.201068589,39.36570845,8.925330688,0,0,0,12.26398167
Terbufos (Ref: AC 92100),Not High,1.5224,5.014115646,1.076271078,11.89667856,1.619162054,5.264673394,15.37044016,0,2.132135681,33.23387405,0.0,2,0,2,4.374652209
Terbumeton (Ref: GS 14259),High,2.1672,0.0,0.97856977,11.89667856,1.598847051,5.219247668,10.63357721,1,2.123770845,33.23387405,5.772366465,2,0,2,4.495046431
Terbuthylazine,Not High,2.2357,0.0,1.076271078,11.89667856,2.166884611,6.489418265,10.63357721,0,2.127751584,38.39031053,1.506764928,2,0,2,5.148048871
Terbutryn (Ref: GS 14260),Not High,5.6015,26.27786859,1.108780054,0.0,4.579673386,7.760380428,4.523747162,4,2.271356753,0.0,23.31403538,0,0,0,6.370288327
Tetrachlorvinphos (Ref: SD 8447),Not High,4.2432,55.93300458,1.90092271,17.56166019,3.569776552,7.121996999,4.736862954,6,2.425129989,24.99669671,11.8492041,0,0,0,5.497417039
Tetraconazole (Ref: M 14360),High,5.133,24.80039557,1.450967525,0.0,5.596715015,7.968599453,0.0,4,2.218457181,9.790966951,23.24700306,0,0,0,7.230236398
Tetradifon (Ref: ENT 23737),High,2.9649,5.333621032,3.928642129,0.0,5.487868101,8.647087063,4.736862954,0,2.611181735,53.37823529,0.0,0,0,0,7.863860927
Tetramethrin (Ref: ENT 27339),Not High,2.6864,0.0,1.403584864,0.0,2.650783962,5.209258249,4.983978521,0,2.045969265,0.0,1.573220427,1,0,1,3.694928558
Thiabendazole (Ref: MK 360),High,2.12088,0.0,1.446862188,0.0,3.388568339,6.106945087,4.899909731,1,2.189462894,6.544756406,7.315498132,0,0,0,4.702886075
Thiacloprid (Ref: YRC 2894),Not High,1.0232,5.719146091,1.518651588,0.0,3.29905903,6.124941721,14.53668242,1,2.250325087,6.544756406,7.053489675,0,0,0,5.272902819
Thiamethoxam (Ref: CGA 293343),High,1.3325,36.40937287,0.720157685,23.09734081,2.506804164,4.537456513,5.316788604,3,2.358901271,6.176298517,0.309490741,1,0,1,3.457688299
Thiazafluron,High,4.5165,72.21219514,2.676747263,21.95207524,4.598555471,8.740502424,4.736862954,5,2.41935216,32.87003928,1.079651597,0,0,0,7.0811689
Thiazopyr (Ref: MON 13200),High,2.1821,3.631439279,1.017954253,15.48300544,2.209789599,5.021776765,5.316788604,0,2.025296627,0.0,1.128755406,2,0,2,3.512606476
Thidiazuron (Ref: SN 49537),Not High,0.54712,35.64875606,1.659177717,10.74287647,5.048092293,8.890866505,9.473725908,0,2.263095083,11.81922068,0.872155649,2,0,2,6.92504923
Thifensulfuron-methyl (Ref: DPX M6316),High,4.035,0.0,1.298795212,4.794537184,3.532004934,6.694665182,4.899909731,1,2.092021592,19.60032801,7.124319982,0,0,0,4.716365832
Thiobencarb (Ref: IMC 3950),Not High,3.0792,2.201406368,0.646544509,9.589074368,3.973329653,8.740179064,0.0,0,2.189617443,13.8474744,3.509502559,0,0,0,6.676719548
Thiodicarb (Ref: OMS 3026),Not High,2.1075,0.0,0.658703664,4.794537184,2.151780809,5.75875294,5.316788604,0,2.191791062,20.7712116,1.653371362,1,0,1,4.715763747
Thiofanox (Ref: DS 15647),High,2.99,10.2491558,0.532279185,0.0,8.119172387,9.003460034,9.047494323,0,2.142742764,6.9237372,8.708039966,0,0,0,9.87983238
Thiometon (Ref: SAN 230),Not High,1.7922,8.86826531,1.29570456,20.96384692,2.633690395,6.685088302,20.10730312,0,2.090611483,0.0,9.934160234,4,0,4,4.503491901
Thiophanate-methyl (Ref: NF 44),Not High,-0.8113,0.0,0.0,0.0,0.0,1.189722705,11.46733495,0,1.529535896,0.0,4.092592593,2,0,0,0.873773448
Thiourea,High,2.0608,1.674444444,0.220359689,0.0,5.07382793,6.18555772,9.799819462,0,2.044319777,0.0,10.14559146,0,0,0,5.884299497
Thiram (Ref: ENT 987),Not High,4.9388,0.0,1.981549907,4.794537184,4.482772833,8.072174237,4.899909731,0,2.230818642,58.37312731,1.412037037,0,0,0,5.888581736
Tiocarbazil (Ref: M 3432),Not High,4.19792,15.42509999,1.034695725,0.0,4.773069532,7.595550029,13.57124149,2,2.216679588,6.9237372,17.0770331,0,0,0,6.924679697
Tolclofos-methyl (Ref: S 3349 ),Not High,3.31442,36.57858517,1.141815619,10.07780132,5.441465565,8.017816958,0.0,3,2.35440484,10.84289265,10.67779419,0,0,0,8.905726155
Tolylfluanid (Ref: BAY 49854),Not High,3.83266,0.0,3.71448846,0.0,4.562586047,8.635793558,0.0,0,2.341393464,59.79905691,0.0,1,0,1,6.50609855
Tralkoxydim (Ref: PP 604),Not High,7.46098,10.90701281,3.601746275,0.0,9.862839801,12.48640886,9.473725908,4,2.67139285,26.9214094,14.20056051,0,0,0,15.63327351
Tralomethrin (Ref: OMS 3048),Not High,3.1243,7.159387598,1.578617487,0.0,2.953700426,6.561934049,4.736862954,1,2.327577954,26.99911277,5.832863039,0,0,0,5.850310328
Triadimefon,Not High,2.9161,7.358461672,1.692228822,0.0,3.177187266,6.699342127,9.843390349,1,2.335126584,33.10307916,5.850417052,1,0,0,6.085125659
Triadimenol (Ref: BAY KWG 0519),Not High,4.8439,0.016306059,1.272111159,4.794537184,3.872497418,7.036321158,4.899909731,3,2.201952256,39.77863046,17.8361714,0,0,0,6.146885726
Tri-allate (Ref: CP 23426),High,1.31662,36.89830908,1.848487943,10.74287647,4.35978527,9.254815514,9.473725908,1,2.223312917,11.81922068,5.54667381,2,0,2,6.765519528
Triasulfuron (Ref: CGA 131036 ),High,1.7605,6.09958416,1.349097829,4.794537184,3.33894778,7.626173559,9.636772685,0,2.252372027,38.26637575,1.145092593,0,0,0,6.592984103
Triazamate (Ref: RH 7988),Not High,2.9436,17.88943712,1.501037104,0.0,4.651267022,8.779925097,4.523747162,0,2.229514386,13.8474744,5.263311182,0,0,0,6.616352132
Triazophos (Ref: HOE 002960 ),Not High,1.1023,1.557983277,1.496340437,0.0,2.514703081,5.171717648,5.207253025,1,2.116356745,0.0,5.807005106,0,0,0,3.824165948
Triazoxide (Ref: SAS 9244),High,0.50992,36.453293,1.99375207,10.74287647,4.684038377,8.92115628,9.473725908,0,2.267938266,11.81922068,0.0,1,0,1,6.77755571
Tribenuron-methyl (Ref: DPX L5300),High,6.6944,10.66809004,1.073875465,0.0,14.78562442,13.19662213,0.0,0,2.228212808,59.29614134,5.192369615,0,0,0,15.93330721
Tribufos,Not High,2.1609,18.06438272,0.45351005,0.0,4.182108572,5.481975076,14.15402172,3,2.461534043,9.637590728,15.82256944,1,0,0,6.488308682
Trichlorfon (Ref: OMS 800),High,5.3915,11.16348112,1.103001209,0.0,6.158343625,8.949849595,9.047494323,3,2.193379674,13.8474744,23.09833898,0,0,0,8.31859648
Trichloronate (Ref: BAY 37289),High,2.5052,4.748348765,0.659824473,0.0,2.130637851,4.499487607,9.843390349,3,2.095583505,0.0,16.8312905,1,0,0,3.402805753
Triclopyr,High,2.25242,3.305462963,1.568847052,0.0,3.169625909,4.85597998,0.0,0,2.061135391,6.9237372,1.671851852,0,0,0,4.01633127
Tricyclazole (Ref: EL 291),High,5.4066,5.781522267,3.466590366,0.0,4.573128006,9.598391719,4.736862954,0,2.206382503,103.6081822,0.0,0,0,0,7.052426667
Tridemorph (Ref: BAS 2205-F),Not High,4.9792,4.041740993,1.598580486,0.0,3.204784864,6.370243807,4.736862954,5,2.508907114,15.81440837,29.14858434,0,0,0,7.121984623
Tridiphane,Not High,1.803,0.0,1.224668617,11.89667856,2.146524328,5.48952356,10.21669833,1,2.085451754,20.7712116,5.814868985,1,0,1,3.268729729
Trietazine (Ref: G 27901),Not High,4.1697,43.25853515,2.433465755,13.17124514,3.863008527,8.394999547,14.41204012,3,2.300821766,19.70691768,0.0,0,0,0,5.799894719
Trifloxystrobin (Ref: CGA 279202),Not High,4.5602,46.37035431,1.855986468,18.85863142,3.130676552,7.296887017,4.736862954,4,2.33562397,19.52085734,5.673007976,0,0,0,5.146236613
Triflumizole (Ref: NF 114 ),Not High,4.2005,39.81718104,1.71808667,23.6531686,3.02089663,6.849107474,10.05365156,4,2.304864719,6.362358859,5.834613755,2,0,2,4.867474902
Triflumuron (Ref: OMS 2015),Not High,4.1482,38.53449027,2.245438727,30.23340397,3.093677114,6.919433479,4.899909731,3,2.384602952,32.86541616,0.0,0,0,0,4.862131354
Trifluralin (Ref: EL 152),High,1.48412,73.49734713,2.392685821,29.86246089,5.239824659,10.36235669,14.37363564,3,2.298341482,17.99551919,0.0,2,0,2,8.161917128
Triflusulfuron-methyl (Ref: DPX 66037),High,1.4886,-3.36361098,2.196526924,0.0,4.391261255,8.386444429,10.63357721,6,2.418560977,19.9166231,35.18851917,2,0,2,9.267149907
Triforine (Ref: AC 902194),Not High,2.33006,5.030138889,1.212948636,4.794537184,2.315216179,4.517072974,10.05365156,0,2.044842414,20.7712116,0.0,1,0,1,3.321589017
Trimethacarb (Ref: OMS 597),Not High,1.3198,4.811589349,2.152738461,0.0,3.261386993,6.203335507,9.843390349,0,2.398238679,32.60702369,0.0,1,0,0,4.738086787
Trinexapac-ethyl (Ref: CGA 163935),Not High,3.5662,1.69719393,3.111525434,0.0,4.990449049,7.798954478,5.106527395,1,2.50771769,38.83492486,5.935871195,1,0,0,6.994781366
Triticonazole (Ref: RPA 400727),High,2.4282,106.9679135,1.869703579,37.08536675,4.374537307,8.594125927,4.736862954,6,2.380061307,17.24808051,0.0,2,0,2,6.671446811
Tritosulfuron,High,3.3366,1.58782124,1.78533125,0.0,3.220286712,6.757615699,5.106527395,1,2.269947429,26.87517799,5.885280997,1,0,0,6.165802847
Uniconazole (Ref: XE 1019),High,1.9882,21.15617268,0.832855761,0.0,7.163932751,8.862139064,14.36428293,0,2.213171138,12.17367523,2.649369567,1,0,1,8.62895264
Vamidothion (Ref: ENT 26613),High,3.3716,0.0,1.114871527,4.794537184,2.792430455,6.159904658,4.899909731,0,2.101772977,40.03367647,1.451435185,0,0,0,4.147581669
Vernolate (Ref: R-106),Not High,3.4213,4.990252268,1.595596472,10.48192346,3.041116093,5.800184626,4.736862954,2,2.489549444,12.52478801,11.66848485,0,0,0,4.820225481
Vinclozolin (Ref: BAS 352F),Not High,3.6096,5.330790108,2.814557832,0.0,3.861853974,7.367289201,9.523678332,0,2.251677518,19.26246487,0.0,1,0,0,5.51736961
Warfarin,Not High,6.17798,11.39789951,3.298782484,0.0,5.213148759,9.54046734,9.473725908,2,2.615221577,19.95144079,11.46206606,0,0,0,8.222629525
Ziram,Not High,4.00822,0.0,1.601875569,0.0,4.40435255,7.412839536,5.316788604,3,2.31919719,32.73095847,17.58403727,1,0,1,5.843144966
Zoxamide (Ref: RH 7281),Not High,0.78072,25.46196593,2.852783459,0.0,5.285708996,9.426236169,9.936270392,0,2.266398986,18.2400423,0.0,1,0,1,7.869192736
Topramezone (Ref: BAS 670 H),High,0.4853,10.48523109,0.32101178,4.794537184,3.031393349,5.224813808,5.316788604,0,2.195076115,18.59449685,0.0,1,0,1,4.881274239
Aldicarb sulfoxide,High,3.3162,18.66237245,1.33011024,4.390415048,2.14916827,4.923678944,9.843390349,1,2.094687325,0.0,0.0,1,0,0,3.365468269
3-phenoxybenzoic acid,Not High,4.3921,5.413176808,1.594093974,5.687386275,3.047324911,6.284695565,9.843390349,2,2.203856641,0.0,11.67913819,1,0,0,4.761659561
4-fluoro-3-phenoxybenzoic acid,High,0.2252,0.0,1.700548583,0.0,2.352342123,3.785258388,0.0,0,2.404097007,12.84164325,0.0,1,0,1,3.009296726
Bifenox acid,High,1.1451,0.0,0.972532748,5.948339281,1.407692449,3.063238999,10.717646,0,1.94085101,0.0,0.0,2,0,1,2.139192868
"1,2,4-triazole (Ref: CGA 71019)",Not High,1.6355,16.9941873,1.570981752,5.687386275,3.838266415,6.586004867,10.05365156,0,2.242250534,6.9237372,0.0,1,0,1,5.111108443
Tetrahydrophthalimide,High,2.54722,40.25499113,2.034082841,13.17124514,3.479906485,6.762260013,5.106527395,4,2.207750295,26.31475997,5.833198836,1,0,0,5.085219978
1-naphthol,Not High,2.62782,40.15664701,1.862583473,13.17124514,3.202932146,6.465836834,5.106527395,4,2.203624135,13.47311673,5.781948836,1,0,0,4.79315583
2-aminobenzimidazole,High,5.0192,3.875591616,3.79204083,0.0,10.24591205,8.467807581,4.736862954,8,2.921320599,30.62298559,51.33351332,0,0,0,9.651995474
Carboxin sulfoxide,High,2.3351,0.0,0.459257879,0.0,1.876988105,3.482314543,4.983978521,3,2.00600186,0.0,16.3382716,1,0,1,2.800683937
"3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)propanoic acid",Not High,3.8599,11.84002432,2.809829472,0.0,5.817366042,10.02717171,9.944115979,1,2.312846479,51.70443612,5.401752027,1,0,0,8.179422573
"(2E)-3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)acrylic acid",Not High,2.5756,0.0,0.501504763,5.687386275,1.524921447,3.160602425,5.733667477,2,1.930511712,0.0,11.18145062,1,0,0,2.509470797
Oxychlordane,Not High,5.34918,6.539440335,1.759698535,0.0,4.005810523,8.265300956,4.736862954,2,2.127913202,45.44866694,6.622626781,0,0,0,6.227777643
"3,5,6-trichloro-2-pyridinol",High,-1.3818,0.0,0.427090519,17.84501784,0.687298335,2.20766619,17.20100243,0,1.933207341,0.0,0.0,3,0,0,1.410006866
Clethodim sulfoxide,High,1.1154,0.0,0.592914273,0.0,5.890391962,7.806635355,15.11296452,0,2.154026306,6.041840829,0.0,2,0,0,7.186177661
"2,4-dichloroaniline",Not High,6.1879,0.208004535,1.617995116,0.0,3.33669295,6.660521248,0.0,4,2.090055395,0.0,23.66948735,0,0,0,5.471461463
Bromoxynil-octanoate,Not High,1.20172,0.0,0.875688805,0.0,1.44273962,3.672063683,4.983978521,0,2.008980072,26.68911765,0.0,1,0,1,2.942332285
Cyhalofop,Not High,2.3972,0.0,0.744563004,0.0,1.911672587,3.695914762,10.21305479,2,2.158616038,0.0,10.95490741,2,0,0,2.87236821
Melamine (Ref: CGA 235129),High,4.6376,10.83090485,1.525732873,0.0,3.136561399,6.835125539,14.5802533,2,2.119622109,13.02770359,11.8251557,1,0,0,5.090163682
Thiocyclam oxalate (Ref: SAN 1551),High,3.3559,30.48155171,3.014779407,0.0,9.235544627,8.95621071,0.0,6,2.82198191,14.0816987,37.9555502,0,0,0,9.37971247
DDE (Ref: HSDB 1625),High,0.076,9.652777778,0.630116431,5.948339281,1.114713004,2.985197466,15.20739338,0,1.998235596,0.0,0.0,1,0,0,1.810866881
DDD (Ref: ENT 4225),High,0.7412,0.0,1.517941279,4.794537184,2.395856592,4.318931893,5.316788604,0,2.425456922,12.46266245,0.0,2,0,2,3.399273694
Decamethrinic acid (Ref: AE F108565),High,3.25382,34.71281367,1.716137911,0.0,5.356412267,9.532420979,4.523747162,0,2.265718851,38.6322731,0.0,1,0,1,7.713739991
Ethyl 3-hydroxycarbamate,Not High,0.9231,0.0,1.02546302,0.0,1.55932937,3.301955237,4.983978521,0,1.935447111,0.0,0.0,1,0,1,2.253272803
Pyrimidinol (Ref: GS-27550),High,1.60882,0.0,0.844489061,5.687386275,1.377072687,3.050395839,5.106527395,0,2.082697319,6.9237372,0.0,1,0,0,2.227899355
"3,6-dichlorosalicylic acid (Ref: NOA 414746)",Not High,2.62852,26.94063336,1.279378459,0.0,5.644846215,8.88210725,13.57124149,0,2.183475771,11.81922068,5.098466763,0,0,0,7.782090108
Dimethylaminosulfanilide,High,2.1244,49.32556004,1.795515278,29.73198439,2.809884791,6.364236203,15.20739338,3,2.375810722,6.176298517,0.0,1,0,0,4.298644257
"2,4-dichlorophenol",Not High,0.7478,58.08740741,0.833285609,13.17124514,2.21037591,4.823573415,0.0,3,2.364671754,11.2022585,0.0,1,0,0,3.875600304
Diclofop (Ref: AE F021079),Not High,2.6512,48.45307327,1.508532219,24.9374472,2.440735409,5.70061653,14.79051451,3,2.33912117,6.176298517,0.0,1,0,1,3.79860319
