Unnamed: 0,Environmental fate,BCUT2D_LOGPHI,MolLogP,Chi1v,MinAbsEStateIndex,MaxPartialCharge,MinPartialCharge,qed,BalabanJ,SMR_VSA10,Chi2v,MinAbsPartialCharge,BCUT2D_CHGLO,FpDensityMorgan3,BCUT2D_MRLOW,BCUT2D_MRHI
2-chlorobenzenesulfonamide (Ref: IN A4097),High,2.197400595,4.4062,7.517283353,0.182919501,0.281695675,-0.330915794,0.785855118,2.529862691,17.00109666,5.737407972,0.281695675,-2.299382651,2.333333333,0.189560267,8.123619152
Quizalofop (Ref: CGA 287422),Not High,2.122792105,2.6037,6.626231453,0.075778069,0.339132089,-0.477581523,0.59037222,2.095128366,23.39949108,4.625986653,0.339132089,-2.066197713,2.5,0.069587245,6.058380849
Sodium 5-nitroguaiacolate,Not High,2.531172863,4.4312,8.488032098,0.081015684,0.177111036,-0.364448883,0.610635961,1.756386154,23.16742978,7.046017801,0.177111036,-2.276436738,2.166666667,0.061705092,6.304645104
Sodium o-nitrophenolate,Not High,2.596873758,5.82518,9.406573921,0.146202714,0.311283712,-0.457370815,0.471002922,1.721481495,5.969305288,8.002468981,0.311283712,-2.133381668,2.428571429,-0.14908019,5.784378815
Sodium p-nitrophenolate,Not High,2.277323312,2.9183,5.17110318,0.394311224,0.411848335,-0.410057886,0.827159871,2.905749558,6.093240071,3.486641496,0.410057886,-2.13491542,2.733333333,0.202040452,5.700074413
Dioxathion (Ref: Hercules AC25),Not High,2.154291518,2.02164,4.094423243,0.439814815,0.411838655,-0.41034501,0.715837102,2.827750711,6.093240071,2.962935052,0.41034501,-2.04622586,2.230769231,0.202663688,5.695280847
5-amino-4-chloro-3(2H)-pyridazinone,High,2.144173602,2.8414,5.342355936,0.228528807,0.269105722,-0.298344033,0.638308744,1.94825227,17.28195228,3.583310666,0.269105722,-2.076707832,2.222222222,0.096243517,5.942988217
5-amino-4-chloro-2-methyl-3(2H)-pyridazinone,High,2.062919705,1.9907,4.291162113,0.32117284,0.255931123,-0.332926247,0.499359475,4.165769166,29.10905951,3.217532032,0.255931123,-2.187690394,2.0,-0.127837472,6.529991883
Barban (Ref: A-980),Not High,2.06871106,2.47702,5.045767242,0.123796296,0.253339652,-0.339206378,0.71840221,2.880593865,5.907179729,3.346922388,0.253339652,-2.181205054,2.428571429,0.077266579,5.938589943
Chlorthiophos (Ref: ENT 27635),Not High,1.926639472,1.8525,2.442035956,0.12191358,0.044279224,-0.125125114,0.454926629,2.539538861,23.20187978,1.988722061,0.044279224,-1.850452077,2.0,1.107900143,6.273287096
Monocrotophos (Ref: ENT 27129),High,1.920790261,1.4258,3.848516753,0.015555556,0.237555208,-0.33424551,0.455115026,3.952612951,17.50811962,2.276963611,0.237555208,-2.166297016,2.090909091,-0.12698462,6.267467409
Dikegulac,High,2.225978865,1.77922,4.718440296,0.451849017,0.411838514,-0.410352856,0.805089577,2.866394807,11.78062635,3.482239683,0.410352856,-2.156285037,2.533333333,0.202684849,5.701071875
Benzthiazuron (Ref: BAY 60618 ),High,2.310267032,3.2739,4.496361455,0.205154321,0.307427824,-0.480984868,0.804345974,3.170868005,40.77212496,3.584624187,0.307427824,-2.045134369,2.307692308,-0.135725699,6.436794497
Halosulfuron-methyl (Ref: CGA 288239),Not High,2.096385935,-0.6204,4.415224094,0.182314815,0.25348608,-0.38107905,0.275388813,2.230137716,5.959554569,3.051643115,0.25348608,-2.092915808,3.071428571,-0.525270503,5.778336638
Tembotrione (Ref: AE 0172747),High,2.402986571,3.2633,7.480733054,0.028024219,0.216672032,-0.341622104,0.864315915,1.994481785,23.20187978,5.7728864,0.216672032,-2.288330351,2.904761905,-0.188212233,6.346579085
Spirotetramat (Ref: BYI 08330),Not High,2.43377872,5.3408,8.06582597,0.031789074,0.416414444,-0.356122791,0.356516456,2.725550043,28.66309871,5.996671609,0.356122791,-2.23689517,2.035714286,-0.392610249,6.309332223
Fluroxypyr-meptyl,Not High,2.275942921,2.08764,5.135106963,0.447774943,0.411838675,-0.410342294,0.832680877,3.048039434,11.78062635,3.939623005,0.410342294,-2.190688892,2.125,0.202665826,5.708462502
MCPA-thioethyl,High,2.36491284,3.5617,4.209017369,0.313726852,0.232125496,-0.236619718,0.490824205,3.059901692,46.40375956,4.511791282,0.232125496,-2.083219544,2.181818182,1.087013984,6.661712581
Sodium chlorate,High,2.226258343,4.4147,8.195103697,0.346982132,0.337673805,-0.462044574,0.591356872,1.723722009,29.17118507,6.313532845,0.337673805,-2.326582862,2.857142857,0.047536802,6.417037842
Fluorodifen (Ref: C 6989),Not High,2.477743637,3.7304,7.130758344,0.208655282,0.418400224,-0.392586846,0.454925289,3.869113877,22.7495451,5.053168642,0.392586846,-2.241318035,1.958333333,-0.392009698,5.857402249
Dichlone (Ref: USR 604),Not High,2.113299911,1.5224,5.496053869,0.31643802,0.322270299,-0.466618538,0.76450551,2.852731014,11.89667856,3.453285637,0.322270299,-2.121110174,2.4375,0.379088764,5.357662381
Fenaminosulf (Ref: BAY 5027),High,2.734627138,5.7156,10.42367445,0.441413612,0.32199894,-0.313425114,0.637785168,2.156886975,28.53600745,10.80740479,0.313425114,-2.155279157,1.684210526,0.357347706,8.887706689
Kinoprene,Not High,2.398494062,8.4208,19.57905268,0.102784325,0.331702928,-0.47807075,0.147935354,2.17e-07,47.20271938,16.57086016,0.331702928,-2.395190086,1.275862069,-0.133714396,6.303868119
Flubendiamide (Ref: NNI-0001),High,2.626042158,4.8779,9.197403339,0.113095658,0.389433119,-0.297968297,0.669940982,2.640460092,18.17935229,8.49375295,0.297968297,-2.212985079,2.0,0.155516669,8.542431887
Pyroxsulam (Ref: XDE 742),High,2.456391225,3.96052,7.915366791,0.081511821,0.260209423,-0.363144244,0.904581101,1.992479323,23.19550589,6.724163015,0.260209423,-2.186752097,2.739130435,-0.043347011,6.332950193
Orthosulfamuron (Ref: IR5878),Not High,2.387404664,6.14622,8.786885872,0.033082483,0.57259758,-0.405712234,0.487281903,2.334751386,54.79123968,7.58408851,0.405712234,-2.137268556,2.153846154,-0.274225591,9.109398408
Chromafenozide (Ref: ANS 118),High,2.351241171,4.9023,8.46747548,0.218782295,0.43547244,-0.320840901,0.82507339,2.246640988,22.93135188,7.193750874,0.320840901,-2.1492312,2.625,-0.141291725,7.102055826
Amisulbrom,Not High,2.253000653,2.5754,6.414835581,0.158825113,0.273339977,-0.456661751,0.677826552,2.400038917,11.61886473,4.112866241,0.273339977,-2.113840095,2.380952381,-0.113991743,6.453186436
Chlorantraniliprole (Ref: DPX E2Y45),High,2.4346694,3.9706,5.068263654,0.079567901,0.340014951,-0.45708744,0.405460519,2.839800155,52.37306485,4.197472842,0.340014951,-2.054953643,2.142857143,0.053504454,6.527489889
Pyridalyl (Ref: S-1812),High,2.280511608,3.81518,7.298885716,0.029842724,0.261519711,-0.47933986,0.893244445,2.778030462,29.10905951,6.136564397,0.261519711,-2.284700723,2.476190476,-0.12848818,6.350541961
Ipconazole (Ref: KNF 317),High,2.417481514,6.5575,8.277552281,0.075621781,0.337646311,-0.477581283,0.413399652,2.611597466,87.16951063,6.663606572,0.337646311,-2.143482269,1.875,0.069247511,6.539362702
"2,3,3-trichloro-2-propene sulfonic acid",High,2.291573824,3.05212,5.350615301,0.242541152,0.263667878,-0.268058134,0.850636544,2.564936613,23.20187978,4.185723763,0.263667878,-2.048593215,2.3125,0.995139632,6.359374887
Orysastrobin,High,2.280306551,4.60302,7.170892816,0.048703704,0.387031973,-0.434844375,0.841734385,2.156825318,17.41880267,5.052343858,0.387031973,-2.190991937,2.5,-0.049807564,6.32999129
Cyflumetofen (Ref: OK-5101),Not High,2.327002756,3.1334,8.688015198,0.1042501,0.246857443,-0.492869559,0.757982898,2.028402626,11.48028426,6.072326522,0.246857443,-2.257743677,2.259259259,-0.129428937,5.989963041
Spinetoram (Ref: XDE 175),Not High,2.217700419,1.4565,6.929105238,0.183535722,0.305745994,-0.38260906,0.658406358,2.717874339,27.11922352,5.519615986,0.305745994,-2.032954216,2.3125,0.262143435,8.131500311
Chlorimuron-ethyl (Ref: DPX F6025),High,2.515718345,4.9481,7.276767052,0.060524691,0.529073064,-0.402378405,0.565568225,3.086993895,48.38468167,5.870328916,0.402378405,-2.16528756,2.333333333,0.2009917,7.483363668
Ethametsulfuron-methyl (Ref: DPX-A7881),Not High,2.501808243,4.5429,7.662496738,0.280648148,0.379571642,-0.42248079,0.600780193,3.063766854,53.32828299,6.970927144,0.379571642,-2.187014755,2.0,0.273027616,8.072836812
Cyclosulfamuron (Ref: BAS 710H),Not High,2.211337809,2.86982,4.439412349,0.751206538,0.090672232,-0.368720178,0.524797177,2.897205091,23.62686153,3.575425225,0.090672232,-2.037596699,2.615384615,0.642984458,6.302592998
Pyrazosulfuron-ethyl (Ref: NC 311),Not High,1.813721151,-0.4216,2.192706962,0.107638889,0.090536192,-0.393641346,0.474260911,2.754184786,11.60093989,1.299307742,0.090536192,-1.95425872,2.166666667,0.112383863,6.177473976
Sulfometuron-methyl (Ref: DPX T5648),High,2.593532323,1.6229,7.541824528,0.062818966,0.33031461,-0.44336157,0.334305869,1.932590402,17.90759953,6.825841439,0.33031461,-2.150412951,2.652173913,-0.151088326,6.016652765
Trifloxysulfuron (Ref: CGA 292230),High,1.47977869,1.0512,2.535462764,1.97,-0.012097335,-0.090134358,0.349907335,1.0,22.59087063,0.0,0.012097335,-1.051876779,1.5,2.664933584,14.10806642
Imazapic (Ref: AC 263222),High,2.590868202,4.2809,7.80025825,0.04421754,0.309959341,-0.460335452,0.328747201,2.179483278,5.969305288,6.604364109,0.309959341,-2.119983009,1.96,-0.147267092,5.778585097
Cloransulam-methyl (Ref: XDE 565),High,2.320871846,1.67512,8.44477337,0.186897164,0.415953188,-0.299496175,0.841560606,2.749385463,15.62049808,7.270117765,0.299496175,-2.112731362,2.25,-0.137292283,7.903958182
Diclosulam (Ref: XDE 564),Not High,2.266937431,-0.30648,8.935264114,0.181007739,0.360227396,-0.466861461,0.701815745,2.43631359,33.36049683,7.380036684,0.360227396,-2.073424074,2.48,0.059659949,7.899493581
Pyribenzoxim (Ref: LGC 40863 ),Not High,2.273543102,1.6623,10.5027545,0.061928802,0.431271611,-0.291878817,0.627851274,2.674411771,27.71744879,9.009648805,0.291878817,-2.209640833,2.25,-0.143582669,7.87283579
Flucarbazone-sodium (Ref: BAY MKH 6562),High,2.03365487,0.7097,3.292538691,0.476759259,0.394239184,-0.474081992,0.602012614,2.650397773,17.56387129,2.125302113,0.394239184,-1.986850386,2.25,-0.147118017,6.35988315
Dimethametryn (Ref: C 18898),High,2.336103938,5.7229,8.395872877,0.225794911,0.282462072,-0.321298595,0.593549967,2.005101833,34.79644578,6.489698523,0.282462072,-2.122290773,2.555555556,0.100646273,6.417395592
Amicarbazone (Ref: BAY MKH 3586),High,2.788289728,5.2243,8.009742388,0.103796296,0.166638123,-0.342753403,0.496298764,2.299242536,92.80751912,8.651807906,0.166638123,-2.34367591,1.444444444,0.112275537,6.655799222
Lactofen (Ref: PPG 844),Not High,2.426348604,3.977,7.014110423,0.009256779,0.416414444,-0.35915796,0.419029663,3.699377936,28.66309871,4.929078064,0.35915796,-2.228468155,1.913043478,-0.392592977,6.17749198
Flumiclorac-pentyl (Ref: S 23031),High,2.396629525,2.5329,8.939604076,0.1425,0.300472765,-0.360364037,0.523450215,3.769656534,26.89941196,7.099300513,0.300472765,-2.229269786,1.652173913,-0.392554526,7.903175974
Pentoxazone (Ref: KPP-314),Not High,2.386926762,-0.1411,3.971007632,0.309799383,0.341587276,-0.32334113,0.464657122,3.823378455,7.595762327,3.406160899,0.32334113,-2.082885331,2.125,0.356644646,7.520137564
Butafenacil (Ref: CGA 276854),Not High,2.491393119,3.1003,9.640507834,0.438827519,0.380044484,-0.424128207,0.724283339,2.809298824,29.32503236,7.614271267,0.380044484,-2.205211675,2.055555556,0.217592933,8.072998994
Pyraclonil (Ref: NAI-1886),Not High,3.125698198,6.223,10.30336051,1.785162037,0.163244785,-0.112941707,0.317211732,2.077829676,139.2112787,13.60686164,0.112941707,-2.810910931,0.5,0.000455313,6.818017293
Benzofenap (Ref: MY 71),Not High,2.124616889,1.4571,5.800078437,0.627592593,0.227981675,-0.354326855,0.721941568,2.880038731,23.65856351,3.303378957,0.227981675,-2.058825205,1.857142857,0.895883863,7.979902359
Benzobicyclon (Ref: SB 500),Not High,2.159356598,4.102,4.468580801,0.871623205,0.085659039,-0.15057809,0.624436588,2.159341418,11.37477255,2.871098318,0.085659039,-1.906534891,1.214285714,1.231372278,5.386198697
Thenylchlor (Ref: NSK 850),Not High,2.101474453,1.9222,2.676989049,0.685185185,0.042595504,-0.398686302,0.529786082,3.077660438,17.28832616,1.991441328,0.042595504,-1.887345714,2.5,1.685262364,6.303343193
Naproanilide,Not High,2.116969019,1.5196,2.911230926,0.46412037,0.132411328,-0.299717909,0.448625541,2.249544095,5.783244946,2.099335306,0.132411328,-2.047611858,1.857142857,-0.119726488,5.783227987
Fentrazamide (Ref: BAY YRC 2388),High,1.392607251,-1.029,1.132455532,0.125,0.06622664,-0.393990542,0.407527891,1.974744871,0.0,0.447213595,0.06622664,-1.699066797,1.25,0.185938562,4.062481069
Anilofos (Ref: HOE 30374),Not High,2.105716284,2.8398,3.404700538,1.310185185,-0.018404251,-0.061629711,0.511431199,2.888051602,10.77244843,2.347150628,0.018404251,-1.919798599,1.1,1.751103877,5.814842361
Piperophos (Ref: C 19 490),Not High,2.081539569,3.2153,5.882818306,0.262553881,0.221546655,-0.34882442,0.549621882,3.095845581,5.907179729,4.159486078,0.221546655,-2.08821519,1.928571429,-0.128304717,5.748779262
Esprocarb (Ref: C 14526),High,2.057487373,2.8216,4.488391115,0.339409722,0.302839557,-0.48123039,0.578319877,2.849761282,5.969305288,2.911505496,0.302839557,-1.965119005,2.181818182,-0.136651252,5.660139695
Flupropanate-sodium (Ref: Orga 3045),High,2.180765264,2.4669,4.456204929,0.084675926,0.307337784,-0.480985906,0.781775211,2.587530917,16.74175372,3.208787518,0.307337784,-2.024367032,2.571428571,-0.135704125,5.880794864
Diflufenzopyr (Ref: HSDB 7010),Not High,2.197276005,2.3032,4.589467754,0.307202145,0.341222123,-0.481895759,0.830197544,2.264114488,16.74175372,3.191370621,0.341222123,-2.037561163,2.6,-0.138806841,5.833464453
Indanofan (Ref: MK 243),Not High,1.415654394,0.0909,0.927730943,0.833333333,0.299684553,-0.481433475,0.429882883,2.803039488,5.969305288,0.519018036,0.299684553,-1.589773995,2.0,-0.133928992,5.624779759
Cyphenothrin (Ref: S 2703),Not High,2.238423036,3.6021,8.375926165,0.116658007,0.304531641,-0.490849296,0.681278124,2.391393303,22.96225638,6.921670662,0.304531641,-2.191665453,2.380952381,0.136942916,7.747225525
Fenobucarb (Ref: BAY 41367C),Not High,2.138511645,3.4302,4.321367205,1.119166667,0.038370137,-0.355527192,0.72580301,2.161475751,11.37477255,2.857050808,0.038370137,-2.040031027,1.307692308,1.550949229,5.582914534
XMC (Ref: H 69),Not High,2.271501489,3.0592,4.211640669,0.3275,0.122898377,-0.50731152,0.696938489,2.536070446,0.0,2.883174462,0.122898377,-2.022870412,2.0,0.477117042,5.690478934
EPN (Ref: OMS 219),Not High,1.214615215,0.52988,0.723606798,1.430555556,0.058714824,-0.198658426,0.38698058,2.475534206,0.0,0.223606798,0.058714824,-1.14652322,2.0,1.489653195,4.507020971
Cycloprothrin (Ref: OMS 3049),High,2.29343692,2.5529,2.267786838,1.611111111,0.265685211,-0.066421303,0.469795536,3.023715784,46.40375956,3.857142857,0.066421303,-1.905626072,0.8,1.755507437,6.831492563
Benquinox (Ref: BAY 15080),Not High,2.323749925,2.3218,3.695687977,0.204282407,0.155678092,-0.294844131,0.501755282,2.79815417,5.783244946,3.974770033,0.155678092,-2.266209533,2.4,-0.116515215,5.912207331
Dichlormid,High,2.199070486,1.9404,3.404771222,0.238981481,0.14129788,-0.505666646,0.614103357,2.913161164,10.90292493,2.352259833,0.14129788,-1.961201285,2.727272727,0.48014043,5.831318291
Diethyltoluamide,Not High,2.437874885,6.2446,8.829183256,0.322171517,0.438868009,-0.426818928,0.356081665,2.246567179,40.8275603,6.721141547,0.426818928,-2.240588789,2.060606061,-0.304482494,6.374808344
"1,2-dichloropropane (Ref: ENT 15406 )",High,2.110377198,1.5896,3.756219286,0.014444444,0.265406356,-0.276713578,0.608972746,3.070614738,21.61863074,2.877482404,0.265406356,-1.793531702,2.9,1.463310101,7.127374372
Allidochlor (Ref: CP 6343),High,2.321098739,4.7451,7.537252415,0.044746788,0.417441616,-0.351632354,0.758106126,2.040281776,17.50811962,5.606712753,0.351632354,-2.127604308,2.307692308,-0.138252139,6.3080245
Aminocarb (Ref: BAY 44646),Not High,2.289006311,3.57388,6.272676422,0.097578709,0.268502598,-0.319972311,0.921246877,2.275881727,46.3289324,4.737376059,0.268502598,-2.044937124,2.722222222,0.102588279,7.089867541
Chlorfenac,High,1.853647966,0.7954,3.100684816,0.142573696,0.069719362,-0.393980343,0.540825252,2.530060457,0.0,1.689532624,0.069719362,-1.968502477,2.625,0.090420719,4.302115955
Dinotefuran (Ref: MTI 446),High,2.375183476,2.4675,8.436999227,0.164698051,0.435121803,-0.416848442,0.736759918,2.469442488,14.88097012,7.893470235,0.416848442,-2.131863439,2.4,-0.141555203,8.052776746
Etaconazole (Ref: CGA 64251 ),Not High,1.296242638,-0.0014,1.023334547,0.25,0.040220582,-0.396663715,0.406807966,1.632993162,0.0,0.316227766,0.040220582,-1.522358693,2.0,0.318405613,3.835802336
Flumetralin (Ref: CGA 41065),High,2.259668748,3.51172,7.106657664,0.042714475,0.243316442,-0.358002189,0.590534808,3.125908796,23.19550589,5.003377194,0.243316442,-2.265632715,2.631578947,-0.11726913,6.290183514
Nitrapyrin,Not High,2.076195165,3.7161,5.264784317,0.336627955,0.12933995,-0.300031023,0.507357706,2.861387339,5.783244946,3.573335447,0.12933995,-1.983204733,1.916666667,-0.116631077,5.747935398
Piperalin (Ref: HSDB 7058),Not High,2.20418656,4.34884,11.31398798,0.089843632,0.2791584,-0.544815119,0.523234914,3.57e-07,17.56387129,8.244390689,0.2791584,-2.360016431,1.757575758,-0.929806825,5.927603982
Secbumeton,High,1.741892328,0.8235,1.704393082,0.848765432,0.328691675,-0.478051729,0.502844525,3.301627872,17.57024518,0.882868808,0.328691675,-1.671057094,2.333333333,-0.130917677,6.260523487
Edifenphos (Ref: BAY 78418),Not High,2.40187406,2.1057,4.082978805,0.165509259,0.164575697,-0.504246973,0.635934924,2.483360106,0.0,3.803917794,0.164575697,-2.164896074,2.833333333,0.134059196,5.485971103
Oxpoconazole fumarate (Ref: UR 50302),Not High,1.846537983,2.1762,4.121320344,1.204861111,-0.004902053,-0.316732949,0.541921467,2.595082707,0.0,2.457106781,0.004902053,-1.994507388,1.666666667,0.611411724,4.447522723
Iprobenfos,Not High,2.226847163,2.22822,5.805153232,0.050086924,0.354829037,-0.477599841,0.940107328,2.737813936,17.57024518,4.385070726,0.354829037,-2.050987205,2.523809524,0.063815452,6.331346875
Furametpyr (Ref: S 82658),Not High,2.255421836,3.5183,6.316958285,0.172459427,0.34409367,-0.479035413,0.914653737,2.068142491,17.57024518,4.548730906,0.34409367,-2.107232708,2.523809524,-0.143706665,6.299811705
Thifluzamide (Ref: MON 24000),High,2.315123456,4.6939,5.690297956,0.004215797,0.269195977,-0.455800278,0.606269085,2.20564439,28.88926606,4.271452773,0.269195977,-2.067976595,2.277777778,-0.38444919,6.350554724
Penthiopyrad (Ref: MTF 753),Not High,1.128696431,0.2052,0.81305253,0.75,0.116405283,-0.30371527,0.355007613,2.187496097,6.286160523,0.23570226,0.116405283,-1.234884554,2.0,-0.105610463,5.439544345
Metominostrobin (Ref: SSF 126),High,2.258666,4.1878,7.790018089,0.056788323,0.269839627,-0.480934215,0.78855592,2.148641348,23.21029866,6.592206682,0.269839627,-2.216493025,2.47826087,0.397892702,7.798752097
Phthalide (Ref: BAY 96610),Not High,2.033293166,2.3836,4.140903875,0.429783951,0.037775807,-0.125470454,0.645798859,2.754184786,43.46082769,3.156936362,0.037775807,-1.927538393,2.166666667,1.177590836,9.117491928
Fenoxanil (Ref: BAS 546F),Not High,2.607588542,4.8568,9.139493802,0.066047204,0.282462072,-0.321607561,0.847585215,1.67301583,11.594566,7.776683692,0.282462072,-2.206449086,2.692307692,0.100628815,6.052004344
Tecloftalam (Ref: SF 7402),High,0.8612,0.0581,0.0,0.0,-0.153391161,-0.153391161,0.332022922,0.0,9.898914798,0.0,0.153391161,-0.153391161,1.0,6.92,6.92
Diclomezine (Ref: F-850),Not High,2.201814832,5.062,8.266030793,0.022161367,0.330764713,-0.459802132,0.321192631,4.052073193,5.969305288,6.973284229,0.330764713,-2.228170115,2.409090909,-0.140853497,5.828593867
Flumorph (Ref: SYP L190),Not High,1.590982544,0.0225,1.090822476,0.689814815,0.338535834,-0.301375313,0.326608259,2.847378923,5.969305288,0.582868717,0.301375313,-1.762449551,2.2,-0.231067752,5.644158078
Methasulfocarb (Ref: NK 191),Not High,1.853925396,1.7163,2.655790079,1.038194444,-0.00980149,-0.179364079,0.490252972,2.190609687,12.62878915,1.524373784,0.00980149,-1.783727364,2.2,0.898764849,7.797365662
Fenchlorphos (Ref: Dow ET-14),Not High,1.822863389,1.7762,3.277460299,1.048611111,0.012858598,-0.091903899,0.549640042,1.974744871,31.8598878,1.963961012,0.012858598,-1.634516222,1.25,1.616465854,9.11487511
Alpha-chlorohydrin (Ref: U 5897),High,2.117333732,1.3176,4.197262631,0.096527778,0.228698104,-0.367607047,0.716805957,2.896293578,23.49761845,3.999308437,0.228698104,-2.195759511,2.307692308,0.625168655,6.279406444
Imiprothrin (Ref: S 41311),Not High,2.080718111,0.8071,4.909211508,0.152005976,0.373016923,-0.355879708,0.688737067,2.936527397,11.89667856,4.233724665,0.355879708,-2.202574972,2.4,0.624043339,5.337204621
Iodomethane (Ref: TM 425),Not High,2.283257919,5.8429,9.810793614,0.084253139,0.399781331,-0.480883926,0.37641332,1.401529964,34.29522675,7.210467875,0.399781331,-2.222527475,2.548387097,-0.123858109,6.307012103
Lithium perfluorooctane sulfonate,High,2.327469317,2.7951,9.714829035,0.060518366,0.324648674,-0.468380077,0.581274956,2.001243627,46.35630228,7.657477527,0.324648674,-2.153694349,2.84,-0.136936205,7.996489445
Metofluthrin (Ref: S 1264),Not High,2.148482172,4.3674,8.768404692,0.062798474,0.118938104,-0.491195844,0.518745287,2.058820608,0.0,5.69971184,0.118938104,-2.074617578,2.181818182,0.070497811,5.267972024
Pyrasulfotole (Ref: AE 0317309 ),Not High,2.275682421,2.00992,6.574466666,0.274314059,0.39447845,-0.474076203,0.837230837,3.369702176,17.56387129,4.720865306,0.39447845,-2.30213495,2.55,-0.148690245,6.371915779
Thiencarbazone-methyl (Ref: BYH 18636 ),Not High,2.144484052,-4.9894,4.665256622,0.0,0.168629983,-1.0,0.452106394,1.12e-06,0.0,3.504573019,0.168629983,-1.970860967,1.125,-0.671330041,5.603977408
T-oxanilic acid (Ref: MON 52766),High,2.331515875,3.1102,4.62962428,0.197654321,0.341223621,-0.480292523,0.844255021,2.866629469,40.77212496,3.600752855,0.341223621,-2.060736099,2.357142857,-0.138804086,6.431254128
Bixafen,High,2.274526117,1.98432,6.510478228,0.026006708,0.335934025,-0.477621888,0.884248922,2.559840281,17.7121048,5.570947894,0.335934025,-2.211065621,2.55,-0.124014782,6.179257624
Isobenzan (Ref: ENT 25545),High,2.171255281,0.8435,8.987678919,0.032036654,0.335497283,-0.480765414,0.616694097,2.12103339,27.97205023,6.776141102,0.335497283,-2.101997301,2.259259259,0.069571123,7.888093071
Fluchloralin (Ref: BAS 392H),High,2.289934014,1.1162,8.977966199,0.062300329,0.4328865,-0.480765414,0.578147062,2.363244681,27.97205023,6.785710322,0.4328865,-2.12103798,2.1,-0.141109799,7.896502923
Nitralin (Ref: HSDB 789),High,2.190937959,1.00182,9.316378436,0.068116955,0.336591924,-0.47760686,0.516545668,2.272595248,50.56292086,7.594642199,0.336591924,-2.104758886,2.538461538,0.069219324,14.11191783
Ampropylfos (Ref: PNL 62),Not High,2.162865988,0.42152,8.532390642,0.049787065,0.337408514,-0.477606867,0.750211268,2.314847775,27.97205023,6.59112665,0.337408514,-2.167814941,2.461538462,0.069222659,7.897702266
Fensulfothion (Ref: ENT 24945),Not High,2.210915987,1.39572,9.973591051,0.058418585,0.422194769,-0.477606741,0.529757608,2.292234072,33.92038952,7.975488069,0.422194769,-2.146617309,2.40625,-0.154266932,7.898218035
Chlordecone (Ref: ENT 16391),High,2.159957702,0.1038,9.241993657,0.134852904,0.360226881,-0.465385157,0.676337323,2.360092601,22.02371095,6.93364707,0.360226881,-2.091351231,2.555555556,0.059592897,7.897533859
Mirex (Ref: GC 1283),High,2.344214232,5.409,7.246630694,0.007821974,0.449849487,-0.409668639,0.571471973,2.167177374,40.32852129,5.519033055,0.409668639,-2.102378837,2.333333333,-0.145478711,6.423080519
Simetryn,High,1.853334023,0.1702,1.9258201,5.666666667,0.475730989,-0.160238087,0.408382243,4.062942299,10.60916238,1.135016644,0.160238087,-1.569864412,1.2,0.501155986,7.806054002
Azobenzene (Ref: ENT 14611),Not High,2.501337898,3.8389,9.167605849,0.067453651,0.380416629,-0.420800434,0.742881864,2.868246661,18.52546332,8.490472381,0.380416629,-2.233675371,2.2,0.170828481,8.073043488
3-chloroaniline,Not High,2.302450365,3.56018,6.679711213,0.746351096,0.151463414,-0.229612424,0.354429544,2.154897583,45.07717641,5.823810128,0.151463414,-1.872182721,3.071428571,1.307594659,8.182665738
Cyclohexanone,High,2.033346088,-1.55968,6.227144599,0.0,0.100827341,-1.0,0.583797475,2.56e-06,0.0,4.245291199,0.100827341,-2.145984018,2.176470588,-0.896387746,5.199698101
Ethylene glycol,High,2.361895769,2.7193,6.09746602,0.281450617,0.257704453,-0.466510098,0.781053492,2.175954979,29.10905951,5.414465807,0.257704453,-2.294648769,2.823529412,-0.143943332,6.53031814
Naphthalene,Not High,2.176275265,2.1919,4.121896667,0.460555556,0.344093682,-0.478984575,0.813803854,2.688220173,17.57024518,2.992127578,0.344093682,-2.092211694,2.846153846,-0.143706013,6.302241966
"N,N-dimethyl capramide",Not High,2.291949738,2.4431,7.479713413,0.051077386,0.341859875,-0.480731867,0.420948716,2.543686495,11.68099029,4.866866677,0.341859875,-2.131064922,2.230769231,0.059718842,6.087396727
Pelargonic acid,Not High,2.594041008,4.58504,7.609877892,0.001708816,0.309956259,-0.460555088,0.597719909,1.983725069,5.969305288,7.106488139,0.309956259,-2.086558691,2.523809524,-0.147102035,5.779300706
1-naphthylacetic acid,High,2.104341101,1.8519,5.826856032,0.427288963,0.273795523,-0.369651695,0.485221398,2.830118712,11.60093989,3.940289915,0.273795523,-2.232037404,2.833333333,-0.404355861,6.288752518
2-naphthyloxyacetic acid,High,2.457906942,3.0566,5.626425128,2.626736111,0.296321985,-0.219863058,0.644414828,5.108227201,79.44289248,9.533643669,0.219863058,-2.172702917,0.909090909,0.596570646,8.018492792
Acetic acid,High,2.215060988,1.9764,9.297017699,0.387499617,0.388171329,-0.465385157,0.438559516,2.262502466,27.97205023,6.823222475,0.388171329,-2.118498781,2.064516129,-0.057917631,7.897697991
Diphenylamine,Not High,2.259664574,2.5954,2.856177245,0.039351852,0.203436391,-0.122062738,0.487137708,3.168489873,46.40375956,3.53213888,0.122062738,-2.003514665,1.333333333,1.279549609,6.690914752
2-phenylphenol,Not High,1.945469196,1.81,1.886657611,0.222222222,0.104589173,-0.105706289,0.40598289,2.323790008,23.20187978,2.05161483,0.104589173,-1.722588454,1.5,1.387534367,6.434202771
