Unnamed: 0,Environmental fate,VSA_EState10,MolLogP,Kappa2,Chi3n,fr_NH0,HallKierAlpha,SMR_VSA10,TPSA,fr_amide,fr_NH2,SMR_VSA7,SlogP_VSA11,Chi4v,FpDensityMorgan2,SlogP_VSA10
Propazine (Ref: G 30028),High,5.181734746,2.3388,7.819730044,1.529262635,0,-0.42,24.41855992,56.79,0,0,11.83518498,0.0,2.803272146,2.117647059,0.0
Propetamphos (Ref: OMS 1502),Not High,0.0,2.6435,4.499571342,1.362929056,0,-1.51,11.78062635,38.33,1,0,30.33183534,0.0,0.882876274,1.923076923,10.48192346
Propham,Not High,12.37085351,3.6534,6.542255527,3.648299751,3,-1.14,23.20187978,49.17,0,0,46.46245947,0.0,3.21686872,2.272727273,0.0
Propineb (Ref: BAY 46131),Not High,0.0,2.192,5.240223135,1.618609418,0,-1.71,6.093240071,47.56,1,0,24.26546827,11.49902367,1.036680297,1.866666667,4.794537184
Propoxycarbazone-sodium (Ref: MKH 6561),High,2.201790633,3.1999,6.362288276,2.763658408,2,-1.11,33.49379556,44.12,0,0,32.12308756,6.01046484,2.388256004,2.105263158,0.0
Proquinazid (Ref: DPX KQ926),Not High,11.58909915,3.135,4.777140577,1.91161911,0,-1.17,29.10905951,29.1,1,0,33.80781932,0.0,1.603050779,1.8125,0.0
Propyzamide (Ref: RH 315),High,1.404537037,4.1618,8.178019914,2.450382449,1,-0.96,17.00109666,20.31,1,0,35.89528683,0.0,2.49254625,1.705882353,4.794537184
Prosulfocarb (Ref: SC 0574),Not High,0.0,2.19392,8.372975007,3.301604019,3,-2.96,22.00274495,123.17,2,0,35.65332426,6.01046484,3.335524572,1.857142857,23.91412161
Prosulfuron (Ref: CGA 152005),High,17.88787132,3.33929,5.392451275,4.002868496,2,-0.88,35.41975322,53.84,0,0,45.94993892,0.0,3.135033062,2.142857143,0.0
Prothioconazole (Ref: JAU 6476 ),Not High,18.93146763,5.7764,7.983410328,1.844817465,0,0.56,52.08399827,18.46,0,0,28.24436783,5.749511833,6.309541678,2.055555556,0.0
Prothiofos (Ref: OMS 2006),High,6.574332011,2.5417,8.476266242,1.377847382,0,0.39,34.78929821,47.56,1,0,0.0,0.0,5.156692128,1.875,0.0
Prothoate (Ref: EI 18682),Not High,0.0,0.8166,4.519510892,1.986034696,4,-2.24,17.95740009,69.95,2,0,30.08987277,0.0,1.20682768,2.5,4.794537184
Pymetrozine (Ref: CGA 215944),Not High,7.071105405,5.1923,8.064895952,2.608020482,2,-0.94,29.78029218,53.35,0,0,41.68178873,5.749511833,5.224249396,2.045454545,0.0
Pyraclofos (Ref: OMS 3040),High,5.905442051,4.2389,8.569199098,3.764764707,3,-3.03,23.38156624,65.82,1,0,71.38023199,5.879988336,2.584653374,1.851851852,10.48192346
Pyraclostrobin (Ref: BAS 500F),Not High,11.87984402,4.0763,8.501606064,3.067841078,2,-2.13,29.17118507,62.58,0,0,27.99522161,11.62950017,2.53903967,2.038461538,13.17124514
Pyraflufen-ethyl (Ref: ET 751),Not High,5.315052133,2.89072,8.023966431,2.892129262,3,-1.54,30.14194583,84.18,0,0,23.52059013,5.879988336,3.956001898,1.916666667,0.0
Pyrazophos (Ref: HOE 2873),Not High,12.06861727,4.52802,7.943411882,4.008149966,2,-2.63,34.76836967,61.19,0,0,80.96048565,5.879988336,3.207872573,1.814814815,0.0
Pyrazoxyfen (Ref: SL 49),Not High,7.800770349,5.2415,6.927854212,3.736634863,2,-1.26,23.36282484,34.89,0,0,56.96565222,0.0,3.401019872,1.666666667,0.0
Pyridaben (Ref: BAS 300l),Not High,5.292044176,2.9088,7.647851925,2.556322886,2,-1.53,18.52546332,62.58,0,0,52.81837356,5.879988336,3.718386928,1.727272727,0.0
Pyridafenthion (Ref: ENT 23968)),Not High,7.095633721,6.3895,11.10816573,3.687443283,2,-1.59,28.66416211,52.08,0,0,41.55131223,5.749511833,3.184128238,1.8,4.794537184
Pyridate (Ref: CL 11344),Not High,12.08309172,3.9816,6.54712422,2.537876077,2,-1.58,28.91356478,34.48,0,0,63.8976921,0.0,2.223989621,2.157894737,0.0
Pyrifenox (Ref: CGA 179945),Not High,0.0,2.83704,4.086623174,2.012214255,2,-1.9,11.63572556,37.81,0,0,47.7860584,0.0,1.432429726,1.533333333,11.63572556
Pyrimethanil (Ref: SN 100309),Not High,0.0,4.7202,8.01511563,3.24703358,1,-3.01,0.0,40.58,0,0,78.99324839,23.12852384,2.099059886,1.458333333,0.0
Pyriproxyfen (Ref: S 9318),Not High,5.281563471,3.3061,6.389744255,2.206210745,2,-1.07,29.55886476,53.47,0,0,30.46231185,5.879988336,3.495973614,1.736842105,0.0
Quinalphos (Ref: ENT 27397),Not High,11.53164289,3.2398,3.680326793,1.982523385,1,-1.32,40.07411,50.19,0,0,40.0046629,0.0,1.753369552,2.066666667,0.0
Quinclorac (Ref: BAS 514H),High,5.817162856,2.89482,3.513153982,2.152610921,1,-1.61,28.47317011,50.19,0,0,40.54548107,0.0,1.723906059,2.2,0.0
Quinmerac (Ref: BAS 518H),Not High,5.624411061,1.4747,2.957470134,2.096762838,0,-1.61,23.16742978,60.16,0,1,46.12169692,0.0,1.552049874,1.5,0.0
Quinoclamine,Not High,12.14145213,5.473,5.270174036,2.7615634,1,-1.84,34.10480471,22.12,0,0,64.52390052,11.49902367,2.464813235,1.75,4.390415048
Quinoxyfen (Ref: DE 795),High,27.9341232,4.8618,4.289049481,1.369205744,1,0.07,63.69208573,43.14,0,0,35.22748484,0.0,2.020022128,1.071428571,5.687386275
Quintozene,High,5.936202614,4.4059,8.01279567,3.459715714,2,-2.86,28.60364661,70.54,0,0,53.68404636,17.379012,2.401246136,1.846153846,0.0
Quizalofop-ethyl (Ref: DPX Y6202),High,5.936202614,4.4059,8.01279567,3.459715714,2,-2.86,28.60364661,70.54,0,0,53.68404636,17.379012,2.401246136,1.846153846,0.0
Quizalofop-P-ethyl (Ref: DPX 79376),Not High,5.960241606,4.565,9.277346099,4.60859437,2,-2.9,28.60364661,79.77,0,0,53.68404636,17.379012,3.20985013,2.0,0.0
Quizalofop-P-tefuryl (Ref: UBI C4874 ),Not High,0.0,5.152,6.909573679,4.987841259,0,-2.29,5.969305288,39.44,0,0,71.19764045,0.0,3.433908458,1.92,0.0
Resmethrin (Ref: OMS 1206),Not High,0.0,0.1928,8.347140039,3.255698811,3,-3.0,31.83999808,166.54,2,0,24.39594478,11.75997667,4.486481276,1.714285714,10.74287647
Rimsulfuron (Ref: DPX E9636),High,1.886735209,3.6616,10.05698618,3.763746585,0,-0.81,23.32837484,55.4,0,0,11.27014384,0.0,3.895032719,1.909090909,0.0
Sethoxydim (Ref: BAS 9052H),Not High,0.0,3.3868,5.709781036,3.459628476,0,-1.51,11.71850079,41.13,2,0,30.33183534,0.0,2.387743542,1.882352941,10.48192346
Siduron,Not High,1.784773794,2.82594,5.186086002,2.700515425,0,-0.873116883,29.81825926,29.1,1,0,28.65900597,0.0,5.326006676,2.0,0.0
Silthiofam (Ref: MON 65500),High,5.67925422,1.3886,4.811985947,1.27790338,3,-1.1,23.49761845,62.73,0,0,5.28358632,0.0,0.984537018,1.461538462,11.89667856
Simazine (Ref: G 27692),Not High,0.0,2.41752,7.3653126,3.900697974,2,-3.19,16.87223022,90.65,0,0,63.94527654,5.749511833,2.619866016,1.884615385,0.0
Sodium chloride,High,12.35391314,5.9436,7.478914744,5.625994428,0,-1.52,40.71359489,52.6,0,0,39.5669842,0.0,3.994037164,1.888888889,0.0
Spirodiclofen (Ref: BAJ 2740),Not High,0.0,5.17196,6.810112421,5.36189023,0,-2.1,17.51171511,52.6,0,0,40.14570498,0.0,4.387484474,1.666666667,0.0
Spiromesifen (Ref: BSN 2060),Not High,0.0,4.0663,6.972423124,5.334748617,1,-0.12,0.0,21.7,0,0,0.0,0.0,3.875126943,1.80952381,0.0
Spiroxamine (Ref: KWG 4168),High,5.937084199,1.8645,5.691925664,3.386653717,0,-1.53,38.78792787,85.35,0,0,28.78518601,0.0,3.2648496,1.761904762,0.0
Sulcotrione (Ref: SC 0051),High,11.83959796,2.41582,6.097439727,2.735850613,3,-1.65,38.91255721,85.99,0,0,38.48668584,0.0,2.970440827,1.869565217,14.46821637
Sulfentrazone (Ref: FMC 97285),High,0.0,4.8926,7.370190443,3.365111944,0,-1.28,10.02329115,46.17,0,0,0.0,0.0,2.62587079,0.774193548,74.63705581
Sulfluramid (Ref: GX 071),Not High,0.0,0.4455,8.347504307,3.93519777,4,-3.46,37.4871753,170.95,2,0,30.46231185,11.75997667,5.16305563,1.709677419,10.74287647
Sulfosulfuron (Ref: MON 37500),High,10.44443405,3.598,9.07534858,1.348853312,0,1.1,37.05092664,46.15,0,0,0.0,0.0,7.296274774,0.882352941,0.0
Sulfotep (Ref: ENT 16273),Not High,0.0,0.1128,1.207142857,0.0,0,0.35,13.49569335,0.0,0,0,0.0,0.0,0.0,1.0,0.0
Sulphur (Ref: SAN 7116),Not High,8.87424486,5.1915,8.490660083,2.017385737,0,0.33,40.64400343,18.46,0,0,24.26546827,5.749511833,6.327315281,1.888888889,0.0
Sulprofos (Ref: NTN 9306),High,6.020858239,7.39568,11.1502244,5.019025941,1,-3.7,23.25763145,71.35,0,0,88.94594112,11.49902367,3.433003768,1.685714286,18.85863142
TCA-sodium,High,5.901238005,3.3415,6.159400244,4.026730523,3,-1.39,11.60093989,50.94,0,0,47.50619323,0.0,2.401788974,1.857142857,0.0
Tebuconazole (Ref: HWG 1608),Not High,0.0,4.45154,7.729476738,4.180270703,1,-2.62,11.81435946,49.41,2,0,70.28182694,0.0,2.808285168,1.461538462,0.0
Tebufenozide (Ref: RH 5992 2F ),Not High,6.233158368,3.8634,6.749502516,3.878583179,2,-1.81,17.50811962,46.92,1,0,51.80286056,0.0,2.794463999,1.869565217,0.0
Tebufenpyrad (Ref: AC 801757),Not High,0.0,3.4697,5.347609674,2.721547572,1,-1.31,5.907179729,20.31,1,0,35.89528683,0.0,1.699822385,1.705882353,0.0
Tebutam (Ref: GPC-5544),High,1.434490741,1.6112,4.138258404,1.861360956,3,-1.17,22.49945887,58.12,2,0,5.007623697,0.0,1.770956638,2.0,9.926095664
Tebuthiuron (Ref: EL 103),High,22.20888889,4.2084,3.88142891,1.271196843,1,-0.22,52.09114584,43.14,0,0,36.27121859,0.0,1.658392929,1.461538462,5.687386275
Tecnazene,Not High,10.7962505,4.5117,7.060843033,2.767709798,0,-2.32,40.8275603,58.2,3,0,63.14306976,0.0,2.153313116,1.541666667,28.04358365
Teflubenzuron (Ref: CME 13406),Not High,5.154836739,5.55182,6.996508445,4.693857408,0,-1.77,17.57024518,26.3,0,0,45.50409281,0.0,2.973483049,1.592592593,30.73290533
Tefluthrin (Ref: R 151993),Not High,11.98546644,5.63,10.34779683,3.212019506,0,-0.47,48.81281159,55.38,0,0,48.53093655,11.49902367,4.518520048,0.888888889,0.0
Temephos (Ref: OMS 786),Not High,5.418100368,2.899,9.205093234,4.504815576,0,-1.17,23.16742978,64.63,0,0,22.88136588,0.0,3.351181754,1.913043478,0.0
Tepraloxydim (Ref: BAS 620H),High,5.757361111,1.25342,3.275748453,1.888437076,1,-1.03,11.60093989,54.86,0,0,31.55464597,0.0,1.362992854,1.785714286,0.0
Terbacil (Ref: DPX D732),High,8.925330688,4.5063,7.567971465,1.277183433,0,1.27,40.64400343,18.46,0,0,0.0,0.0,8.203458395,1.6,0.0
Terbufos (Ref: AC 92100),Not High,0.0,1.5224,4.9577695,1.619162054,3,-1.59,11.89667856,71.96,0,0,0.0,6.01046484,1.076271078,1.75,11.89667856
Terbumeton (Ref: GS 14259),High,5.772366465,2.1672,4.612936542,1.4298162,3,-1.1,23.49761845,62.73,0,0,5.28358632,0.0,1.13867809,1.733333333,11.89667856
Terbuthylazine,Not High,1.506764928,2.2357,5.337192471,1.619162054,3,-1.04,23.65856351,62.73,0,0,0.0,0.0,1.431782015,1.75,11.89667856
Terbutryn (Ref: GS 14260),Not High,23.31403538,5.6015,7.185362503,2.031887949,0,0.07,59.98562156,44.76,0,0,38.2992875,0.0,2.663054672,1.631578947,0.0
Tetrachlorvinphos (Ref: SD 8447),Not High,11.8492041,4.2432,7.459655194,3.007352614,3,-1.38,23.20187978,39.94,0,0,46.46245947,0.0,2.463719988,2.0,17.56166019
Tetraconazole (Ref: M 14360),High,23.24700306,5.133,5.505010436,2.388263857,0,-0.45,56.2410127,34.14,0,0,56.48873567,0.0,3.830167557,1.263157895,0.0
Tetradifon (Ref: ENT 23737),High,0.0,2.9649,5.866978651,5.487868101,1,-1.91,17.78366475,63.68,2,0,22.7953337,0.0,3.928642129,1.708333333,0.0
Tetramethrin (Ref: ENT 27339),Not High,1.573220427,2.6864,2.9198357,2.064315434,2,-1.68,22.37018731,41.57,0,0,35.15607032,0.0,1.940251376,2.142857143,0.0
Thiabendazole (Ref: MK 360),High,7.315498132,2.12088,5.191428364,2.17060697,4,-1.25,28.53047661,52.28,0,0,29.04613902,0.0,2.49668464,2.5,0.0
Thiacloprid (Ref: YRC 2894),Not High,7.053489675,1.0232,5.462021271,2.199468577,5,-1.45,28.89728034,84.1,0,0,25.65511455,0.0,2.512298041,2.5,0.0
Thiamethoxam (Ref: CGA 293343),High,0.309490741,1.3325,4.007691552,1.462265193,3,-1.38,22.49945887,58.12,2,0,5.007623697,0.0,1.391963251,2.066666667,23.09734081
Thiazafluron,High,1.079651597,4.5165,7.892578186,3.605196537,2,-1.71,22.77490722,51.55,0,0,28.07821046,0.0,3.599456771,1.961538462,21.95207524
Thiazopyr (Ref: MON 13200),High,1.128755406,2.1821,4.51603387,1.62969136,2,-1.95,28.25206938,66.91,2,0,36.52867891,0.0,1.432822592,2.0,15.48300544
Thidiazuron (Ref: SN 49537),Not High,0.872155649,0.54712,7.395820936,2.651074435,3,-2.8,39.30883611,149.47,2,0,22.14798153,6.01046484,3.902399143,1.92,10.74287647
Thifensulfuron-methyl (Ref: DPX M6316),High,7.124319982,4.035,6.814637851,2.297208253,1,-0.67,28.60203655,20.31,1,0,34.85155308,0.0,2.348148489,1.8125,4.794537184
Thiobencarb (Ref: IMC 3950),Not High,3.509502559,3.0792,10.62736987,1.854573156,4,-1.07,57.931645,83.8,2,0,0.0,0.0,1.437574768,1.19047619,9.589074368
Thiodicarb (Ref: OMS 3026),Not High,1.653371362,2.1075,5.903337298,1.589668663,1,-0.71,23.56681002,50.69,1,0,0.0,0.0,1.417858006,2.071428571,4.794537184
Thiofanox (Ref: DS 15647),High,8.708039966,2.99,7.65322442,1.128409617,0,1.27,40.64400343,18.46,0,0,0.0,0.0,4.818914457,1.833333333,0.0
Thiometon (Ref: SAN 230),Not High,9.934160234,1.7922,8.744341739,2.225442104,0,-2.46,58.22187335,100.72,2,0,24.26546827,0.0,1.682284429,1.227272727,20.96384692
Thiophanate-methyl (Ref: NF 44),Not High,4.092592593,-0.8113,1.061747212,0.0,0,-0.31,17.33031033,52.04,0,2,0.0,0.0,0.0,1.5,0.0
Thiourea,High,10.14559146,2.0608,6.013500198,0.914540391,2,0.48,54.66461101,6.48,0,0,0.0,0.0,2.595609637,1.083333333,0.0
Thiram (Ref: ENT 987),Not High,1.412037037,4.9388,8.258731916,3.547332846,1,-0.96,17.00109666,20.31,1,0,35.89528683,0.0,2.973102858,1.631578947,4.794537184
Tiocarbazil (Ref: M 3432),Not High,17.0770331,4.19792,5.673789428,1.792923892,0,0.17,41.7273431,27.69,0,0,27.74145226,5.749511833,2.757659333,1.5625,0.0
Tolclofos-methyl (Ref: S 3349 ),Not High,10.67779419,3.31442,6.050538247,2.102204605,2,-0.21,51.04651819,40.62,0,0,29.82891977,0.0,3.986152607,1.684210526,10.07780132
Tolylfluanid (Ref: BAY 49854),Not High,0.0,3.83266,7.753798769,4.562586047,0,-1.94,11.56648989,55.4,0,0,45.65668395,0.0,3.71448846,1.625,0.0
Tralkoxydim (Ref: PP 604),Not High,14.20056051,7.46098,9.31502711,5.283617813,1,-0.88,69.68908088,59.32,0,0,60.16075511,11.49902367,5.442586451,1.733333333,0.0
Tralomethrin (Ref: OMS 3048),Not High,5.832863039,3.1243,5.626045013,2.70172411,3,-1.88,17.38418484,57.01,0,0,41.94274174,5.749511833,1.704605645,1.95,0.0
Triadimefon,Not High,5.850417052,2.9161,5.808626686,2.925210951,3,-1.59,11.60093989,60.17,0,0,41.94274174,5.749511833,1.81821698,1.9,0.0
Triadimenol (Ref: BAY KWG 0519),Not High,17.8361714,4.8439,7.697715483,1.850927604,1,0.43,51.80391633,20.31,1,0,9.523754526,0.0,2.693117121,1.5625,4.794537184
Tri-allate (Ref: CP 23426),High,5.54667381,1.31662,8.627230813,2.835060589,3,-2.66,33.60368484,132.4,2,0,30.08987277,11.75997667,2.980245191,1.961538462,10.74287647
Triasulfuron (Ref: CGA 131036 ),High,1.145092593,1.7605,6.927338187,2.436485218,4,-1.57,23.76230475,77.32,1,0,5.824404498,0.0,2.071602043,1.952380952,4.794537184
Triazamate (Ref: RH 7988),Not High,5.263311182,2.9436,6.945486956,2.259445267,3,-1.27,18.52546332,58.4,0,0,36.65915542,6.01046484,3.429548312,1.8,0.0
Triazophos (Ref: HOE 002960 ),Not High,5.807005106,1.1023,3.67072882,2.279605978,5,-2.21,22.63434133,70.54,0,0,47.14999476,0.0,1.662683992,2.235294118,0.0
Triazoxide (Ref: SAS 9244),High,0.0,0.50992,7.949185356,3.305663286,4,-3.28,27.97205023,140.68,2,0,35.65332426,6.01046484,3.169136113,1.777777778,10.74287647
Tribenuron-methyl (Ref: DPX L5300),High,5.192369615,6.6944,12.32078787,2.241875801,0,1.28,38.89266262,17.07,0,0,0.0,0.0,13.10418651,1.0,0.0
Tribufos,Not High,15.82256944,2.1609,4.467680664,1.101266169,0,0.98,42.398582,55.76,0,0,0.0,0.0,2.436235899,1.666666667,0.0
Trichlorfon (Ref: OMS 800),High,23.09833898,5.3915,6.604123282,1.925337514,0,0.5,53.1013482,18.46,0,0,27.20063408,5.749511833,3.497839953,1.705882353,0.0
Trichloronate (Ref: BAY 37289),High,16.8312905,2.5052,4.682872741,1.186898779,1,-0.71,40.77212496,59.42,0,0,21.26474351,5.879988336,1.204275999,2.071428571,0.0
Triclopyr,High,1.671851852,2.25242,2.292587631,2.159360585,3,-1.42,26.51427943,30.19,0,0,30.08987277,0.0,2.592903597,2.307692308,0.0
Tricyclazole (Ref: EL 291),High,0.0,5.4066,12.46261697,4.573128006,1,-0.08,0.0,12.47,0,0,0.0,0.0,3.466590366,1.142857143,0.0
Tridemorph (Ref: BAS 2205-F),Not High,29.14858434,4.9792,4.382136087,2.367457221,0,0.63,58.00469945,12.53,0,0,33.80781932,0.0,2.77220567,1.625,0.0
Tridiphane,Not High,5.814868985,1.803,5.701348273,1.977493477,4,-1.1,23.49761845,53.94,0,0,5.28358632,0.0,1.380315672,1.8,11.89667856
Trietazine (Ref: G 27901),Not High,0.0,4.1697,9.719332024,3.863008527,2,-3.36,17.39267529,69.48,0,0,70.78474251,0.0,2.433465755,1.75862069,13.17124514
Trifloxystrobin (Ref: CGA 279202),Not High,5.673007976,4.5602,7.608623891,2.895579449,3,-1.86,23.12394595,39.41,0,0,47.50619323,0.0,2.028089492,2.173913043,18.85863142
Triflumizole (Ref: NF 114 ),Not High,5.834613755,4.2005,7.221431242,2.691308409,0,-2.74,29.22662041,67.43,3,0,59.11702135,5.749511833,1.939641442,1.625,23.6531686
Triflumuron (Ref: OMS 2015),Not High,0.0,4.1482,7.24842552,3.093677114,3,-2.39,17.06215882,89.52,0,0,37.92482217,0.0,2.245438727,1.391304348,30.23340397
Trifluralin (Ref: EL 152),High,0.0,1.48412,9.845407759,3.706354557,4,-3.69,33.92038952,152.71,2,0,29.32600419,6.01046484,3.722661773,1.818181818,29.86246089
Triflusulfuron-methyl (Ref: DPX 66037),High,35.18851917,1.4886,8.624878618,3.151067541,2,0.6,82.42582995,64.68,2,0,0.0,0.0,3.402570068,1.0,0.0
Triforine (Ref: AC 902194),Not High,0.0,2.33006,4.133247256,2.315216179,0,-1.51,6.093240071,38.33,1,0,28.82308861,5.749511833,1.212948636,1.714285714,4.794537184
Trimethacarb (Ref: OMS 597),Not High,0.0,1.3198,4.918767044,3.261386993,0,-1.65,17.53579518,80.67,0,0,11.3322694,0.0,2.152738461,1.777777778,0.0
Trinexapac-ethyl (Ref: CGA 163935),Not High,5.935871195,3.5662,5.52204096,4.738472733,3,-1.65,17.67696,50.94,0,0,53.07929776,0.0,3.237513591,2.045454545,0.0
Triticonazole (Ref: RPA 400727),High,0.0,2.4282,7.686500424,2.985387236,3,-3.17,22.00274495,123.17,2,0,35.65332426,6.01046484,3.005767422,1.620689655,37.08536675
Tritosulfuron,High,5.885280997,3.3366,5.770704907,2.968310396,3,-1.65,23.37399931,50.94,0,0,47.50619323,0.0,1.911319407,1.95,0.0
Uniconazole (Ref: XE 1019),High,2.649369567,1.9882,8.416481189,1.76342546,0,0.32,35.84841697,64.63,1,0,0.0,0.0,4.696270399,1.9375,0.0
Vamidothion (Ref: ENT 26613),High,1.451435185,3.3716,8.419687014,1.674908554,1,-0.18,17.00109666,20.31,1,0,0.0,0.0,1.85876447,1.615384615,4.794537184
Vernolate (Ref: R-106),Not High,11.66848485,3.4213,4.298081272,2.604680313,1,-1.52,40.88968586,46.61,2,0,40.89932362,0.0,2.110120014,1.833333333,10.48192346
Vinclozolin (Ref: BAS 352F),Not High,0.0,3.6096,6.084896582,3.861853974,0,-2.88,16.7524893,67.51,0,0,76.1443301,5.749511833,2.814557832,1.739130435,0.0
Warfarin,Not High,11.46206606,6.17798,8.261449021,4.961172443,1,-2.48,29.17118507,59.32,0,0,70.72824339,11.49902367,3.570249235,1.821428571,0.0
Ziram,Not High,17.58403727,4.00822,6.791027158,3.376448384,0,-0.77,46.49324435,46.17,1,0,33.30490375,0.0,2.383875809,1.75,0.0
Zoxamide (Ref: RH 7281),Not High,0.0,0.78072,5.994922965,4.146558925,2,-2.68,21.33218309,110.59,0,0,50.93718775,0.0,3.809714967,2.04,0.0
Topramezone (Ref: BAS 670 H),High,0.0,0.4853,4.958329673,1.444226874,1,-0.91,23.10740969,67.76,1,0,0.0,0.0,0.512487331,2.153846154,4.794537184
Aldicarb sulfoxide,High,0.0,3.3162,4.65365309,2.14916827,0,-2.36,5.969305288,46.53,0,0,59.91160888,11.49902367,1.33011024,1.823529412,4.390415048
3-phenoxybenzoic acid,Not High,11.67913819,4.3921,5.986588537,2.516858243,1,-2.31,34.85857134,89.67,0,0,62.1212388,11.49902367,2.041163741,1.904761905,5.687386275
4-fluoro-3-phenoxybenzoic acid,High,0.0,0.2252,2.186575132,2.352342123,0,-1.12,11.81435946,46.17,2,0,12.15204021,0.0,1.700548583,1.545454545,0.0
Bifenox acid,High,0.0,1.1451,1.733593668,1.407692449,1,-1.51,16.98174072,54.7,0,1,24.26546827,0.0,0.972532748,2.1,5.948339281
"1,2,4-triazole (Ref: CGA 71019)",Not High,0.0,1.6355,5.139855961,2.37261425,0,-1.62,22.39413505,55.4,1,0,40.99613673,0.0,2.64716941,2.058823529,5.687386275
Tetrahydrophthalimide,High,5.833198836,2.54722,6.44871392,3.128057973,3,-2.29,17.57024518,77.12,0,0,44.84472486,0.0,2.27892221,2.086956522,13.17124514
1-naphthol,Not High,5.781948836,2.62782,6.287571611,2.875605311,3,-2.55,23.64626529,77.12,0,0,50.92074497,0.0,2.075925802,2.086956522,13.17124514
2-aminobenzimidazole,High,51.33351332,5.0192,3.573338158,4.706805421,0,2.02,92.80751912,12.53,0,0,10.0645727,0.0,7.798272423,1.315789474,0.0
Carboxin sulfoxide,High,16.3382716,2.3351,2.824008536,0.903321954,0,-0.18,34.80281967,32.86,0,0,31.61854759,0.0,0.968191031,1.8,0.0
"3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)propanoic acid",Not High,5.401752027,3.8599,10.66839676,3.98013775,1,-1.14,33.89543888,75.96,0,0,22.94349144,0.0,3.938420073,2.208333333,0.0
"(2E)-3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)acrylic acid",Not High,11.18145062,2.5756,2.460285375,0.962497509,0,-0.4,28.88926606,26.02,0,1,28.24436783,0.0,0.909998692,1.888888889,5.687386275
Oxychlordane,Not High,6.622626781,5.34918,9.145014247,2.827733436,1,-0.86,37.82919308,50.09,0,0,26.64162466,5.749511833,3.108024865,1.8,0.0
"3,5,6-trichloro-2-pyridinol",High,0.0,-1.3818,1.731215376,0.687298335,3,-1.59,17.84501784,116.73,0,3,0.0,0.0,0.427090519,0.888888889,17.84501784
Clethodim sulfoxide,High,0.0,1.1154,8.142810713,1.53033177,1,-0.05,43.35231753,77.84,0,0,0.0,0.0,5.159746508,1.533333333,0.0
"2,4-dichloroaniline",Not High,23.66948735,6.1879,5.988106976,2.454775847,0,-0.66,51.97686409,0.0,0,0,74.19457433,0.0,2.306407212,0.944444444,0.0
Bromoxynil-octanoate,Not High,0.0,1.20172,2.862110972,1.44273962,1,-1.12,0.0,45.75,0,0,27.93850364,0.0,0.875688805,2.181818182,0.0
Cyhalofop,Not High,10.95490741,2.3972,3.207836991,1.291707492,0,-0.93,29.17118507,57.53,0,0,27.74145226,5.749511833,1.135379102,1.75,0.0
Melamine (Ref: CGA 235129),High,11.8251557,4.6376,6.69605811,2.606094731,0,-1.91,29.17118507,55.76,0,0,52.50983611,17.2485355,1.97280264,1.714285714,0.0
Thiocyclam oxalate (Ref: SAN 1551),High,37.9555502,3.3559,4.456309281,4.036898726,0,1.35,80.00463992,52.6,0,0,10.0645727,0.0,6.765561325,1.25,0.0
DDE (Ref: HSDB 1625),High,0.0,0.076,3.046280408,1.114713004,2,-1.52,5.948339281,70.26,0,1,6.066367068,11.75997667,0.630116431,1.636363636,5.948339281
DDD (Ref: ENT 4225),High,0.0,0.7412,2.834461451,2.395856592,0,-1.84,11.93829424,58.2,3,0,35.89528683,0.0,1.517941279,1.785714286,4.794537184
Decamethrinic acid (Ref: AE F108565),High,0.0,3.25382,7.363085689,2.397050251,0,-0.68,18.54605747,64.63,0,0,23.7625527,5.749511833,4.031587189,2.05,0.0
Ethyl 3-hydroxycarbamate,Not High,0.0,0.9231,2.196104624,1.55932937,1,-1.64,10.90292493,45.75,0,0,40.94659243,0.0,1.02546302,2.090909091,0.0
Pyrimidinol (Ref: GS-27550),High,0.0,1.60882,2.574037504,1.377072687,1,-1.58,5.687386275,63.37,0,0,33.87687097,5.749511833,0.844489061,2.181818182,5.687386275
"3,6-dichlorosalicylic acid (Ref: NOA 414746)",Not High,5.098466763,2.62852,6.067897917,2.120516904,0,-0.26,29.32503236,44.76,0,0,23.7625527,5.749511833,2.979507722,1.882352941,0.0
Dimethylaminosulfanilide,High,0.0,2.1244,6.561013812,2.809884791,4,-3.11,17.79731657,103.46,2,1,29.95939627,11.75997667,1.795515278,1.791666667,29.73198439
"2,4-dichlorophenol",Not High,0.0,0.7478,3.208970378,1.346055201,1,-1.15,10.02329115,73.05,0,1,23.8930292,0.0,1.531362248,1.928571429,13.17124514
Diclofop (Ref: AE F021079),Not High,0.0,2.6512,5.814954342,2.440735409,3,-2.58,11.76620206,69.16,0,0,29.95939627,11.75997667,1.508532219,1.714285714,24.9374472
Endosulfan sulfate,Not High,0.0,0.6333,1.399087407,0.242500651,0,-0.74,5.969305288,37.3,0,0,0.0,0.0,0.0,1.571428571,13.17124514
"2-amino-4,6-dimethoxypyrimidine (Ref: AE-F092944)",Not High,0.0,2.4036,3.082443328,1.436848491,0,-1.52,5.969305288,37.3,0,0,35.39237126,0.0,0.828552932,1.923076923,13.17124514
