,Environmental fate,Ecotoxicity,Human health,SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Acetochlor (Ref: CP 55097),Not High,Not High,High,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,11.95265023,11.95265023,0.037140023,-0.130447531,0.586581381,10.44444444,269.772,249.612,269.1182566,100,0.243316199,-0.360941101,0.360941101,0.243316199,1.388888889,2.111111111,2.666666667,35.49566337,10.04824597,2.186931098,-2.254757021,2.257425267,-2.350473084,6.290172313,-0.116946164,2.394369671,3.14392934,406.7805069,13.5436056,11.20215258,11.95808153,8.650595668,6.177514297,6.712036781,4.013493775,4.280755017,2.812018571,3.040650377,1.907208491,2.051485347,-1.06,10056.35262,14.99903188,7.391222319,3.466403316,113.6891073,4.736862954,12.61082019,0.0,5.907179729,0.0,0.0,9.694446915,0.0,0.0,11.60093989,25.12283841,31.39519901,6.606881965,5.687386275,9.531400138,23.19550589,0.0,0.0,0.0,27.19203322,24.11761189,29.32600419,0.0,4.899909731,5.687386275,0.0,11.60093989,25.12488189,15.95222176,6.9237372,24.97437738,18.19910121,0.0,0.0,29.54,0.0,4.794537184,0.0,18.51799992,6.606881965,23.23511088,0.0,4.899909731,32.0465756,6.9237372,16.33780284,5.373971403,5.676668714,13.58227986,0.0,3.124805052,-0.167587554,6.027219624,0.870242111,6.790178571,0.0,0.5,18,0,3,0,0,0,1,0,1,2,0,4,6,0,0,0,1,3.12322,75.256,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acibenzolar-S-methyl (Ref: CGA 245704),Not High,Not High,High,CSC(=O)C1=C2C(=CC=C1)N=NS2,11.43944444,11.43944444,0.066342593,0.066342593,0.723312882,10.53846154,210.283,204.235,209.9921548,66,0.220152113,-0.281527815,0.281527815,0.220152113,1.538461538,2.384615385,3.153846154,32.16649994,10.20615655,2.09989157,-1.954898431,2.22562378,-1.908261101,8.131348159,0.108618065,2.632994052,2.673253366,452.0956821,9.259148545,6.85122287,8.484216032,6.325698503,3.620818646,5.618960179,2.418341489,3.951502384,1.680231055,3.045859998,1.075434856,2.201978802,-0.94,1693.015175,8.649105765,3.431749637,1.445604159,83.3167868,0.0,5.516700718,0.0,5.11527693,0.0,0.0,4.794537184,0.0,0.0,5.098681808,22.31649529,29.92098993,5.563451492,4.699919916,4.794537184,38.62626913,0.0,9.586925077,0.0,0.0,6.255769184,23.7625527,0.0,0.0,0.0,0.0,23.29437156,20.95797119,0.0,0.0,10.35798868,18.19910121,0.0,10.21662063,42.85,0.0,4.794537184,0.0,5.11527693,5.563451492,10.21662063,23.29437156,12.32213625,12.13273414,9.586925077,0.0,4.685547052,2.470694444,11.43944444,3.969435941,1.504537037,0.0,5.490231481,1.773442933,0.0,0.0,0.125,13,0,3,0,0,0,1,1,2,5,0,5,1,0,0,0,2,2.1945,55.2605,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Aclonifen (Ref: AE F068300),High,High,Not High,C1=CC=C(C=C1)OC2=C(C(=C(C=C2)[N+](=O)[O-])N)Cl,10.66969533,10.66969533,0.035234316,-0.589771353,0.521569082,10.05555556,264.668,255.596,264.0301698,92,0.293434892,-0.455718058,0.455718058,0.293434892,1.166666667,1.833333333,2.444444444,35.4956918,10.23018871,2.176766971,-2.084983929,2.382480872,-1.973087169,6.34670954,-0.383463758,2.358310936,2.361830968,587.3764363,13.12095586,9.168725093,9.924654039,8.592224153,5.046028036,5.423992509,3.482706273,3.860670746,2.28903871,2.678899394,1.416269333,1.614651434,-2.27,12536.78094,12.19389172,4.931151492,2.35614614,107.8981752,10.47053043,22.20904325,0.0,0.0,5.687386275,0.0,10.11431827,0.0,0.0,0.0,29.8000411,18.19910121,6.066367068,4.923311049,9.660174003,22.97571244,0.0,0.0,0.0,0.0,5.733667477,57.60152106,11.49902367,10.47053043,11.37477255,11.49902367,11.60093989,4.923311049,0.0,10.11431827,0.0,42.46456948,5.022633314,0.0,78.39,4.923311049,10.11431827,0.0,22.1469177,5.749511833,0.0,12.13273414,24.26546827,6.066367068,0.0,22.07147032,5.490152116,5.937903912,10.07992398,10.70492965,5.246888332,0.859833081,11.62481338,0.0,0.0,0.0,0.0,18,2,5,0,0,0,2,0,2,4,1,6,3,0,0,0,2,3.6227,69.0348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acrinathrin (Ref: RU 38702),Not High,High,Not High,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C,12.7831484,12.7831484,0.313657663,-5.844554498,0.216952933,19.47368421,541.444,520.276,541.1323921,202,0.434156276,-0.457370815,0.457370815,0.434156276,0.947368421,1.552631579,2.131578947,19.42489753,10.08670084,2.620598994,-2.215773381,2.594636035,-2.448795751,5.83433216,-0.311679389,3.386382751,1.653722063,1219.170312,28.30275414,19.91649592,19.91649592,17.64023221,11.09510149,11.09510149,9.017720452,9.017720452,5.923862984,5.923862984,3.868042237,3.868042237,-4.01,134597932.1,28.55959881,10.76935915,6.846008547,212.9517247,14.21058886,17.56824498,0.0,6.103966388,6.103966388,24.29120761,4.794537184,4.794537184,31.60438184,0.0,50.25532985,35.59836479,11.6394716,5.917906046,50.14215352,11.93861058,5.261891555,0.0,17.25080256,38.40800421,0.0,72.31279532,17.56824498,4.736862954,26.34249029,11.49902367,0.0,30.395174,19.06280028,28.58191543,25.51489228,66.74934383,0.0,0.0,85.62,53.74994295,41.19345621,0.0,0.0,23.13849527,6.076020107,6.066367068,62.37841095,6.069221313,4.736862954,9.473725908,90.16087267,0.0,24.4416104,9.571638746,-0.533967954,-3.448176239,16.94012493,-15.88845603,3.17302014,0.0,0.346153846,38,0,6,1,0,1,2,0,2,6,0,12,8,1,0,1,3,6.45158,119.295,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,2,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alachlor (Ref: CP 50144 ),Not High,Not High,Not High,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,11.95265023,11.95265023,0.037140023,-0.130447531,0.586931627,10.44444444,269.772,249.612,269.1182566,100,0.243316122,-0.363889798,0.363889798,0.243316122,1.277777778,1.833333333,2.222222222,35.49566337,10.01882234,2.193088167,-2.257186722,2.268976808,-2.348034335,6.29021654,-0.116789662,2.426246452,3.276613192,384.5305069,13.5436056,11.20215258,11.95808153,8.68860047,6.150640844,6.685163328,4.005148726,4.272409968,2.908433972,3.137065778,2.024291941,2.168568797,-1.06,10651.22192,14.99903188,7.391222319,3.23871366,113.6891073,4.736862954,12.61082019,0.0,5.907179729,0.0,0.0,9.694446915,0.0,0.0,11.60093989,32.0465756,23.96854623,7.109797541,5.687386275,9.531400138,23.19550589,0.0,0.0,0.0,26.68911765,24.62052746,29.32600419,0.0,4.899909731,5.687386275,0.0,11.60093989,25.62779746,22.37304338,0.0,24.97437738,18.19910121,0.0,0.0,29.54,0.0,4.794537184,0.0,18.51799992,0.0,29.6559325,0.0,12.00970727,18.19910121,13.8474744,16.33780284,5.12680587,5.676668714,13.58227986,0.0,3.240493827,-0.167587554,6.105804516,1.74792328,4.387324263,1.578065004,0.5,18,0,3,0,0,0,1,0,1,2,0,4,6,0,0,0,1,2.9871,75.28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldicarb (Ref: ENT 27093),High,High,High,CC(C)(C=NOC(=O)NC)SC,10.53209325,10.53209325,0.103153345,-0.552636054,0.416304575,11.66666667,190.268,176.156,190.0775987,70,0.432577515,-0.322658339,0.432577515,0.322658339,1.666666667,2.25,2.666666667,32.16661866,10.23191266,2.118870505,-2.132376407,2.173619757,-2.193612259,8.001256526,0.153150071,2.038205831,3.831747294,180.2451893,9.612884175,7.749308736,8.565805317,5.515167194,3.500068936,4.724813808,2.670827107,4.131274239,1.229447685,2.387055781,0.299495205,0.447937609,-0.71,319.9983155,11.29,5.028018198,5.008836912,76.72630424,5.316788604,0.0,0.0,0.0,0.0,6.093240071,4.837588584,4.794537184,11.76188495,0.0,5.155712727,20.10324358,11.79469444,6.21460058,9.632125768,24.0697256,0.0,5.316788604,5.155712727,18.59449685,13.30344117,0.0,0.0,5.316788604,4.794537184,0.0,11.76188495,30.35830427,4.837588584,0.0,13.8474744,5.155712727,0.0,0.0,50.69,6.093240071,4.794537184,0.0,4.747022453,0.0,0.0,7.047671983,17.97648553,20.10324358,15.31008991,0.0,-0.103153345,1.625338955,14.96702381,5.814279809,0.0,0.0,0.0,3.001747685,3.96106576,1.483697326,0.714285714,12,1,4,0,0,0,0,0,0,4,1,5,3,0,0,0,0,1.4698,51.6267,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Aldoxycarb,High,High,High,CC(C)(C=NOC(=O)NC)S(=O)(=O)C,11.15088443,11.15088443,0.744860166,-3.268042446,0.418265494,12.85714286,222.266,208.154,222.0674279,82,0.432577538,-0.322658339,0.432577538,0.322658339,1.5,2.0,2.357142857,32.22795489,10.23171506,2.279170681,-2.14732713,2.110964832,-2.32423665,7.922946676,0.153092519,2.012942238,4.455302554,331.5989577,11.40577739,8.565805317,9.382301898,6.204507022,3.83340227,5.724813808,3.238868489,5.835398384,1.659006063,3.675730916,0.342528354,0.577037054,-1.11,593.8179602,12.89,4.405720409,3.733886942,83.22859259,5.316788604,4.747022453,9.837253136,0.0,0.0,6.093240071,4.837588584,13.21233417,0.0,0.0,5.155712727,13.8474744,13.30344117,6.21460058,18.04992275,22.14509379,0.0,5.316788604,5.155712727,18.59449685,13.30344117,0.0,0.0,5.316788604,4.794537184,0.0,0.0,38.77610125,14.67484172,0.0,13.8474744,5.155712727,0.0,0.0,84.83,20.67751566,13.21233417,0.0,0.0,0.0,12.47036976,20.89514638,0.0,0.0,15.31008991,0.0,21.15000441,0.0,14.82795351,5.429653959,0.0,0.0,0.0,1.404430981,2.914769463,-1.893478993,0.714285714,14,1,6,0,0,0,0,0,0,5,1,7,3,0,0,0,0,0.1514,52.9555,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Aldrin (Ref: OMS 194),High,High,High,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,6.761998457,6.761998457,0.066358025,-1.365524691,0.311830458,58.77777778,364.914,356.85,361.8757163,98,0.166379471,-0.109329916,0.166379471,0.109329916,0.833333333,1.222222222,1.611111111,35.54030848,9.752512085,2.848353741,-2.369295111,2.810577819,-2.456469324,6.653218349,0.305340349,2.974696739,2.032344649,480.6606771,13.08542196,8.938995234,13.47456891,8.275727572,5.777740269,8.045527107,5.625768657,8.901419847,5.123356209,9.41585593,4.47806017,7.614273222,1.22,20189.26677,12.92296058,3.339877472,0.973444995,135.170681,0.0,9.748344583,4.333354113,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978,58.55579977,30.09244581,0.0,10.0645727,0.0,69.60563934,0.0,0.0,23.67162418,20.50252032,0.0,22.21661292,0.0,0.0,0.0,0.0,69.60563934,14.0816987,0.0,23.67162418,6.420821623,22.21661292,0.0,0.0,0.0,14.0816987,0.0,0.0,11.83581209,21.9003848,6.420821623,0.0,0.0,0.0,12.15204021,69.60563934,-1.365524691,39.21124496,-2.128287037,0.653765432,0.0,0.815154321,0.0,5.396980348,0.0,0.0,0.666666667,18,0,0,4,0,4,0,0,0,0,0,6,0,2,0,2,4,5.2702,78.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allethrin (Ref: FMC 249),High,High,Not High,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,12.4800611,12.4800611,0.057011999,-0.390089758,0.569226799,29.31818182,302.414,276.206,302.1881947,120,0.310236645,-0.457090999,0.457090999,0.310236645,1.409090909,2.045454545,2.590909091,16.54540603,10.08059192,2.613418644,-2.134259633,2.596364136,-2.202633676,5.997051288,-0.149703367,2.828510666,2.067252684,573.487716,16.65433606,14.23281656,14.23281656,10.1956131,7.889968688,7.889968688,7.276032983,7.276032983,4.950733167,4.950733167,3.419688155,3.419688155,-1.64,62798.5938,16.7257647,5.864062937,2.943022426,132.6643271,4.736862954,6.103966388,5.783244946,0.0,0.0,5.969305288,9.589074368,0.0,0.0,6.578935684,31.57261914,44.09803427,5.57310453,12.33872767,14.32593732,11.75255023,0.0,0.0,17.25080256,53.56429563,0.0,35.45028949,0.0,0.0,0.0,0.0,0.0,17.85651662,14.32593732,17.25080256,47.46032924,35.45028949,0.0,0.0,43.37,6.103966388,9.589074368,0.0,35.42417442,6.420821623,11.14620906,5.57310453,6.076020107,20.7712116,26.50243019,4.736862954,5.660757275,0.0,24.46280222,0.0,2.797562718,0.03092674,0.0,4.306924421,13.82435996,0.0,0.578947368,22,0,3,2,0,2,0,0,0,3,0,3,5,1,0,1,2,4.002,87.21,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alloxydim,High,Not High,Not High,CCCC(=C1C(=O)CC(C(C1=O)C(=O)OC)(C)C)NOCC=C,12.80561287,12.80561287,0.01910856,-0.992351453,0.146935333,22.52173913,323.389,298.189,323.1732729,128,0.316655017,-0.46844264,0.46844264,0.316655017,1.434782609,2.086956522,2.608695652,16.64295872,9.652463601,2.49894535,-2.35771648,2.402226215,-2.466277239,6.270747498,-0.155081158,2.45284685,3.265887409,533.1018163,17.62095586,14.2314759,14.2314759,10.7952595,7.667833089,7.667833089,6.214252269,6.214252269,3.820290601,3.820290601,2.766601864,2.766601864,-1.95,71674.63779,19.09750594,8.057779602,4.283775602,136.4088451,4.736862954,5.917906046,11.56648989,0.0,0.0,5.969305288,24.70129673,0.0,0.0,6.578935684,33.26805333,11.83581209,6.420821623,24.98682335,23.95806309,17.53579518,0.0,5.480096598,11.33289652,40.03367647,13.71667951,23.92509963,0.0,5.480096598,0.0,0.0,0.0,31.25247469,23.95806309,11.33289652,40.03367647,23.92509963,0.0,0.0,81.7,23.08544675,14.38361155,0.0,24.38405306,12.11786094,6.420821623,7.109797541,19.92349451,6.9237372,12.05903228,9.574451538,4.75896673,0.0,42.50381001,0.0,2.327816752,-2.392890763,0.0,2.838002147,9.140975177,1.239986615,0.588235294,23,1,6,1,0,1,0,0,0,6,1,6,7,1,0,1,1,2.1051,85.1367,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alpha-cypermethrin (Ref: OMS 3004),High,High,High,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,12.61141838,12.61141838,0.113804497,-1.028401466,0.528046798,20.39285714,416.304,397.152,415.0741988,144,0.311285242,-0.457370815,0.457370815,0.311285242,1.142857143,1.821428571,2.464285714,35.53908973,10.08891602,2.615221577,-2.133296373,2.599929679,-2.142236553,6.55440166,-0.149079894,3.195228206,1.721481495,930.2980937,20.31119031,15.43344091,16.9452988,13.32373563,8.784538394,9.54046734,7.214765173,8.222629525,4.961172443,5.213148759,3.298782484,3.570249235,-2.48,2171247.032,20.25931433,8.261449021,4.493889414,173.830209,9.473725908,22.05971315,0.0,6.103966388,0.0,5.969305288,4.794537184,0.0,5.261891555,0.0,67.38118952,41.6743849,5.563451492,5.917906046,14.26826309,29.17118507,5.261891555,0.0,17.25080256,19.95144079,0.0,70.72824339,17.56824498,4.736862954,0.0,11.49902367,23.20187978,5.969305288,9.531400138,28.58191543,25.51489228,65.1647919,0.0,0.0,59.32,12.07327168,10.05642874,0.0,21.74227074,17.06247516,0.0,0.0,30.34148838,50.24853105,0.0,32.67560569,11.39789951,11.46206606,12.61141838,9.530405787,0.23139462,0.289262743,18.29388163,0.615190678,3.874036139,0.0,0.272727273,28,0,4,1,0,1,2,0,2,4,0,6,6,1,0,1,3,6.17798,107.954,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ametryn (Ref: G 34162 ),Not High,Not High,Not High,CCNC1=NC(=NC(=N1)SC)NC(C)C,4.263926682,4.263926682,0.316280234,0.316280234,0.748462705,10.46666667,227.337,210.201,227.1204665,84,0.228190235,-0.354326855,0.354326855,0.228190235,1.2,1.866666667,2.4,32.16642623,10.40329732,2.051130686,-2.098187352,2.132645064,-2.145388922,7.979903195,0.835412179,2.163806568,2.891747032,315.3710554,11.25914855,9.534346127,10.35084271,7.151397005,4.958049067,6.182793938,3.298690315,4.072086977,1.550133234,2.097855792,1.007707794,1.363218731,-1.04,2036.14198,12.03163324,5.747178635,3.907554427,94.50283414,10.63357721,0.0,5.156436482,11.89667856,0.0,0.0,0.0,0.0,14.95193556,0.0,11.76188495,27.02698078,12.58659724,0.0,0.0,23.65856351,0.0,14.95193556,0.0,31.96948891,23.4341028,0.0,0.0,10.63357721,11.89667856,0.0,11.76188495,33.79430198,0.0,0.0,20.7712116,5.156436482,0.0,0.0,62.73,0.0,0.0,0.0,0.0,17.93851939,11.70119289,11.76188495,0.0,13.17950638,39.43298717,0.0,0.0,1.507851474,12.75594671,6.969038171,0.0,1.250277778,0.316280234,1.948624339,6.918647959,0.0,0.666666667,15,2,5,0,0,0,0,1,1,6,2,6,5,0,0,0,1,1.8456,64.5304,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Amidosulfuron,High,Not High,Not High,CN(S(=O)(=O)C)S(=O)(=O)NC(=O)NC1=NC(=CC(=N1)OC)OC,11.70865882,11.70865882,0.006544785,-4.603420244,0.624923487,11.86956522,369.381,354.261,369.0412898,130,0.335798558,-0.480765414,0.480765414,0.335798558,1.130434783,1.608695652,2.0,32.29155981,10.56865409,2.27979622,-2.149057207,2.166988461,-2.450669778,8.025219538,0.255797707,2.436228268,2.929290103,770.2578545,17.83649881,12.59322567,14.22621883,10.49054896,5.742047546,9.030422494,3.980231417,7.927109978,2.349949174,5.805461874,1.155697705,3.10733543,-2.19,54474.06407,18.85805382,6.926833178,5.185662737,132.6005095,9.473725908,0.0,0.0,27.73160711,0.0,16.24044368,5.316788604,17.93442903,18.38575403,0.0,3.710522252,0.0,7.047671983,26.54173133,31.10385706,32.21207412,0.0,18.40057416,0.0,0.0,32.83982485,6.066367068,11.75997667,19.51260938,10.74287647,11.75997667,0.0,64.06822402,20.23262032,0.0,0.0,6.066367068,0.0,0.0,156.89,26.26373484,21.63013115,0.0,21.41883821,6.255769184,7.047671983,25.00805702,0.0,5.316788604,9.967957042,9.473725908,57.02950064,0.0,19.177216,2.020859316,0.0,-0.19219351,0.062845695,0.66683517,0.0,-5.265063316,0.444444444,23,2,12,0,0,0,0,1,1,9,2,14,6,0,0,0,1,-1.2485,78.817,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Aminopyralid (Ref: XDE 750),High,Not High,Not High,C1=C(C(=C(N=C1Cl)C(=O)O)Cl)N,10.46506173,10.46506173,0.008611111,-1.25537037,0.686254415,9.833333333,207.016,202.984,205.9649827,64,0.355696023,-0.476467946,0.476467946,0.355696023,1.583333333,2.166666667,2.666666667,35.49678981,10.30032636,2.134579614,-2.008299603,2.240535619,-2.033510912,6.364283705,0.06905382,1.958045284,3.373859011,340.5651247,9.300964908,5.713304966,7.225162858,5.519744508,2.868934415,3.624863361,2.001948182,2.767161396,1.157144912,1.747993716,0.658263989,1.037973702,-1.0,391.6090567,9.090909091,3.1640625,1.595567867,77.91817222,10.84019487,5.153109817,5.693927995,0.0,0.0,5.969305288,0.0,9.778515705,0.0,0.0,23.20187978,6.066367068,0.0,10.71001959,9.901064579,34.85857134,0.0,4.983978521,0.0,0.0,5.733667477,21.93603819,0.0,5.733667477,5.687386275,0.0,23.20187978,16.0598112,0.0,0.0,10.48846518,6.066367068,10.17574313,0.0,76.21,5.969305288,4.794537184,0.0,21.5570574,0.0,0.0,6.066367068,0.0,0.0,4.983978521,34.04207465,0.0,10.9862963,13.9520679,8.47117284,5.113364198,-1.25537037,1.288024691,0.0,0.0,0.0,0.0,12,3,4,0,0,0,0,1,1,3,2,6,1,0,0,0,1,1.6688,45.6287,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
