"Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (MFE, max)","%RSD (MFE)","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] 250-MS-POS,[Mass] 251-MS-POS,[Mass] 252-MS-POS,[Mass] 253-MS-POS,[Mass] 254-MS-POS,[Mass] 255-MS-POS,[Mass] 256-MS-POS,[Mass] 257-MS-POS,[Mass] 258-MS-POS,[Mass] 259-MS-POS,[Mass] 260-MS-POS,[Mass] 261-MS-POS,[Mass] 262-MS-POS,[Mass] 263-MS-POS,[Mass] 264-MS-POS,[Mass] 265-MS-POS,[Mass] 266-MS-POS,[Mass] 267-MS-POS,[Mass] 268-MS-POS,[Mass] 269-MS-POS,[Mass] 270_POS,[Mass] 271_POS,[Mass] 272_POS,[Mass] 273_POS,[Mass] QC1_POS,[Mass] QC2_POS,[Mass] QC3_POS,[RT] 250-MS-POS,[RT] 251-MS-POS,[RT] 252-MS-POS,[RT] 253-MS-POS,[RT] 254-MS-POS,[RT] 255-MS-POS,[RT] 256-MS-POS,[RT] 257-MS-POS,[RT] 258-MS-POS,[RT] 259-MS-POS,[RT] 260-MS-POS,[RT] 261-MS-POS,[RT] 262-MS-POS,[RT] 263-MS-POS,[RT] 264-MS-POS,[RT] 265-MS-POS,[RT] 266-MS-POS,[RT] 267-MS-POS,[RT] 268-MS-POS,[RT] 269-MS-POS,[RT] 270_POS,[RT] 271_POS,[RT] 272_POS,[RT] 273_POS,[RT] QC1_POS,[RT] QC2_POS,[RT] QC3_POS,[Area] 250-MS-POS,[Area] 251-MS-POS,[Area] 252-MS-POS,[Area] 253-MS-POS,[Area] 254-MS-POS,[Area] 255-MS-POS,[Area] 256-MS-POS,[Area] 257-MS-POS,[Area] 258-MS-POS,[Area] 259-MS-POS,[Area] 260-MS-POS,[Area] 261-MS-POS,[Area] 262-MS-POS,[Area] 263-MS-POS,[Area] 264-MS-POS,[Area] 265-MS-POS,[Area] 266-MS-POS,[Area] 267-MS-POS,[Area] 268-MS-POS,[Area] 269-MS-POS,[Area] 270_POS,[Area] 271_POS,[Area] 272_POS,[Area] 273_POS,[Area] QC1_POS,[Area] QC2_POS,[Area] QC3_POS,[Score (MFE)] 250-MS-POS,[Score (MFE)] 251-MS-POS,[Score (MFE)] 252-MS-POS,[Score (MFE)] 253-MS-POS,[Score (MFE)] 254-MS-POS,[Score (MFE)] 255-MS-POS,[Score (MFE)] 256-MS-POS,[Score (MFE)] 257-MS-POS,[Score (MFE)] 258-MS-POS,[Score (MFE)] 259-MS-POS,[Score (MFE)] 260-MS-POS,[Score (MFE)] 261-MS-POS,[Score (MFE)] 262-MS-POS,[Score (MFE)] 263-MS-POS,[Score (MFE)] 264-MS-POS,[Score (MFE)] 265-MS-POS,[Score (MFE)] 266-MS-POS,[Score (MFE)] 267-MS-POS,[Score (MFE)] 268-MS-POS,[Score (MFE)] 269-MS-POS,[Score (MFE)] 270_POS,[Score (MFE)] 271_POS,[Score (MFE)] 272_POS,[Score (MFE)] 273_POS,[Score (MFE)] QC1_POS,[Score (MFE)] QC2_POS,[Score (MFE)] QC3_POS,[Score (Tgt)] 250-MS-POS,[Score (Tgt)] 251-MS-POS,[Score (Tgt)] 252-MS-POS,[Score (Tgt)] 253-MS-POS,[Score (Tgt)] 254-MS-POS,[Score (Tgt)] 255-MS-POS,[Score (Tgt)] 256-MS-POS,[Score (Tgt)] 257-MS-POS,[Score (Tgt)] 258-MS-POS,[Score (Tgt)] 259-MS-POS,[Score (Tgt)] 260-MS-POS,[Score (Tgt)] 261-MS-POS,[Score (Tgt)] 262-MS-POS,[Score (Tgt)] 263-MS-POS,[Score (Tgt)] 264-MS-POS,[Score (Tgt)] 265-MS-POS,[Score (Tgt)] 266-MS-POS,[Score (Tgt)] 267-MS-POS,[Score (Tgt)] 268-MS-POS,[Score (Tgt)] 269-MS-POS,[Score (Tgt)] 270_POS,[Score (Tgt)] 271_POS,[Score (Tgt)] 272_POS,[Score (Tgt)] 273_POS,[Score (Tgt)] QC1_POS,[Score (Tgt)] QC2_POS,[Score (Tgt)] QC3_POS,[Ions] 250-MS-POS,[Ions] 251-MS-POS,[Ions] 252-MS-POS,[Ions] 253-MS-POS,[Ions] 254-MS-POS,[Ions] 255-MS-POS,[Ions] 256-MS-POS,[Ions] 257-MS-POS,[Ions] 258-MS-POS,[Ions] 259-MS-POS,[Ions] 260-MS-POS,[Ions] 261-MS-POS,[Ions] 262-MS-POS,[Ions] 263-MS-POS,[Ions] 264-MS-POS,[Ions] 265-MS-POS,[Ions] 266-MS-POS,[Ions] 267-MS-POS,[Ions] 268-MS-POS,[Ions] 269-MS-POS,[Ions] 270_POS,[Ions] 271_POS,[Ions] 272_POS,[Ions] 273_POS,[Ions] QC1_POS,[Ions] QC2_POS,[Ions] QC3_POS,
430.4136,0.27,0,2.48,0.043,1766306,27,0,100.0,3.9,100.0,0.4,5,5,430.4137,430.4136,430.4137,430.4137,430.4136,430.4134,430.4136,430.4135,430.4136,430.4136,430.4136,430.4136,430.4137,430.4136,430.4136,430.4135,430.4135,430.4135,430.4138,430.4138,430.4136,430.4135,430.4135,430.4135,430.4138,430.4134,430.4136,2.469,2.478,2.476,2.485,2.490,2.477,2.490,2.482,2.493,2.464,2.478,2.478,2.470,2.482,2.469,2.492,2.480,2.482,2.486,2.474,2.478,2.489,2.506,2.496,2.474,2.485,2.491,21694689,22518571,21151819,22209761,21185108,18990806,20647311,19748591,19540257,21292195,19434157,20914386,22872744,22898312,20636183,22165180,22567543,19628326,18766329,20744707,21513730,20045173,22489472,20567536,24418999,19441101,21832124,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.85,99.65,99.57,99.88,99.95,99.51,99.91,99.85,99.79,98.17,99.67,99.66,98.98,99.84,98.89,99.86,99.75,99.82,99.85,99.32,99.67,99.92,98.81,99.76,99.33,99.85,99.90,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
267.9915,0.50,0,7.12,0.047,2265730,27,0,99.2,20.2,91.9,0.6,2,2,267.9915,267.9915,267.9917,267.9914,267.9914,267.9916,267.9917,267.9915,267.9915,267.9911,267.9916,267.9913,267.9914,267.9915,267.9915,267.9916,267.9916,267.9916,267.9915,267.9914,267.9916,267.9916,267.9917,267.9913,267.9917,267.9915,267.9916,7.115,7.141,7.139,7.142,7.108,7.117,7.131,7.128,7.139,7.110,7.119,7.147,7.116,7.156,7.116,7.155,7.115,7.117,7.115,7.115,7.152,7.124,7.141,7.131,7.154,7.120,7.115,11152933,13132811,11885764,13605663,13594080,11623180,12985639,11341630,13582601,5721883,12248846,8742609,13510331,13737916,13289945,10562891,13482784,11701898,13220595,11409392,10536704,12107145,13593350,12322909,13024556,13390980,13529407,98.4,95.7,98.3,95.4,0.0,99.2,98.9,99.2,96.3,97.4,97.7,95.9,96.9,98.5,97.8,87.0,98.0,99.0,97.6,98.9,87.0,98.3,96.5,97.0,97.1,96.8,96.7,91.06,91.58,91.50,91.53,90.23,91.07,91.64,91.87,91.72,90.27,91.29,91.21,91.15,90.08,91.09,90.02,90.93,91.12,91.04,91.07,90.48,91.59,91.25,91.89,90.13,91.42,90.89,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
757.5620,1.64,0,1.76,0.030,1872705,27,0,100.0,0.0,99.6,9.7,4,7,757.5661,757.5617,757.5609,757.5624,757.5620,757.5623,757.5609,757.5617,757.5622,757.5622,757.5602,757.5619,757.5620,757.5628,757.5619,757.5626,757.5628,757.5630,757.5593,757.5596,757.5617,757.5614,757.5627,757.5626,757.5621,757.5622,757.5628,1.764,1.761,1.782,1.763,1.757,1.766,1.763,1.760,1.771,1.764,1.773,1.762,1.764,1.765,1.764,1.765,1.769,1.765,1.764,1.780,1.761,1.767,1.756,1.757,1.758,1.757,1.752,14442,21407552,16762,20935661,20768976,20487,13921,14450,9559,6027557,9842,20075132,5630591,20674227,5581392,5925110,20103203,12696,12480,10843,5679548,9925,5562100,25475,10899688,11045625,10486762,,100.0,,100.0,100.0,,,,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,,,,100.0,,100.0,,100.0,100.0,100.0,85.80,99.36,80.38,99.61,99.10,88.22,80.35,72.23,79.51,90.71,72.35,90.23,90.86,99.45,90.59,90.41,90.70,74.14,81.53,87.63,89.28,68.53,90.19,85.82,89.43,89.00,88.09,7,7,4,7,7,5,4,5,4,6,4,6,6,7,6,6,6,6,5,4,6,4,6,4,6,6,6,
458.4450,0.26,0,2.38,0.034,1691426,27,0,100.0,1.7,99.7,0.3,5,5,458.4450,458.4450,458.4451,458.4451,458.4451,458.4448,458.4451,458.4449,458.4450,458.4450,458.4449,458.4450,458.4449,458.4450,458.4450,458.4448,458.4448,458.4448,458.4451,458.4452,458.4450,458.4448,458.4449,458.4450,458.4452,458.4448,458.4450,2.379,2.377,2.381,2.379,2.401,2.387,2.373,2.376,2.386,2.368,2.389,2.366,2.369,2.375,2.374,2.380,2.396,2.381,2.374,2.396,2.383,2.382,2.389,2.378,2.385,2.378,2.379,21182237,22933341,19695886,21646592,19887855,18988101,18294780,17903704,19135613,20793739,19486297,22093172,22887122,21656546,19089013,21412681,18816895,18627741,20099278,19830151,21805706,19122239,21659115,20284109,19099613,21305059,21671607,100.0,100.0,100.0,100.0,100.0,91.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.46,99.40,99.35,99.41,98.96,99.56,98.90,99.40,99.57,98.79,99.47,98.35,98.81,99.35,99.19,99.58,99.53,99.68,99.00,99.06,99.56,99.56,99.48,99.48,99.38,99.48,99.41,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
103.9848,0.63,0,7.13,0.071,1122081,27,0,100.0,19.8,91.8,1.4,2,2,103.9848,103.9849,103.9848,103.9847,103.9848,103.9849,103.9849,103.9849,103.9848,103.9847,103.9848,103.9848,103.9848,103.9848,103.9848,103.9848,103.9848,103.9849,103.9847,103.9848,103.9849,103.9849,103.9849,103.9847,103.9848,103.9848,103.9850,7.115,7.102,7.151,7.109,7.153,7.123,7.114,7.128,7.111,7.160,7.136,7.152,7.110,7.167,7.099,7.099,7.154,7.100,7.098,7.132,7.169,7.146,7.158,7.142,7.109,7.098,7.148,8169770,2294070,10022831,3973310,6758362,7460467,4348878,7863767,2030095,7158226,7518265,6910566,3271589,1368863,3551155,1154204,4989904,7723497,8147561,7134289,8063596,7120017,7658118,8094350,3650119,10423404,1316389,100.0,75.4,100.0,82.6,85.3,100.0,82.5,100.0,75.7,79.9,100.0,80.9,79.5,76.5,76.2,60.0,83.2,,78.6,100.0,31.7,100.0,66.2,100.0,65.4,74.1,68.8,90.86,88.93,90.76,89.84,90.36,91.59,90.83,91.83,90.33,89.25,91.69,90.52,90.18,88.12,88.25,88.47,90.22,88.60,88.04,91.72,87.82,91.28,89.83,91.33,90.09,88.06,91.13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
366.0867,0.25,0,6.96,0.132,622267,24,3,92.1,40.1,99.7,5.4,3,3,366.0868,366.0867,,,366.0867,,366.0865,366.0867,366.0867,366.0866,366.0867,366.0868,366.0865,366.0866,366.0866,366.0867,366.0868,366.0867,366.0866,366.0865,366.0867,366.0868,366.0868,366.0868,366.0866,366.0866,366.0867,6.903,6.967,,,6.980,,6.974,6.972,6.893,6.959,6.878,6.995,6.948,6.954,6.965,6.982,6.958,6.937,6.953,6.863,6.979,6.939,6.962,6.912,6.885,6.935,6.975,7409178,8858675,,,8951206,,3222814,6738705,10064857,9078295,10405312,11016081,6672597,12127084,9518717,12032591,11044879,10113464,11083402,827796,9471718,6341916,9189067,3759268,10303157,6385897,9006579,,,28.8,60.0,84.8,35.8,,,,87.5,,85.6,86.7,74.1,54.2,92.1,83.6,,39.7,,92.1,41.8,35.0,15.2,44.0,56.7,61.6,92.03,99.19,,,97.73,,98.45,98.78,89.52,99.61,85.43,94.75,99.45,99.69,99.43,97.37,99.52,98.82,99.66,81.44,97.88,98.98,99.57,94.42,87.31,98.40,98.49,3,3,,,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
431.9977,0.62,0,7.13,0.036,1953905,27,0,98.7,6.9,100.0,0.4,5,5,431.9977,431.9977,431.9978,431.9976,431.9977,431.9979,431.9980,431.9974,431.9978,431.9969,431.9980,431.9972,431.9976,431.9979,431.9976,431.9979,431.9980,431.9977,431.9977,431.9975,431.9978,431.9980,431.9981,431.9974,431.9979,431.9980,431.9978,7.126,7.118,7.128,7.126,7.120,7.134,7.137,7.140,7.139,7.143,7.141,7.141,7.133,7.139,7.138,7.111,7.126,7.133,7.132,7.137,7.107,7.124,7.125,7.119,7.120,7.126,7.120,8131962,9137243,8254356,9510989,9478945,7844163,9041309,8119691,9877007,9759037,8691771,9730426,9787790,9915130,9439958,12287205,9581291,8160293,9292895,7923703,11569000,8738171,9674738,8736527,9447962,9687784,9494401,80.0,91.1,80.0,80.0,84.0,80.0,80.0,80.0,80.0,79.5,80.0,80.0,94.2,98.7,80.0,85.4,80.0,80.0,80.0,80.0,97.9,80.0,80.0,80.0,80.0,79.6,80.0,99.83,99.48,99.84,99.88,99.56,99.82,99.57,99.61,99.66,98.82,99.39,99.46,99.98,99.65,99.83,98.48,99.69,99.95,99.95,99.83,98.17,99.62,99.49,99.47,99.47,99.58,99.59,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
58.0527,0.64,0,5.46,0.030,442444,27,0,100.0,28.8,91.9,0.7,4,4,58.0526,58.0526,58.0527,58.0527,58.0527,58.0526,58.0527,58.0527,58.0526,58.0527,58.0527,58.0527,58.0527,58.0526,58.0527,58.0526,58.0527,58.0527,58.0527,58.0527,58.0526,58.0526,58.0526,58.0527,58.0527,58.0527,58.0527,5.464,5.473,5.466,5.463,5.463,5.466,5.457,5.471,5.460,5.458,5.456,5.456,5.470,5.476,5.470,5.448,5.475,5.454,5.447,5.458,5.462,5.450,5.468,5.462,5.458,5.452,5.447,3061395,2292911,3483995,2057897,4588872,1901922,3608507,2370432,1989783,1791876,2081433,3823201,1965198,1844268,1843377,3244908,4112635,1276138,2135623,2508135,2603190,1030361,3092092,3003547,2338603,1380458,1367292,63.9,59.1,100.0,54.9,57.3,76.7,65.2,74.4,100.0,63.1,69.2,61.2,60.2,58.5,56.6,100.0,70.3,50.2,60.2,67.6,76.0,58.8,61.8,70.5,58.5,56.7,0.0,91.53,91.82,91.59,91.73,91.41,91.81,91.15,91.73,91.39,91.33,91.14,91.06,91.88,91.79,91.60,90.10,91.75,90.34,89.83,91.34,91.68,90.43,91.49,91.65,91.07,90.52,90.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
260.1123,3.82,0,7.96,0.086,1006081,17,10,100.0,0.0,99.7,20.4,3,12,,,260.1134,260.1105,260.1104,,260.1119,,,260.1129,,260.1115,260.1129,260.1107,260.1130,260.1128,260.1114,,,,260.1129,260.1133,260.1128,,260.1129,260.1129,260.1127,,,7.946,7.960,7.959,,8.004,,,7.964,,7.958,7.965,7.967,7.964,7.964,7.966,,,,7.958,7.919,7.964,,7.966,7.960,7.960,,,1505,50424,47682,,1868,,,7667477,,37245,8406074,50305,10036311,9268117,48452,,,,5962868,2085,4965427,,2085271,2287298,2335172,,,,,,,,,,100.0,,,100.0,,100.0,100.0,,,,,100.0,,100.0,,100.0,100.0,100.0,,71.68,63.37,74.27,70.38,,59.54,,,99.66,,69.85,99.67,75.85,99.75,99.54,77.26,56.11,,,99.14,58.63,99.11,,97.34,95.44,98.75,,,4,6,6,,3,,,12,,7,12,5,12,12,7,,,,12,3,12,,12,12,12,
514.0007,0.66,0,7.13,0.025,2078299,27,0,100.0,7.0,100.0,0.3,4,5,514.0007,514.0007,514.0007,514.0006,514.0007,514.0008,514.0011,514.0002,514.0008,513.9997,514.0010,514.0000,514.0006,514.0010,514.0006,514.0008,514.0010,514.0005,514.0006,514.0006,514.0008,514.0010,514.0010,514.0002,514.0009,514.0011,514.0007,7.138,7.130,7.134,7.120,7.131,7.128,7.137,7.128,7.128,7.132,7.136,7.135,7.127,7.122,7.138,7.116,7.126,7.128,7.132,7.126,7.141,7.124,7.125,7.131,7.126,7.126,7.120,7794552,9194552,8121496,9249256,9314626,7822503,9035550,7900877,9568858,9467488,8572011,9619656,9526812,9670030,9332497,6343088,9274909,8041574,9293454,7763548,11557098,8470306,9439551,8578014,9416743,9522346,9554175,100.0,99.5,98.7,97.9,100.0,80.0,80.0,100.0,99.1,88.7,100.0,100.0,100.0,98.5,100.0,96.9,100.0,80.0,100.0,100.0,86.2,100.0,100.0,99.1,98.9,96.9,99.0,99.79,99.97,99.92,99.58,99.96,99.91,99.60,99.61,99.89,98.77,99.74,99.31,99.87,99.59,99.78,99.25,99.72,99.92,99.96,99.88,99.59,99.59,99.71,99.64,99.79,99.62,99.60,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,4,5,4,5,
349.9942,0.56,0,7.12,0.037,1742584,27,0,100.0,2.5,99.5,0.5,3,3,349.9942,349.9942,349.9943,349.9941,349.9941,349.9943,349.9945,349.9940,349.9942,349.9937,349.9944,349.9938,349.9941,349.9942,349.9942,349.9944,349.9945,349.9942,349.9942,349.9940,349.9943,349.9943,349.9944,349.9939,349.9944,349.9944,349.9942,7.121,7.141,7.134,7.120,7.114,7.134,7.120,7.134,7.145,7.138,7.124,7.135,7.122,7.145,7.132,7.111,7.109,7.117,7.115,7.121,7.107,7.124,7.119,7.125,7.120,7.109,7.120,8241403,9054018,8060433,8709480,8739253,7860432,8882222,7954612,9248094,9416938,8759426,9007182,9701232,5819041,9179203,11769590,9256494,8032888,9387600,8127254,11194876,8404153,9396020,8764923,9194655,9499241,9617769,99.4,98.3,99.5,99.3,97.4,100.0,99.3,99.9,97.7,97.7,99.0,98.7,98.6,95.6,97.4,87.0,98.7,98.0,96.3,100.0,97.6,97.1,96.8,98.0,98.2,97.1,95.7,98.96,99.03,99.41,98.93,98.43,99.46,99.09,99.16,98.83,98.47,99.35,98.80,98.96,98.80,99.47,98.20,98.02,98.73,98.57,98.87,97.72,99.35,98.99,98.74,99.15,97.98,99.21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
185.9882,0.44,0,7.15,0.056,1421766,27,0,100.0,5.9,91.9,2.4,2,2,185.9882,185.9881,185.9883,185.9881,185.9881,185.9883,185.9883,185.9882,185.9881,185.9881,185.9881,185.9880,185.9881,185.9881,185.9881,185.9882,185.9882,185.9882,185.9881,185.9882,185.9882,185.9882,185.9883,185.9881,185.9882,185.9882,185.9883,7.115,7.158,7.111,7.159,7.159,7.112,7.159,7.112,7.161,7.160,7.152,7.152,7.155,7.156,7.149,7.167,7.160,7.111,7.149,7.149,7.163,7.152,7.153,7.114,7.154,7.153,7.154,8840864,5244815,7674731,5617078,4795131,8153242,4620343,8280460,5905262,5472611,2680904,5494112,2887659,6349112,6068517,8743221,5948601,8995412,4834133,3862275,7696576,8385088,6572211,8860515,5879396,5773918,5593492,98.4,87.0,98.7,,87.0,98.5,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,82.0,,100.0,87.0,87.0,85.5,,87.0,100.0,87.0,87.0,87.0,87.39,91.88,86.50,91.82,91.86,86.49,91.76,86.56,91.75,91.80,91.91,91.88,91.90,91.92,91.81,91.41,91.83,86.40,91.82,91.82,91.64,91.87,91.80,87.04,91.89,91.92,91.85,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
149.0598,0.33,0,8.38,0.017,1884209,27,0,100.0,0.0,91.9,0.7,3,4,149.0599,149.0599,149.0598,149.0598,149.0598,149.0599,149.0599,149.0598,149.0599,149.0599,149.0598,149.0599,149.0598,149.0599,149.0598,149.0598,149.0599,149.0598,149.0598,149.0598,149.0599,149.0599,149.0599,149.0599,149.0599,149.0598,149.0599,8.380,8.381,8.382,8.378,8.368,8.382,8.385,8.382,8.382,8.375,8.378,8.384,8.376,8.376,8.375,8.379,8.374,8.382,8.380,8.380,8.378,8.383,8.378,8.384,8.380,8.379,8.380,7480107,5846025,8272481,5733637,5880801,8306382,8027270,8161830,8373827,7051376,8233873,5524291,7045739,5684824,6049204,6284613,4752427,7811004,8205979,7796941,6505131,7341118,7049392,7830503,6841781,7386983,7343951,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.92,91.91,91.82,91.87,91.35,91.89,91.82,91.87,91.92,90.19,91.84,91.86,90.48,91.86,90.06,89.61,91.77,91.89,91.88,91.85,91.11,91.88,91.60,91.84,91.68,91.77,91.85,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,
596.0039,0.73,0,7.13,0.027,1772889,27,0,100.0,1.0,100.0,0.4,4,4,596.0038,596.0038,596.0040,596.0037,596.0041,596.0039,596.0044,596.0031,596.0041,596.0026,596.0043,596.0030,596.0038,596.0043,596.0039,596.0043,596.0042,596.0036,596.0040,596.0041,596.0039,596.0042,596.0042,596.0033,596.0041,596.0042,596.0037,7.126,7.124,7.134,7.126,7.131,7.134,7.131,7.128,7.133,7.138,7.124,7.124,7.133,7.122,7.121,7.111,7.126,7.128,7.121,7.121,7.130,7.124,7.130,7.119,7.120,7.126,7.115,5959879,7221936,6191191,7475507,7254485,5819599,6834446,5909728,7471823,7482213,6550769,7525936,7535557,7673514,7141919,9282596,7282775,6183881,7211859,5895018,8731402,6346752,7485085,6549562,7185572,7409796,7461446,100.0,99.9,100.0,99.6,99.3,100.0,100.0,100.0,100.0,100.0,100.0,97.7,100.0,98.2,100.0,96.7,100.0,100.0,100.0,100.0,96.8,100.0,100.0,100.0,100.0,100.0,99.8,99.87,99.72,99.74,99.89,99.88,99.92,99.50,99.49,99.82,98.16,99.51,99.13,99.94,99.47,99.68,98.44,99.69,99.88,99.61,99.55,99.95,99.62,99.80,99.33,99.50,99.64,99.13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
705.5293,1.82,0,1.77,0.064,1261143,18,9,100.0,7.2,99.7,21.2,2,7,,705.5290,,705.5298,705.5295,705.5293,705.5267,,,705.5283,,705.5294,705.5299,705.5300,705.5286,705.5287,705.5302,,705.5332,,705.5281,,705.5291,,705.5292,705.5293,705.5299,,1.773,,1.780,1.779,1.760,1.723,,,1.775,,1.773,1.776,1.771,1.764,1.787,1.769,,1.775,,1.773,,1.773,,1.763,1.768,1.769,,9097574,,10360397,10832419,6295,1396,,,1910325,,10101351,1293921,11081314,1203339,1129499,10200478,,2032,,1281468,,1303361,,5153416,4894772,4972326,,100.0,,100.0,100.0,,,,,100.0,,100.0,80.0,100.0,80.0,100.0,100.0,,,,100.0,,100.0,,100.0,100.0,100.0,,98.06,63.37,99.70,99.27,69.38,55.51,,,65.27,,98.95,63.78,99.53,64.87,66.48,99.59,63.94,71.72,,64.47,71.73,68.27,68.35,97.24,97.76,98.24,,6,,7,7,4,3,,,3,,7,2,6,3,3,6,,6,,3,,3,,5,5,6,
267.9915,0.54,0,7.12,0.051,2266479,27,0,95.6,11.3,91.9,2.1,2,2,267.9914,267.9915,267.9916,267.9914,267.9912,267.9916,267.9916,267.9914,267.9914,267.9911,267.9915,267.9913,267.9914,267.9914,267.9914,267.9915,267.9915,267.9915,267.9914,267.9913,267.9916,267.9915,267.9917,267.9912,267.9916,267.9916,267.9915,7.115,7.141,7.139,7.142,7.108,7.117,7.131,7.128,7.139,7.110,7.119,7.107,7.116,7.156,7.116,7.105,7.115,7.117,7.115,7.115,7.107,7.124,7.141,7.131,7.154,7.120,7.115,11152933,13129810,11885764,13605663,7386773,11678137,12987995,11341630,13582601,5721883,12248846,4818479,13510331,13737916,13281253,6656688,13482718,11701898,13220595,11418436,5638365,12120945,13593350,12322123,13024506,12617139,13529407,,,,,95.6,,,,,,,,,,,80.0,,,,,78.2,,,,,,,91.70,88.52,88.60,88.27,91.90,91.45,89.93,90.54,88.91,91.77,91.43,91.89,91.69,85.28,91.70,91.78,91.63,91.57,91.72,91.74,91.72,90.95,88.11,90.26,85.52,91.23,91.65,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
678.0071,0.74,0,7.13,0.020,1662924,27,0,100.0,3.9,100.0,0.3,4,4,678.0070,678.0071,678.0072,678.0071,678.0073,678.0073,678.0077,678.0062,678.0075,678.0057,678.0075,678.0061,678.0069,678.0076,678.0072,678.0075,678.0074,678.0065,678.0073,678.0073,678.0072,678.0077,678.0075,678.0066,678.0074,678.0075,678.0068,7.126,7.130,7.128,7.126,7.125,7.140,7.131,7.128,7.139,7.121,7.130,7.135,7.133,7.133,7.132,7.133,7.126,7.133,7.126,7.126,7.141,7.129,7.125,7.125,7.131,7.131,7.126,5135154,6330391,5290227,6474547,6543490,5057146,5977961,5173156,6619756,6634663,5674923,6601030,6645589,6780069,6361058,8502584,6535029,5238535,6188657,5023593,7979382,5555194,6463529,5626100,6394050,6464647,6509889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.4,100.0,100.0,100.0,99.7,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,99.87,99.96,99.87,99.87,99.78,99.55,99.46,99.47,99.39,98.27,99.68,99.22,99.95,99.59,99.79,99.63,99.73,99.78,99.78,99.75,99.54,99.52,99.56,99.73,99.77,99.65,99.81,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
264.1699,0.28,0,6.78,0.105,218499,27,0,100.0,41.2,97.9,4.5,4,5,264.1699,264.1701,264.1701,264.1699,264.1700,264.1699,264.1699,264.1698,264.1700,264.1698,264.1700,264.1700,264.1699,264.1699,264.1700,264.1699,264.1700,264.1700,264.1699,264.1699,264.1700,264.1700,264.1701,264.1699,264.1699,264.1700,264.1697,6.785,6.738,6.792,6.834,6.733,6.793,6.790,6.776,6.786,6.763,6.777,6.839,6.752,6.764,6.769,6.831,6.751,6.792,6.774,6.796,6.743,6.771,6.783,6.784,6.740,6.773,6.762,1143176,360058,5198494,3320708,959521,2630746,4114421,681474,1151757,1162951,5936621,3155416,730437,2132385,3409325,3198298,2155096,2459947,1047051,8945072,1178139,1587574,1182900,5798405,1333926,1145815,1743948,12.2,79.5,52.4,,100.0,48.3,39.2,39.5,21.4,84.8,46.9,77.1,77.9,67.8,90.0,,68.4,39.3,39.0,59.7,,36.1,62.5,34.7,48.3,73.9,31.4,95.74,94.71,94.32,83.84,95.26,94.48,95.26,97.18,94.60,97.89,96.58,82.19,97.92,97.35,97.62,84.20,97.10,94.14,97.45,93.81,97.23,97.03,95.60,95.79,96.67,96.80,97.66,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,
